date,travaux rénovation,Gazon synthétique,piscine semi enterrée,apprendre anglais,Coach sportif,Installation climatisation,Artisan peintre,jardiner,paysagiste,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-01-07,0.0,0.0,0.0,33.74416461916462,0.0,0.0,24.94133906633907,0.0,36,0,15,26,18,0,0
2018-01-14,0.0,24.94133906633907,0.0,0.0,24.94133906633907,0.0,0.0,24.94133906633907,46,0,0,38,18,0,0
2018-01-21,24.94133906633907,0.0,0.0,36.67843980343981,24.94133906633907,0.0,0.0,24.94133906633907,31,0,0,15,0,0,0
2018-01-28,24.94133906633907,0.0,0.0,0.0,49.88267813267814,0.0,0.0,24.94133906633907,15,0,15,23,19,0,0
2018-02-04,0.0,24.94133906633907,0.0,24.94133906633907,24.94133906633907,0.0,0.0,24.94133906633907,38,0,15,68,0,0,36
2018-02-11,24.94133906633907,0.0,0.0,49.88267813267814,24.94133906633907,0.0,24.94133906633907,24.94133906633907,21,0,0,26,0,0,0
2018-02-18,0.0,24.94133906633907,24.94133906633907,38.1455773955774,33.74416461916462,0.0,0.0,24.94133906633907,31,0,0,23,0,0,19
2018-02-25,0.0,0.0,24.94133906633907,24.94133906633907,24.94133906633907,0.0,24.94133906633907,24.94133906633907,31,0,0,36,18,0,36
2018-03-04,0.0,0.0,0.0,24.94133906633907,24.94133906633907,0.0,0.0,0.0,37,0,16,32,19,0,19
2018-03-11,0.0,24.94133906633907,0.0,0.0,24.94133906633907,0.0,0.0,51.34981572481573,47,0,15,31,18,0,37
2018-03-18,0.0,24.94133906633907,0.0,24.94133906633907,49.88267813267814,0.0,0.0,58.68550368550369,41,0,0,54,0,0,18
2018-03-25,0.0,24.94133906633907,0.0,24.94133906633907,41.079852579852584,0.0,0.0,41.079852579852584,21,0,15,23,0,0,18
2018-04-01,24.94133906633907,0.0,0.0,24.94133906633907,24.94133906633907,0.0,24.94133906633907,41.079852579852584,46,0,0,61,18,0,55
2018-04-08,0.0,24.94133906633907,0.0,0.0,73.35687960687962,0.0,0.0,57.21836609336609,71,0,0,23,18,0,36
2018-04-15,0.0,26.40847665847666,0.0,0.0,0.0,0.0,26.40847665847666,35.21130221130221,32,0,16,32,0,0,67
2018-04-22,0.0,24.94133906633907,24.94133906633907,0.0,24.94133906633907,0.0,0.0,66.02119164619165,20,0,15,15,0,0,64
2018-04-29,24.94133906633907,24.94133906633907,0.0,51.34981572481573,0.0,0.0,24.94133906633907,51.34981572481573,47,0,16,24,0,0,19
