date,Gartenhilfe,Sprache lernen,Solardach,Kochkurs,Dachfenster,Personal Trainer,Masseur,Garagenbau,Maler,Auto putzen,Poolbau,Elektriker,Klimaanlage,Tanzkurs,Baumeister
2018-01-07,0.0,0.0,0.0,0.0,37.23684210526316,24.82456140350877,9.929824561403509,0.0,23,0,2,6,3,4,3
2018-01-14,0.0,9.19851921337398,0.0,9.19851921337398,49.64912280701754,27.307017543859647,9.929824561403509,0.0,27,0,0,4,6,2,3
2018-01-21,0.0,9.19851921337398,0.0,9.19851921337398,32.271929824561404,32.271929824561404,9.929824561403509,0.0,25,0,0,5,2,4,5
2018-01-28,0.0,9.19851921337398,0.0,13.797778820060971,37.23684210526316,14.894736842105264,0.0,0.0,25,0,0,7,2,2,5
2018-02-04,0.0,0.0,0.0,9.19851921337398,32.271929824561404,22.342105263157894,14.894736842105264,0.0,36,0,0,7,3,2,3
2018-02-11,0.0,9.19851921337398,0.0,18.39703842674796,37.23684210526316,22.342105263157894,0.0,0.0,21,0,0,8,5,2,3
2018-02-18,0.0,0.0,0.0,9.19851921337398,27.307017543859647,9.929824561403509,17.37719298245614,0.0,24,0,0,6,2,0,3
2018-02-25,0.0,9.19851921337398,0.0,13.797778820060971,24.82456140350877,22.342105263157894,0.0,0.0,22,0,0,6,3,2,4
2018-03-04,0.0,18.39703842674796,0.0,9.19851921337398,49.64912280701754,22.342105263157894,9.929824561403509,0.0,22,0,0,7,4,2,3
2018-03-11,0.0,0.0,0.0,27.595557640121942,49.64912280701754,0.0,9.929824561403509,0.0,34,0,0,7,3,4,3
2018-03-18,9.19851921337398,0.0,9.19851921337398,9.19851921337398,27.307017543859647,0.0,17.37719298245614,0.0,25,0,0,8,2,2,7
2018-03-25,0.0,0.0,0.0,9.19851921337398,29.789473684210527,22.342105263157894,22.342105263157894,0.0,24,0,0,4,2,2,2
2018-04-01,0.0,0.0,0.0,9.855556300043553,39.719298245614034,17.37719298245614,22.342105263157894,0.0,27,0,0,3,4,2,3
2018-04-08,0.0,9.855556300043553,0.0,9.855556300043553,62.06140350877193,22.342105263157894,12.412280701754385,0.0,26,0,0,3,7,4,3
2018-04-15,9.855556300043553,9.855556300043553,0.0,9.855556300043553,32.271929824561404,14.894736842105264,12.412280701754385,0.0,26,0,0,5,13,3,5
2018-04-22,0.0,0.0,0.0,9.19851921337398,47.166666666666664,9.929824561403509,17.37719298245614,0.0,26,0,2,9,9,2,3
2018-04-29,0.0,9.19851921337398,0.0,0.0,27.307017543859647,12.412280701754385,19.859649122807017,0.0,18,0,0,9,7,2,2
2018-05-06,9.855556300043553,0.0,0.0,15.111852993400113,49.64912280701754,12.412280701754385,12.412280701754385,0.0,25,0,0,2,11,0,2
2018-05-13,0.0,0.0,0.0,47.306670240209044,37.23684210526316,12.412280701754385,12.412280701754385,0.0,17,0,0,7,11,0,3
2018-05-20,9.855556300043553,9.855556300043553,0.0,19.711112600087105,74.47368421052632,22.342105263157894,17.37719298245614,0.0,18,0,2,7,13,2,3
2018-05-27,0.0,9.19851921337398,0.0,22.996298033434954,54.614035087719294,17.37719298245614,9.929824561403509,0.0,19,0,2,4,35,3,3
2018-06-03,0.0,0.0,0.0,0.0,69.50877192982456,22.342105263157894,9.929824561403509,0.0,21,0,2,4,24,2,5
2018-06-10,8.54148212670441,8.54148212670441,0.0,0.0,52.13157894736842,9.929824561403509,19.859649122807017,0.0,25,0,0,5,11,2,2
2018-06-17,17.740001340078393,0.0,0.0,8.54148212670441,52.13157894736842,27.307017543859647,9.929824561403509,0.0,19,0,2,4,6,2,3
2018-06-24,9.19851921337398,9.19851921337398,0.0,9.19851921337398,44.68421052631579,9.929824561403509,9.929824561403509,0.0,29,0,0,2,12,2,2
2018-07-01,9.19851921337398,9.19851921337398,0.0,18.39703842674796,64.54385964912281,9.929824561403509,32.271929824561404,0.0,21,0,2,9,7,2,5
2018-07-08,0.0,8.54148212670441,0.0,17.740001340078393,52.13157894736842,9.929824561403509,9.929824561403509,0.0,21,0,0,6,8,2,3
2018-07-15,0.0,0.0,0.0,9.19851921337398,64.54385964912281,9.929824561403509,0.0,0.0,22,0,2,2,17,2,3
2018-07-22,0.0,0.0,0.0,9.19851921337398,79.43859649122807,9.929824561403509,22.342105263157894,0.0,19,0,2,4,100,0,5
2018-07-29,0.0,26.938520553452374,0.0,13.797778820060971,71.99122807017544,9.929824561403509,9.929824561403509,0.0,19,0,0,6,77,0,4
2018-08-05,0.0,0.0,0.0,8.54148212670441,62.06140350877193,14.894736842105264,14.894736842105264,0.0,21,0,0,7,35,3,3
2018-08-12,0.0,0.0,0.0,0.0,67.02631578947368,19.859649122807017,9.929824561403509,0.0,18,0,0,7,6,3,4
2018-08-19,0.0,8.54148212670441,0.0,17.740001340078393,44.68421052631579,9.929824561403509,9.929824561403509,0.0,19,0,0,7,9,2,4
2018-08-26,0.0,9.19851921337398,0.0,26.938520553452374,59.578947368421055,22.342105263157894,14.894736842105264,0.0,27,0,0,8,9,2,3
2018-09-02,0.0,0.0,0.0,9.19851921337398,44.68421052631579,0.0,17.37719298245614,0.0,24,0,2,9,6,3,5
