date,travaux rénovation,Gazon synthétique,piscine semi enterrée,apprendre anglais,paysagiste,Coach sportif,Installation climatisation,Artisan peintre,jardiner,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-01-07,0.0,15.537082282562716,15.537082282562716,46.61124684768814,27.321124361158432,9.835604770017035,0.0,0.0,7,0,7,20,18,0,9
2018-01-14,0.0,15.537082282562716,0.0,23.90320351163495,37.15672913117547,9.835604770017035,0.0,9.835604770017035,0,0,7,30,9,0,9
2018-01-21,16.732242458144462,0.0,15.537082282562716,0.0,20.76405451448041,10.928449744463373,0.0,0.0,7,0,7,10,0,0,0
2018-01-28,0.0,0.0,15.537082282562716,0.0,42.62095400340716,20.76405451448041,0.0,10.928449744463373,14,0,14,21,9,0,29
2018-02-04,0.0,0.0,15.537082282562716,15.537082282562716,29.50681431005111,9.835604770017035,0.0,9.835604770017035,20,0,7,7,9,0,13
2018-02-11,0.0,0.0,0.0,32.269324740707184,44.80664395229983,10.928449744463373,0.0,0.0,7,0,7,28,9,0,19
2018-02-18,0.0,25.098363687216693,0.0,25.098363687216693,16.39267461669506,10.928449744463373,10.928449744463373,10.928449744463373,36,0,11,7,0,0,29
2018-02-25,0.0,0.0,0.0,15.537082282562716,50.27086882453152,19.67120954003407,0.0,9.835604770017035,17,0,7,17,9,0,9
2018-03-04,15.537082282562716,0.0,0.0,15.537082282562716,37.15672913117547,9.835604770017035,0.0,9.835604770017035,33,0,7,13,0,0,9
2018-03-11,0.0,15.537082282562716,0.0,23.90320351163495,38.249574105621804,20.76405451448041,0.0,0.0,21,0,0,28,0,0,14
2018-03-18,0.0,15.537082282562716,15.537082282562716,0.0,41.52810902896082,10.928449744463373,0.0,0.0,28,0,10,18,9,0,10
2018-03-25,16.732242458144462,16.732242458144462,15.537082282562716,16.732242458144462,49.17802385008518,37.15672913117547,0.0,10.928449744463373,24,0,7,17,9,0,9
2018-04-01,0.0,32.269324740707184,16.732242458144462,16.732242458144462,31.69250425894378,17.485519591141397,10.928449744463373,20.76405451448041,39,7,7,21,10,0,19
2018-04-08,0.0,0.0,16.732242458144462,16.732242458144462,39.34241908006814,10.928449744463373,10.928449744463373,10.928449744463373,18,7,0,14,0,0,38
2018-04-15,17.92740263372621,26.29352386279844,17.92740263372621,0.0,34.971039182282794,22.949744463373083,0.0,0.0,30,0,8,15,0,0,52
2018-04-22,0.0,31.074164565125432,32.269324740707184,15.537082282562716,37.15672913117547,30.599659284497445,0.0,9.835604770017035,34,7,7,27,9,0,41
2018-04-29,0.0,0.0,16.732242458144462,16.732242458144462,32.78534923339012,10.928449744463373,0.0,10.928449744463373,29,14,0,22,10,0,49
2018-05-06,0.0,23.90320351163495,15.537082282562716,15.537082282562716,31.69250425894378,20.76405451448041,0.0,0.0,32,0,0,14,9,0,33
2018-05-13,0.0,16.732242458144462,16.732242458144462,15.537082282562716,20.76405451448041,20.76405451448041,10.928449744463373,0.0,38,0,0,21,9,0,9
2018-05-20,0.0,34.65964509187067,0.0,16.732242458144462,28.41396933560477,10.928449744463373,0.0,0.0,41,7,0,15,0,0,55
2018-05-27,0.0,65.7338096569961,16.732242458144462,0.0,36.06388415672913,10.928449744463373,0.0,0.0,18,14,11,36,0,0,39
2018-06-03,0.0,0.0,33.464484916288924,16.732242458144462,18.578364565587734,21.856899488926746,10.928449744463373,10.928449744463373,18,0,7,14,0,0,39
2018-06-10,16.732242458144462,51.39188755001514,0.0,16.732242458144462,29.50681431005111,10.928449744463373,0.0,10.928449744463373,15,7,15,18,10,0,20
2018-06-17,0.0,38.245125618615916,38.245125618615916,0.0,30.599659284497445,20.76405451448041,12.021294718909711,0.0,29,0,0,16,0,0,11
2018-06-24,0.0,19.122562809307958,38.245125618615916,19.122562809307958,53.54940374787053,20.76405451448041,0.0,0.0,16,8,8,24,0,0,16
2018-07-01,0.0,17.92740263372621,44.220926496524655,0.0,74.31345826235093,12.021294718909711,0.0,10.928449744463373,12,19,8,27,0,0,52
2018-07-08,0.0,0.0,17.92740263372621,17.92740263372621,22.949744463373083,12.021294718909711,0.0,12.021294718909711,19,0,8,19,11,0,37
2018-07-15,0.0,0.0,19.122562809307958,19.122562809307958,28.41396933560477,0.0,0.0,12.021294718909711,16,0,8,12,11,0,22
2018-07-22,19.122562809307958,37.04996544303417,37.04996544303417,0.0,29.50681431005111,24.042589437819423,0.0,0.0,12,0,8,24,11,0,43
2018-07-29,0.0,0.0,27.48868403838019,17.92740263372621,34.971039182282794,29.50681431005111,12.021294718909711,22.949744463373083,8,8,0,27,0,0,16
2018-08-05,0.0,0.0,34.65964509187067,34.65964509187067,28.41396933560477,10.928449744463373,10.928449744463373,0.0,30,0,7,15,0,0,35
2018-08-12,0.0,17.92740263372621,53.78220790117863,0.0,33.87819420783646,10.928449744463373,0.0,0.0,8,0,8,15,10,0,41
2018-08-19,0.0,17.92740263372621,17.92740263372621,26.29352386279844,28.41396933560477,12.021294718909711,0.0,10.928449744463373,8,0,15,8,10,0,26
2018-08-26,0.0,17.92740263372621,17.92740263372621,0.0,39.34241908006814,22.949744463373083,0.0,0.0,16,0,0,8,10,0,10
2018-09-02,0.0,19.122562809307958,19.122562809307958,19.122562809307958,48.085178875638846,12.021294718909711,0.0,24.042589437819423,8,0,0,20,22,0,16
2018-09-09,0.0,0.0,37.04996544303417,54.97736807676038,48.085178875638846,36.06388415672913,0.0,12.021294718909711,12,8,8,40,21,0,33
2018-09-16,17.92740263372621,17.92740263372621,0.0,17.92740263372621,48.085178875638846,17.485519591141397,0.0,0.0,8,0,12,20,32,0,22
