date,Psicólogo,wedding planner,clases primaria,Entrenador Personal,Fontanero,Entrega a domicilio,Aire acondicionado,pinturas,portes
2018-01-07,0.0,6.855090832277145,0.0,16.596535699197297,11,0,7,29,3
2018-01-14,0.0,6.855090832277145,6.855090832277145,9.019856358259402,6,3,12,35,3
2018-01-21,6.494296577946769,6.494296577946769,0.0,6.494296577946769,10,0,11,20,4
2018-01-28,10.102239121250529,6.855090832277145,0.0,10.102239121250529,5,0,14,24,7
2018-02-04,0.0,6.855090832277145,6.855090832277145,27.42036332910858,3,0,12,33,3
2018-02-11,6.855090832277145,6.855090832277145,0.0,13.71018166455429,4,0,10,26,3
2018-02-18,6.855090832277145,6.855090832277145,0.0,14.070975918884665,6,0,10,30,5
2018-02-25,0.0,0.0,0.0,13.349387410223914,6,0,18,32,5
2018-03-04,6.494296577946769,12.988593155893538,6.494296577946769,0.0,7,0,10,33,3
2018-03-11,0.0,0.0,6.494296577946769,19.482889733840306,7,0,7,22,5
2018-03-18,6.855090832277145,0.0,0.0,10.102239121250529,6,0,18,26,3
2018-03-25,10.823827629911282,7.215885086607521,0.0,21.286861005492188,5,0,7,23,9
2018-04-01,6.494296577946769,12.988593155893538,6.494296577946769,12.988593155893538,7,3,9,25,4
2018-04-08,6.494296577946769,0.0,6.494296577946769,12.627798901563162,6,0,13,30,3
2018-04-15,0.0,6.855090832277145,0.0,13.349387410223914,5,0,14,31,5
2018-04-22,0.0,6.494296577946769,0.0,13.349387410223914,3,3,20,39,3
2018-04-29,6.855090832277145,0.0,6.855090832277145,6.855090832277145,8,0,7,21,4
2018-05-06,8.659062103929024,6.494296577946769,0.0,9.741444866920153,9,5,24,22,3
2018-05-13,0.0,6.855090832277145,6.855090832277145,6.855090832277145,11,3,19,27,4
2018-05-20,0.0,6.494296577946769,0.0,13.349387410223914,4,0,28,27,3
2018-05-27,0.0,0.0,6.494296577946769,9.741444866920153,6,0,14,31,3
2018-06-03,6.133502323616392,6.133502323616392,6.133502323616392,9.380650612589777,5,3,13,35,3
2018-06-10,6.133502323616392,12.267004647232785,6.133502323616392,6.133502323616392,2,0,18,31,3
2018-06-17,0.0,7.215885086607521,7.215885086607521,21.286861005492188,11,3,89,27,6
2018-06-24,0.0,0.0,6.494296577946769,16.23574144486692,6,0,76,37,0
2018-07-01,9.741444866920153,6.494296577946769,0.0,9.741444866920153,6,0,36,26,3
2018-07-08,0.0,6.494296577946769,0.0,9.741444866920153,7,3,52,29,4
2018-07-15,0.0,6.494296577946769,0.0,13.349387410223914,4,0,21,25,3
2018-07-22,0.0,6.855090832277145,0.0,6.855090832277145,8,0,27,19,5
2018-07-29,0.0,0.0,0.0,10.823827629911282,5,3,88,19,4
