date,travaux rénovation,Gazon synthétique,piscine semi enterrée,apprendre anglais,Coach sportif,Installation climatisation,Artisan peintre,jardiner,paysagiste,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-09-23,16.58407994486561,0.0,0.0,33.16815988973122,33.16815988973122,0.0,0.0,16.58407994486561,22,0,13,22,6,6,17
2018-09-30,0.0,16.58407994486561,16.58407994486561,39.021364576154376,39.021364576154376,0.0,0.0,0.0,11,7,7,26,6,0,0
2018-10-07,0.0,16.58407994486561,0.0,50.72777394900069,34.14369400413508,0.0,0.0,16.58407994486561,37,0,7,39,0,0,12
2018-10-14,0.0,0.0,0.0,28.290489317711923,34.14369400413508,0.0,17.55961405926947,17.55961405926947,18,7,11,22,6,0,12
2018-10-21,17.55961405926947,0.0,0.0,22.437284631288765,17.55961405926947,0.0,0.0,17.55961405926947,27,0,9,31,6,6,6
2018-10-28,0.0,0.0,0.0,25.363886974500346,34.14369400413508,0.0,0.0,28.290489317711923,9,0,10,24,6,0,23
2018-11-04,16.58407994486561,0.0,0.0,27.314955203308063,39.99689869055823,15.60854583046175,0.0,16.58407994486561,16,0,6,19,6,0,6
2018-11-11,0.0,0.0,16.58407994486561,54.629910406616126,27.314955203308063,0.0,0.0,24.388352860096486,6,0,11,30,0,0,0
2018-11-18,32.19262577532736,0.0,0.0,26.339421088904203,21.461750516884905,0.0,15.60854583046175,15.60854583046175,19,0,9,17,11,0,5
2018-11-25,0.0,15.60854583046175,0.0,48.77670572019297,24.388352860096486,0.0,16.58407994486561,16.58407994486561,12,0,16,29,5,0,5
2018-12-02,15.60854583046175,16.58407994486561,0.0,21.461750516884905,15.60854583046175,15.60854583046175,15.60854583046175,15.60854583046175,12,6,22,31,5,0,6
2018-12-09,33.16815988973122,0.0,0.0,33.16815988973122,49.75223983459683,0.0,0.0,0.0,19,6,13,13,0,0,6
2018-12-16,16.58407994486561,0.0,0.0,16.58407994486561,34.14369400413508,0.0,16.58407994486561,16.58407994486561,7,0,20,22,14,0,0
2018-12-23,0.0,0.0,0.0,28.290489317711923,46.82563749138525,0.0,0.0,0.0,12,0,7,27,6,0,13
2018-12-30,0.0,18.535148173673328,0.0,30.24155754651964,41.94796691936595,0.0,18.535148173673328,18.535148173673328,14,0,7,30,6,0,0
2019-01-06,0.0,15.60854583046175,0.0,16.58407994486561,39.99689869055823,16.58407994486561,0.0,15.60854583046175,23,0,12,37,6,0,6
2019-01-13,15.60854583046175,15.60854583046175,15.60854583046175,23.412818745692626,47.80117160578911,0.0,0.0,31.2170916609235,15,6,18,22,0,0,5
2019-01-20,0.0,0.0,0.0,20.48621640248105,30.24155754651964,15.60854583046175,15.60854583046175,22.437284631288765,18,0,8,24,5,0,10
2019-01-27,15.60854583046175,0.0,0.0,44.87456926257753,25.363886974500346,0.0,0.0,14.63301171605789,17,0,10,25,5,0,15
2019-02-03,0.0,31.2170916609235,0.0,41.94796691936595,31.2170916609235,0.0,15.60854583046175,23.412818745692626,18,0,8,45,8,0,16
2019-02-10,33.16815988973122,25.363886974500346,16.58407994486561,27.314955203308063,39.021364576154376,0.0,16.58407994486561,22.437284631288765,28,0,6,26,6,0,17
2019-02-17,16.58407994486561,25.363886974500346,17.55961405926947,16.58407994486561,56.58097863542385,0.0,0.0,39.99689869055823,29,0,13,31,6,0,20
2019-02-24,32.19262577532736,16.58407994486561,24.388352860096486,32.19262577532736,42.92350103376981,0.0,16.58407994486561,73.16505858028945,38,0,0,36,11,0,14
2019-03-03,0.0,23.412818745692626,15.60854583046175,26.339421088904203,31.2170916609235,0.0,23.412818745692626,46.82563749138525,28,0,10,39,0,0,13
2019-03-10,15.60854583046175,31.2170916609235,0.0,31.2170916609235,58.53204686423156,0.0,0.0,47.80117160578911,15,6,15,39,0,0,19
2019-03-17,16.58407994486561,21.461750516884905,16.58407994486561,48.77670572019297,32.19262577532736,0.0,32.19262577532736,48.77670572019297,27,0,6,31,8,0,22
2019-03-24,16.58407994486561,41.94796691936595,0.0,16.58407994486561,66.33631977946244,0.0,33.16815988973122,82.92039972432805,28,10,11,34,11,0,26
2019-03-31,0.0,15.60854583046175,32.19262577532736,55.60544452101998,32.19262577532736,0.0,0.0,42.92350103376981,35,6,12,27,11,0,27
2019-04-07,15.60854583046175,15.60854583046175,15.60854583046175,15.60854583046175,36.0947622329428,0.0,0.0,26.339421088904203,32,6,18,38,5,0,21
2019-04-14,17.55961405926947,34.14369400413508,17.55961405926947,25.363886974500346,25.363886974500346,0.0,0.0,45.850103376981394,29,10,7,42,0,0,50
2019-04-21,0.0,46.82563749138525,47.80117160578911,31.2170916609235,31.2170916609235,0.0,0.0,37.070296347346655,27,9,12,27,0,0,51
2019-04-28,13.657477601654032,18.535148173673328,0.0,18.535148173673328,32.19262577532736,13.657477601654032,13.657477601654032,41.94796691936595,27,0,5,36,10,0,26
2019-05-05,0.0,27.314955203308063,13.657477601654032,27.314955203308063,23.412818745692626,0.0,0.0,40.9724328049621,23,5,16,21,9,0,12
2019-05-12,0.0,23.412818745692626,14.63301171605789,36.0947622329428,28.290489317711923,0.0,0.0,57.556512749827704,35,6,6,33,0,0,37
2019-05-19,14.63301171605789,47.80117160578911,14.63301171605789,28.290489317711923,72.1895244658856,0.0,0.0,24.388352860096486,35,11,7,22,0,5,25
2019-05-26,14.63301171605789,57.556512749827704,28.290489317711923,23.412818745692626,42.92350103376981,0.0,14.63301171605789,33.16815988973122,26,7,6,24,5,0,29
2019-06-02,0.0,27.314955203308063,13.657477601654032,27.314955203308063,40.9724328049621,39.99689869055823,13.657477601654032,44.87456926257753,21,5,7,49,9,5,30
2019-06-09,14.63301171605789,14.63301171605789,0.0,29.26602343211578,24.388352860096486,0.0,0.0,36.0947622329428,26,6,11,21,5,5,12
2019-06-16,0.0,61.458649207443145,0.0,53.65437629221227,25.363886974500346,22.437284631288765,0.0,30.24155754651964,12,12,9,24,0,16,44
2019-06-23,0.0,45.850103376981394,91.70020675396279,0.0,68.28738800827016,15.60854583046175,0.0,35.11922811853894,32,15,6,34,5,0,57
2019-06-30,0.0,29.26602343211578,14.63301171605789,21.461750516884905,43.899035148173674,29.26602343211578,0.0,34.14369400413508,17,17,8,55,5,0,52
2019-07-07,15.60854583046175,15.60854583046175,31.2170916609235,23.412818745692626,23.412818745692626,0.0,30.24155754651964,15.60854583046175,24,6,12,52,5,0,8
2019-07-14,0.0,31.2170916609235,15.60854583046175,31.2170916609235,46.82563749138525,0.0,15.60854583046175,23.412818745692626,28,0,6,30,0,0,32
2019-07-21,32.19262577532736,32.19262577532736,32.19262577532736,24.388352860096486,48.77670572019297,32.19262577532736,15.60854583046175,26.339421088904203,23,15,13,29,6,0,47
2019-07-28,0.0,31.2170916609235,32.19262577532736,32.19262577532736,63.40971743625086,0.0,15.60854583046175,15.60854583046175,27,6,15,19,8,0,14
2019-08-04,0.0,17.55961405926947,25.363886974500346,0.0,42.92350103376981,17.55961405926947,0.0,51.70330806340455,29,7,0,38,12,0,27
2019-08-11,0.0,17.55961405926947,0.0,17.55961405926947,26.339421088904203,0.0,0.0,17.55961405926947,21,7,11,27,6,0,18
2019-08-18,18.535148173673328,18.535148173673328,17.55961405926947,27.314955203308063,48.77670572019297,17.55961405926947,0.0,36.0947622329428,19,0,7,28,0,0,19
2019-08-25,0.0,16.58407994486561,16.58407994486561,21.461750516884905,38.04583046175052,16.58407994486561,16.58407994486561,16.58407994486561,23,6,13,25,20,0,23
2019-09-01,15.60854583046175,0.0,15.60854583046175,15.60854583046175,36.0947622329428,15.60854583046175,23.412818745692626,15.60854583046175,36,6,12,27,8,0,5
2019-09-08,16.58407994486561,16.58407994486561,0.0,15.60854583046175,42.92350103376981,0.0,0.0,15.60854583046175,29,0,0,29,0,5,0
2019-09-15,0.0,15.60854583046175,0.0,21.461750516884905,32.19262577532736,15.60854583046175,15.60854583046175,15.60854583046175,21,0,6,16,11,0,0
2019-09-22,14.63301171605789,13.657477601654032,0.0,28.290489317711923,28.290489317711923,13.657477601654032,13.657477601654032,14.63301171605789,20,0,8,31,5,0,9
2019-09-29,13.657477601654032,13.657477601654032,26.339421088904203,35.11922811853894,20.48621640248105,0.0,0.0,13.657477601654032,28,0,9,28,5,5,9
2019-10-06,12.681943487250173,33.16815988973122,0.0,30.24155754651964,17.55961405926947,12.681943487250173,0.0,19.510682288077188,20,0,13,26,4,0,5
2019-10-13,13.657477601654032,0.0,0.0,21.461750516884905,39.99689869055823,0.0,12.681943487250173,26.339421088904203,27,0,5,27,16,5,7
2019-10-20,13.657477601654032,13.657477601654032,0.0,20.48621640248105,39.99689869055823,0.0,0.0,13.657477601654032,12,0,13,19,7,5,9
2019-10-27,27.314955203308063,0.0,13.657477601654032,17.55961405926947,27.314955203308063,0.0,13.657477601654032,27.314955203308063,23,0,5,14,5,5,5
2019-11-03,12.681943487250173,12.681943487250173,12.681943487250173,19.510682288077188,39.021364576154376,0.0,12.681943487250173,19.510682288077188,20,5,8,25,0,4,4
2019-11-10,12.681943487250173,12.681943487250173,0.0,38.04583046175052,42.92350103376981,0.0,12.681943487250173,0.0,22,0,10,18,9,4,4
2019-11-17,12.681943487250173,12.681943487250173,0.0,21.461750516884905,64.38525155065471,0.0,0.0,12.681943487250173,15,5,8,33,4,0,0
2019-11-24,12.681943487250173,12.681943487250173,12.681943487250173,24.388352860096486,33.16815988973122,0.0,0.0,18.535148173673328,24,0,15,21,4,0,4
2019-12-01,13.657477601654032,0.0,0.0,28.290489317711923,13.657477601654032,0.0,13.657477601654032,28.290489317711923,7,5,22,22,7,0,5
2019-12-08,0.0,0.0,0.0,24.388352860096486,24.388352860096486,0.0,14.63301171605789,28.290489317711923,11,6,19,19,10,0,10
2019-12-15,14.63301171605789,14.63301171605789,14.63301171605789,24.388352860096486,43.899035148173674,0.0,14.63301171605789,14.63301171605789,15,0,13,15,7,5,0
2019-12-22,0.0,0.0,0.0,15.60854583046175,39.021364576154376,0.0,0.0,15.60854583046175,15,0,16,16,5,5,8
2019-12-29,14.63301171605789,14.63301171605789,15.60854583046175,22.437284631288765,52.678842177808406,15.60854583046175,0.0,0.0,17,0,12,16,5,5,5
2020-01-05,0.0,12.681943487250173,0.0,26.339421088904203,35.11922811853894,0.0,12.681943487250173,12.681943487250173,14,5,10,22,4,0,0
2020-01-12,12.681943487250173,12.681943487250173,12.681943487250173,25.363886974500346,33.16815988973122,0.0,0.0,16.58407994486561,19,0,15,23,9,0,4
2020-01-19,12.681943487250173,0.0,12.681943487250173,30.24155754651964,25.363886974500346,0.0,0.0,19.510682288077188,28,0,12,30,9,0,9
2020-01-26,12.681943487250173,12.681943487250173,12.681943487250173,62.434183321847,50.72777394900069,0.0,12.681943487250173,29.26602343211578,13,0,7,32,6,4,9
2020-02-02,0.0,25.363886974500346,12.681943487250173,29.26602343211578,46.82563749138525,12.681943487250173,12.681943487250173,25.363886974500346,21,0,15,47,4,9,9
2020-02-09,0.0,12.681943487250173,12.681943487250173,29.26602343211578,31.2170916609235,0.0,0.0,25.363886974500346,26,0,5,23,0,4,11
2020-02-16,0.0,12.681943487250173,0.0,19.510682288077188,51.70330806340455,0.0,0.0,52.678842177808406,17,0,10,30,4,0,4
2020-02-23,12.681943487250173,17.55961405926947,0.0,35.11922811853894,39.021364576154376,0.0,19.510682288077188,19.510682288077188,34,0,5,30,4,4,13
2020-03-01,0.0,12.681943487250173,12.681943487250173,25.363886974500346,39.021364576154376,12.681943487250173,0.0,12.681943487250173,28,0,0,37,4,4,9
2020-03-08,11.706409372846313,42.92350103376981,11.706409372846313,73.16505858028945,40.9724328049621,11.706409372846313,11.706409372846313,42.92350103376981,27,5,5,20,4,0,12
2020-03-15,0.0,11.706409372846313,0.0,26.339421088904203,34.14369400413508,0.0,0.0,34.14369400413508,21,0,9,24,14,0,4
2020-03-22,11.706409372846313,28.290489317711923,11.706409372846313,26.339421088904203,22.437284631288765,11.706409372846313,0.0,48.77670572019297,23,7,7,20,8,4,21
2020-03-29,0.0,28.290489317711923,0.0,22.437284631288765,22.437284631288765,0.0,11.706409372846313,94.62680909717436,18,4,7,19,21,0,19
2020-04-05,0.0,49.75223983459683,53.65437629221227,15.60854583046175,30.24155754651964,11.706409372846313,0.0,90.72467263955892,15,6,4,29,8,0,66
2020-04-12,0.0,38.04583046175052,49.75223983459683,19.510682288077188,30.24155754651964,11.706409372846313,0.0,79.99379738111647,22,18,0,16,8,0,45
2020-04-19,11.706409372846313,38.04583046175052,35.11922811853894,23.412818745692626,29.26602343211578,11.706409372846313,11.706409372846313,65.36078566505859,36,4,6,31,4,0,41
2020-04-26,10.730875258442452,21.461750516884905,21.461750516884905,26.339421088904203,35.11922811853894,0.0,10.730875258442452,59.507580978635424,29,4,4,16,4,0,29
2020-05-03,0.0,32.19262577532736,32.19262577532736,32.19262577532736,28.290489317711923,0.0,10.730875258442452,57.556512749827704,22,21,4,21,6,4,29
2020-05-10,11.706409372846313,41.94796691936595,28.290489317711923,28.290489317711923,28.290489317711923,11.706409372846313,11.706409372846313,57.556512749827704,24,4,4,27,4,0,25
2020-05-17,11.706409372846313,79.01826326671261,55.60544452101998,36.0947622329428,23.412818745692626,11.706409372846313,11.706409372846313,75.11612680909717,26,17,5,28,4,4,84
2020-05-24,0.0,54.629910406616126,23.412818745692626,15.60854583046175,42.92350103376981,11.706409372846313,0.0,50.72777394900069,36,14,9,35,4,0,100
2020-05-31,11.706409372846313,71.21399035148174,48.77670572019297,34.14369400413508,22.437284631288765,0.0,0.0,34.14369400413508,36,7,4,28,4,0,87
2020-06-07,0.0,39.99689869055823,11.706409372846313,22.437284631288765,34.14369400413508,11.706409372846313,16.58407994486561,44.87456926257753,20,4,4,23,0,0,52
2020-06-14,0.0,48.77670572019297,67.3118538938663,17.55961405926947,48.77670572019297,13.657477601654032,0.0,31.2170916609235,23,5,5,18,5,0,27
