date,travaux rénovation,Gazon synthétique,piscine semi enterrée,apprendre anglais,paysagiste,Coach sportif,Installation climatisation,Artisan peintre,jardiner,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-01-07,0.0,0.0,0.0,0.0,15.895468277945618,0.0,0.0,0.0,0,0,0,19,0,0,19
2018-01-14,0.0,0.0,27.600180952413243,0.0,0.0,0.0,0.0,0.0,0,0,18,57,19,0,0
2018-01-21,0.0,0.0,0.0,37.76866867172338,22.96012084592145,0.0,0.0,0.0,0,0,0,28,37,0,0
2018-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.895468277945618,19,0,0,57,0,0,19
2018-02-04,27.600180952413243,0.0,0.0,0.0,37.97250755287009,15.01238670694864,0.0,15.01238670694864,18,0,18,18,36,0,0
2018-02-11,29.052822055171834,29.052822055171834,0.0,0.0,15.895468277945618,0.0,0.0,0.0,38,0,19,19,0,0,0
2018-02-18,0.0,0.0,0.0,29.052822055171834,0.0,0.0,0.0,0.0,0,0,19,30,0,0,39
2018-02-25,0.0,0.0,0.0,56.65300300758508,15.895468277945618,0.0,0.0,0.0,28,0,19,19,0,0,56
2018-03-04,0.0,27.600180952413243,0.0,0.0,15.01238670694864,15.01238670694864,0.0,0.0,46,0,18,18,0,0,36
2018-03-11,55.20036190482649,0.0,0.0,0.0,30.907854984894257,15.895468277945618,0.0,0.0,18,0,0,74,0,0,18
2018-03-18,0.0,0.0,0.0,27.600180952413243,22.96012084592145,15.01238670694864,0.0,0.0,18,0,0,0,0,0,0
2018-03-25,0.0,27.600180952413243,27.600180952413243,0.0,30.02477341389728,15.01238670694864,0.0,0.0,18,0,18,36,18,0,27
2018-04-01,27.600180952413243,27.600180952413243,0.0,27.600180952413243,15.01238670694864,0.0,15.01238670694864,15.01238670694864,19,0,18,56,0,0,37
2018-04-08,29.052822055171834,0.0,0.0,0.0,15.895468277945618,15.895468277945618,0.0,0.0,57,19,19,29,0,0,19
2018-04-15,0.0,30.505463157930425,0.0,0.0,0.0,0.0,33.55709969788519,33.55709969788519,80,0,0,40,0,0,40
2018-04-22,0.0,27.600180952413243,0.0,27.600180952413243,38.85558912386707,0.0,0.0,0.0,25,0,0,37,18,0,18
2018-04-29,0.0,26.147539849654652,0.0,0.0,30.02477341389728,0.0,0.0,0.0,44,18,36,54,0,0,27
2018-05-06,0.0,42.12659197999916,29.052822055171834,29.052822055171834,15.895468277945618,15.895468277945618,0.0,0.0,57,0,0,29,19,0,38
2018-05-13,0.0,27.600180952413243,0.0,0.0,38.85558912386707,15.895468277945618,0.0,0.0,37,0,19,0,0,0,37
2018-05-20,0.0,29.052822055171834,29.052822055171834,29.052822055171834,80.36042296072507,15.895468277945618,0.0,0.0,57,20,20,20,0,0,39
2018-05-27,0.0,27.600180952413243,0.0,0.0,15.895468277945618,15.895468277945618,15.895468277945618,0.0,19,19,0,39,0,0,28
2018-06-03,0.0,0.0,0.0,29.052822055171834,71.52960725075529,0.0,0.0,15.895468277945618,38,0,0,48,38,0,57
2018-06-10,0.0,72.63205513792958,27.600180952413243,0.0,15.01238670694864,15.01238670694864,0.0,0.0,18,37,18,37,0,0,18
2018-06-17,59.558285213102266,39.22130977448197,29.052822055171834,30.505463157930425,16.778549848942596,16.778549848942596,16.778549848942596,0.0,47,0,20,40,0,0,20
2018-06-24,30.505463157930425,59.558285213102266,30.505463157930425,0.0,33.55709969788519,0.0,0.0,0.0,0,20,0,40,20,0,60
2018-07-01,0.0,29.052822055171834,29.052822055171834,0.0,32.674018126888214,0.0,15.895468277945618,0.0,38,0,19,39,0,0,38
2018-07-08,0.0,59.558285213102266,0.0,0.0,16.778549848942596,0.0,0.0,0.0,40,20,0,0,0,0,100
2018-07-15,30.505463157930425,61.01092631586085,40.67395087724057,0.0,34.44018126888217,0.0,0.0,0.0,21,0,0,0,0,0,31
2018-07-22,30.505463157930425,59.558285213102266,0.0,30.505463157930425,16.778549848942596,0.0,16.778549848942596,16.778549848942596,21,0,21,27,21,0,41
2018-07-29,0.0,45.031874185516344,0.0,29.052822055171834,33.55709969788519,16.778549848942596,0.0,0.0,20,0,0,20,0,0,30
2018-08-05,29.052822055171834,47.937156391033525,29.052822055171834,0.0,48.56948640483383,15.895468277945618,15.895468277945618,0.0,0,0,19,39,19,0,39
