date,Gartenhilfe,Sprache lernen,Solardach,Kochkurs,Dachfenster,Personal Trainer,Masseur,Garagenbau,Maler,Auto putzen,Poolbau,Elektriker,Klimaanlage,Tanzkurs,Baumeister
2018-01-07,0.0,9.170204944367525,0.0,7.132381623396964,31.58725761772853,10.529085872576177,0.0,0.0,7,0,0,4,1,1,2
2018-01-14,0.0,6.622925793154324,0.0,6.622925793154324,28.077562326869803,0.0,10.529085872576177,0.0,11,0,1,2,3,1,1
2018-01-21,0.0,7.132381623396964,0.0,7.132381623396964,49.13573407202216,0.0,0.0,0.0,9,0,1,2,3,1,2
2018-01-28,0.0,0.0,0.0,0.0,10.529085872576177,10.529085872576177,0.0,0.0,7,0,0,2,3,0,1
2018-02-04,0.0,0.0,0.0,7.132381623396964,39.77654662973222,0.0,0.0,0.0,13,0,0,4,3,0,1
2018-02-11,0.0,0.0,0.0,13.755307416551288,25.737765466297322,10.529085872576177,10.529085872576177,0.0,9,0,0,4,1,0,1
2018-02-18,0.0,6.622925793154324,0.0,7.132381623396964,10.529085872576177,0.0,0.0,0.0,13,0,0,4,1,1,2
2018-02-25,0.0,6.622925793154324,0.0,6.622925793154324,24.56786703601108,10.529085872576177,10.529085872576177,0.0,10,0,1,2,1,1,4
2018-03-04,0.0,6.622925793154324,0.0,10.189116604852805,24.56786703601108,10.529085872576177,0.0,0.0,12,0,0,3,2,1,1
2018-03-11,0.0,0.0,0.0,9.170204944367525,42.11634349030471,10.529085872576177,10.529085872576177,0.0,10,0,1,3,3,0,3
2018-03-18,0.0,0.0,0.0,28.020070663345216,24.56786703601108,0.0,21.058171745152354,0.0,15,0,1,4,3,0,1
2018-03-25,0.0,7.132381623396964,0.0,7.132381623396964,47.965835641735914,0.0,0.0,0.0,8,0,0,3,2,3,3
2018-04-01,0.0,0.0,0.0,11.208028265338086,37.43674976915974,11.698984302862419,0.0,0.0,10,0,1,2,3,1,5
2018-04-08,0.0,0.0,0.0,7.132381623396964,37.43674976915974,11.698984302862419,11.698984302862419,11.698984302862419,12,0,1,3,3,0,2
2018-04-15,0.0,0.0,0.0,7.641837453639604,26.907663896583564,11.698984302862419,0.0,0.0,13,0,0,2,6,0,5
2018-04-22,0.0,0.0,0.0,14.77421907703657,43.286241920590946,0.0,0.0,0.0,10,0,3,5,3,0,4
2018-04-29,0.0,0.0,0.0,11.208028265338086,29.247460757156045,0.0,0.0,0.0,9,0,3,2,8,0,3
2018-05-06,0.0,0.0,0.0,0.0,70.19390581717451,0.0,11.698984302862419,0.0,13,0,2,3,5,0,2
2018-05-13,0.0,7.641837453639604,0.0,14.77421907703657,33.92705447830102,0.0,0.0,0.0,8,0,0,2,7,0,3
2018-05-20,0.0,0.0,0.0,7.641837453639604,42.11634349030471,0.0,17.548476454293628,0.0,13,0,0,2,10,2,4
2018-05-27,0.0,0.0,0.0,0.0,60.834718374884574,0.0,10.529085872576177,0.0,7,0,0,3,36,1,3
2018-06-03,0.0,0.0,0.0,0.0,40.94644506001846,0.0,0.0,0.0,7,0,1,3,18,0,1
2018-06-10,0.0,0.0,0.0,7.132381623396964,42.11634349030471,21.058171745152354,0.0,10.529085872576177,9,0,0,2,7,1,0
2018-06-17,0.0,7.132381623396964,0.0,7.132381623396964,24.56786703601108,0.0,0.0,0.0,7,0,1,2,8,1,2
2018-06-24,0.0,0.0,0.0,0.0,25.737765466297322,0.0,0.0,0.0,13,0,1,2,4,0,0
