date,travaux rénovation,Gazon synthétique,piscine semi enterrée,apprendre anglais,Coach sportif,Installation climatisation,Artisan peintre,jardiner,paysagiste,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-09-02,0.0,0.0,23.828139754485363,35.742209631728045,40.07459867799811,0.0,0.0,35.742209631728045,31,0,0,18,18,0,40
2018-09-09,0.0,0.0,0.0,47.65627950897073,0.0,0.0,0.0,0.0,33,0,13,26,13,0,20
2018-09-16,0.0,0.0,23.828139754485363,46.57318224740321,35.742209631728045,0.0,0.0,23.828139754485363,26,0,13,32,13,0,13
2018-09-23,23.828139754485363,0.0,0.0,47.65627950897073,23.828139754485363,0.0,0.0,0.0,20,0,13,13,13,0,13
2018-09-30,23.828139754485363,0.0,0.0,46.57318224740321,0.0,0.0,0.0,0.0,45,0,20,39,13,0,0
2018-10-07,0.0,0.0,0.0,23.828139754485363,24.91123701605288,0.0,0.0,0.0,26,0,0,53,20,0,0
2018-10-14,23.828139754485363,0.0,23.828139754485363,23.828139754485363,23.828139754485363,0.0,0.0,23.828139754485363,60,0,0,31,13,0,27
2018-10-21,23.828139754485363,0.0,0.0,47.65627950897073,35.742209631728045,0.0,0.0,0.0,26,13,0,35,0,0,13
2018-10-28,0.0,46.57318224740321,0.0,22.745042492917847,0.0,22.745042492917847,0.0,22.745042492917847,19,0,13,32,38,0,26
2018-11-04,0.0,0.0,0.0,67.15203021718602,33.57601510859301,0.0,0.0,0.0,17,0,0,25,12,0,12
2018-11-11,22.745042492917847,0.0,0.0,22.745042492917847,22.745042492917847,0.0,0.0,22.745042492917847,25,13,0,13,13,0,13
2018-11-18,22.745042492917847,0.0,0.0,22.745042492917847,45.49008498583569,0.0,0.0,0.0,19,0,13,37,25,0,13
2018-11-25,0.0,0.0,22.745042492917847,21.66194523135033,22.745042492917847,0.0,0.0,21.66194523135033,12,13,12,29,25,0,0
2018-12-02,0.0,0.0,0.0,22.745042492917847,22.745042492917847,0.0,0.0,22.745042492917847,21,0,12,37,12,0,12
2018-12-09,0.0,0.0,0.0,22.745042492917847,34.65911237016053,0.0,0.0,0.0,13,0,0,25,19,0,0
2018-12-16,0.0,0.0,0.0,0.0,46.57318224740321,0.0,0.0,22.745042492917847,13,0,26,45,0,0,0
2018-12-23,0.0,0.0,0.0,24.91123701605288,33.57601510859301,0.0,0.0,24.91123701605288,14,0,14,14,0,0,0
2018-12-30,0.0,0.0,0.0,72.5675165250236,23.828139754485363,23.828139754485363,0.0,0.0,26,0,0,22,13,0,13
2019-01-06,0.0,0.0,0.0,45.49008498583569,33.57601510859301,0.0,0.0,0.0,19,0,25,42,13,0,13
2019-01-13,0.0,0.0,0.0,22.745042492917847,57.404154863078375,0.0,0.0,0.0,21,0,12,21,13,0,19
2019-01-20,0.0,0.0,0.0,21.66194523135033,35.742209631728045,0.0,0.0,0.0,23,0,0,39,12,0,0
2019-01-27,0.0,0.0,0.0,21.66194523135033,20.578847969782814,0.0,0.0,0.0,35,0,0,19,0,0,12
2019-02-03,0.0,22.745042492917847,0.0,22.745042492917847,22.745042492917847,0.0,0.0,33.57601510859301,37,0,25,16,0,0,13
2019-02-10,23.828139754485363,0.0,0.0,23.828139754485363,23.828139754485363,0.0,0.0,23.828139754485363,39,13,26,66,26,0,13
2019-02-17,0.0,35.742209631728045,0.0,0.0,35.742209631728045,0.0,0.0,47.65627950897073,35,0,0,40,0,0,13
2019-02-24,0.0,22.745042492917847,22.745042492917847,22.745042492917847,0.0,0.0,0.0,30.326723323890462,42,0,13,25,13,0,29
2019-03-03,0.0,21.66194523135033,21.66194523135033,21.66194523135033,63.902738432483474,0.0,0.0,57.404154863078375,16,12,12,28,12,0,24
2019-03-10,0.0,22.745042492917847,0.0,22.745042492917847,33.57601510859301,0.0,0.0,44.40698772426818,29,0,0,29,12,0,0
2019-03-17,23.828139754485363,22.745042492917847,0.0,22.745042492917847,34.65911237016053,0.0,0.0,61.73654390934844,26,0,13,30,0,0,33
2019-03-24,0.0,23.828139754485363,23.828139754485363,0.0,23.828139754485363,0.0,0.0,46.57318224740321,35,0,0,26,13,0,39
2019-03-31,0.0,31.40982058545798,22.745042492917847,22.745042492917847,46.57318224740321,0.0,0.0,46.57318224740321,43,0,38,47,13,0,34
2019-04-07,0.0,47.65627950897073,0.0,23.828139754485363,0.0,0.0,0.0,35.742209631728045,46,0,13,35,13,0,46
2019-04-14,0.0,32.492917847025495,0.0,24.91123701605288,24.91123701605288,24.91123701605288,0.0,48.73937677053824,27,0,14,23,0,0,14
2019-04-21,0.0,45.49008498583569,22.745042492917847,22.745042492917847,37.90840415486308,0.0,0.0,45.49008498583569,50,13,25,42,0,0,72
2019-04-28,0.0,21.66194523135033,0.0,21.66194523135033,21.66194523135033,0.0,0.0,29.243626062322946,20,12,12,32,0,0,32
2019-05-05,0.0,21.66194523135033,0.0,32.492917847025495,54.154863078375826,21.66194523135033,0.0,43.32389046270066,24,12,0,48,0,0,18
2019-05-12,0.0,23.828139754485363,46.57318224740321,22.745042492917847,70.40132200188857,0.0,0.0,93.14636449480642,19,13,26,17,13,0,58
2019-05-19,0.0,22.745042492917847,0.0,44.40698772426818,56.32105760151086,0.0,0.0,51.98866855524079,37,0,12,16,0,0,12
2019-05-26,0.0,22.745042492917847,44.40698772426818,22.745042492917847,22.745042492917847,0.0,0.0,44.40698772426818,25,12,12,16,0,0,37
2019-06-02,0.0,20.578847969782814,20.578847969782814,20.578847969782814,42.240793201133144,20.578847969782814,0.0,41.15769593956563,27,12,0,17,0,0,39
2019-06-09,0.0,21.66194523135033,22.745042492917847,21.66194523135033,44.40698772426818,0.0,0.0,21.66194523135033,20,0,12,28,12,0,40
2019-06-16,0.0,22.745042492917847,0.0,34.65911237016053,46.57318224740321,0.0,0.0,34.65911237016053,34,25,0,25,0,0,34
2019-06-23,0.0,22.745042492917847,30.326723323890462,0.0,0.0,37.90840415486308,0.0,22.745042492917847,31,13,0,29,0,0,79
2019-06-30,0.0,45.49008498583569,34.65911237016053,22.745042492917847,30.326723323890462,0.0,0.0,30.326723323890462,34,0,13,71,13,0,72
2019-07-07,0.0,0.0,0.0,22.745042492917847,46.57318224740321,0.0,0.0,30.326723323890462,51,13,0,68,0,0,34
2019-07-14,0.0,36.82530689329556,23.828139754485363,23.828139754485363,48.73937677053824,0.0,0.0,40.07459867799811,45,13,0,47,0,0,27
2019-07-21,0.0,24.91123701605288,49.82247403210576,23.828139754485363,24.91123701605288,0.0,0.0,48.73937677053824,27,14,0,23,27,0,36
2019-07-28,24.91123701605288,24.91123701605288,24.91123701605288,24.91123701605288,24.91123701605288,0.0,0.0,49.82247403210576,28,14,0,32,14,0,47
2019-08-04,0.0,0.0,25.994334277620396,24.91123701605288,25.994334277620396,0.0,0.0,25.994334277620396,35,0,0,42,14,0,28
2019-08-11,0.0,24.91123701605288,24.91123701605288,24.91123701605288,24.91123701605288,0.0,0.0,24.91123701605288,20,0,0,23,27,0,34
2019-08-18,0.0,0.0,50.905571293673276,24.91123701605288,24.91123701605288,0.0,0.0,24.91123701605288,35,0,14,28,0,0,28
2019-08-25,0.0,0.0,22.745042492917847,46.57318224740321,22.745042492917847,0.0,0.0,0.0,42,13,13,29,19,0,26
2019-09-01,22.745042492917847,0.0,0.0,44.40698772426818,22.745042492917847,0.0,0.0,44.40698772426818,20,0,12,25,25,0,19
2019-09-08,0.0,22.745042492917847,22.745042492917847,33.57601510859301,22.745042492917847,0.0,0.0,0.0,37,12,25,25,18,0,19
2019-09-15,22.745042492917847,0.0,0.0,0.0,29.243626062322946,0.0,0.0,21.66194523135033,49,12,0,41,12,0,12
2019-09-22,20.578847969782814,0.0,20.578847969782814,20.578847969782814,20.578847969782814,0.0,0.0,0.0,23,12,0,34,0,0,23
2019-09-29,0.0,20.578847969782814,42.240793201133144,41.15769593956563,62.81964117091596,0.0,0.0,20.578847969782814,15,0,12,15,12,0,12
2019-10-06,0.0,0.0,0.0,20.578847969782814,20.578847969782814,0.0,0.0,20.578847969782814,35,0,0,29,12,0,0
2019-10-13,0.0,0.0,20.578847969782814,28.16052880075543,20.578847969782814,0.0,0.0,20.578847969782814,11,0,12,23,11,0,23
2019-10-20,0.0,42.240793201133144,0.0,28.16052880075543,21.66194523135033,21.66194523135033,0.0,21.66194523135033,27,0,0,12,0,0,12
2019-10-27,0.0,0.0,0.0,50.905571293673276,40.07459867799811,20.578847969782814,0.0,0.0,19,11,17,11,11,0,22
2019-11-03,20.578847969782814,20.578847969782814,0.0,20.578847969782814,20.578847969782814,0.0,0.0,0.0,34,0,0,30,23,0,11
2019-11-10,0.0,0.0,0.0,19.495750708215297,40.07459867799811,0.0,0.0,20.578847969782814,11,0,11,26,11,0,0
2019-11-17,0.0,20.578847969782814,20.578847969782814,20.578847969782814,20.578847969782814,0.0,0.0,0.0,22,0,15,30,11,0,11
2019-11-24,0.0,0.0,0.0,19.495750708215297,38.991501416430594,0.0,0.0,19.495750708215297,18,11,18,25,11,0,0
2019-12-01,0.0,19.495750708215297,0.0,0.0,33.57601510859301,0.0,0.0,19.495750708215297,15,0,11,22,11,0,11
2019-12-08,0.0,0.0,0.0,0.0,19.495750708215297,0.0,0.0,0.0,27,0,22,33,0,0,0
2019-12-15,0.0,0.0,0.0,0.0,40.07459867799811,0.0,0.0,0.0,17,0,17,17,0,0,0
2019-12-22,21.66194523135033,0.0,21.66194523135033,0.0,43.32389046270066,0.0,0.0,20.578847969782814,12,0,23,31,0,0,12
2019-12-29,0.0,0.0,0.0,20.578847969782814,20.578847969782814,0.0,0.0,0.0,0,0,11,23,0,0,0
2020-01-05,0.0,0.0,19.495750708215297,19.495750708215297,38.991501416430594,0.0,0.0,19.495750708215297,21,0,11,25,0,0,11
2020-01-12,0.0,0.0,0.0,18.41265344664778,37.90840415486308,18.41265344664778,0.0,18.41265344664778,28,0,0,28,0,0,10
2020-01-19,19.495750708215297,29.243626062322946,0.0,29.243626062322946,49.82247403210576,0.0,0.0,19.495750708215297,33,0,0,33,0,0,11
2020-01-26,19.495750708215297,0.0,0.0,28.16052880075543,25.994334277620396,0.0,0.0,19.495750708215297,17,0,21,35,0,0,21
2020-02-02,0.0,0.0,0.0,47.65627950897073,38.991501416430594,0.0,0.0,19.495750708215297,32,11,11,21,11,0,32
2020-02-09,19.495750708215297,18.41265344664778,0.0,0.0,25.994334277620396,18.41265344664778,0.0,19.495750708215297,39,0,11,42,11,0,14
2020-02-16,19.495750708215297,38.991501416430594,0.0,19.495750708215297,32.492917847025495,0.0,0.0,19.495750708215297,22,0,11,11,11,0,16
2020-02-23,0.0,18.41265344664778,0.0,37.90840415486308,24.91123701605288,0.0,0.0,28.16052880075543,28,0,0,31,10,0,16
2020-03-01,0.0,18.41265344664778,18.41265344664778,36.82530689329556,18.41265344664778,0.0,0.0,27.077431539187913,20,0,0,30,10,0,15
2020-03-08,0.0,0.0,17.329556185080264,0.0,18.41265344664778,0.0,0.0,17.329556185080264,23,0,0,29,0,0,10
2020-03-15,0.0,16.246458923512748,0.0,32.492917847025495,49.82247403210576,0.0,0.0,32.492917847025495,18,0,0,9,14,0,9
2020-03-22,16.246458923512748,0.0,16.246458923512748,36.82530689329556,31.40982058545798,15.163361661945231,0.0,55.23796033994334,12,9,0,35,13,0,9
2020-03-29,0.0,23.828139754485363,15.163361661945231,31.40982058545798,31.40982058545798,0.0,0.0,72.5675165250236,34,0,0,32,9,0,17
2020-04-05,16.246458923512748,32.492917847025495,27.077431539187913,16.246458923512748,16.246458923512748,0.0,0.0,69.31822474032106,21,15,0,18,9,0,41
2020-04-12,0.0,27.077431539187913,27.077431539187913,21.66194523135033,24.91123701605288,0.0,0.0,107.22662889518413,24,14,0,30,14,0,37
2020-04-19,16.246458923512748,38.991501416430594,42.240793201133144,24.91123701605288,24.91123701605288,0.0,0.0,60.653446647780925,28,9,0,21,0,0,68
2020-04-26,0.0,15.163361661945231,15.163361661945231,24.91123701605288,30.326723323890462,0.0,0.0,69.31822474032106,29,0,0,47,8,0,47
2020-05-03,30.326723323890462,24.91123701605288,15.163361661945231,15.163361661945231,30.326723323890462,0.0,0.0,35.742209631728045,28,8,0,17,8,0,51
2020-05-10,16.246458923512748,16.246458923512748,24.91123701605288,16.246458923512748,32.492917847025495,16.246458923512748,0.0,59.57034938621341,27,0,0,27,9,0,27
2020-05-17,17.329556185080264,43.32389046270066,60.653446647780925,0.0,34.65911237016053,17.329556185080264,0.0,45.49008498583569,25,10,10,29,9,0,74
2020-05-24,0.0,50.905571293673276,24.91123701605288,17.329556185080264,17.329556185080264,0.0,0.0,67.15203021718602,46,19,0,46,9,0,100
2020-05-31,16.246458923512748,27.077431539187913,32.492917847025495,43.32389046270066,27.077431539187913,0.0,0.0,43.32389046270066,38,0,9,27,0,0,96
2020-06-07,0.0,27.077431539187913,44.40698772426818,32.492917847025495,21.66194523135033,16.246458923512748,0.0,37.90840415486308,18,9,18,30,0,0,55
2020-06-14,0.0,29.243626062322946,0.0,29.243626062322946,38.991501416430594,0.0,0.0,25.994334277620396,25,11,11,40,0,0,33
