date,Psicólogo,wedding planner,clases primaria,Entrenador Personal,Fontanero,Entrega a domicilio,Aire acondicionado,pinturas,portes
2018-01-07,0.0,5.1099056603773585,0.0,0.0,3,0,11,10,5
2018-01-14,5.554245283018868,5.554245283018868,5.554245283018868,0.0,3,0,12,8,2
2018-01-21,0.0,0.0,0.0,5.332075471698113,2,0,7,11,5
2018-01-28,0.0,5.554245283018868,0.0,5.554245283018868,5,0,10,14,0
2018-02-04,0.0,0.0,0.0,10.886320754716982,4,0,7,17,2
2018-02-11,0.0,0.0,0.0,11.108490566037736,4,0,9,9,5
2018-02-18,0.0,5.554245283018868,0.0,0.0,2,0,7,13,3
2018-02-25,5.1099056603773585,0.0,5.1099056603773585,5.1099056603773585,6,0,7,8,2
2018-03-04,0.0,0.0,0.0,9.997641509433963,2,2,9,11,0
2018-03-11,0.0,0.0,5.1099056603773585,9.997641509433963,3,0,5,14,3
2018-03-18,0.0,0.0,0.0,0.0,2,0,14,12,2
2018-03-25,0.0,0.0,0.0,0.0,3,0,10,16,0
2018-04-01,0.0,5.332075471698113,0.0,0.0,6,0,11,12,0
2018-04-08,0.0,0.0,0.0,0.0,3,0,10,14,0
2018-04-15,5.332075471698113,0.0,5.332075471698113,0.0,5,0,8,9,2
2018-04-22,0.0,0.0,0.0,10.441981132075473,2,0,6,10,2
2018-04-29,0.0,0.0,5.332075471698113,5.332075471698113,5,0,7,13,2
2018-05-06,0.0,0.0,0.0,0.0,4,0,10,14,5
2018-05-13,0.0,0.0,0.0,5.554245283018868,3,0,13,13,0
2018-05-20,0.0,0.0,5.332075471698113,0.0,5,0,18,8,2
2018-05-27,0.0,0.0,0.0,0.0,5,0,12,11,3
2018-06-03,0.0,0.0,5.332075471698113,5.332075471698113,0,0,11,10,2
2018-06-10,0.0,0.0,5.1099056603773585,5.1099056603773585,4,0,24,8,0
2018-06-17,0.0,0.0,0.0,0.0,3,0,90,9,3
2018-06-24,0.0,0.0,0.0,0.0,5,0,52,14,5
