date,travaux rénovation,Gazon synthétique,piscine semi enterrée,apprendre anglais,paysagiste,Installation climatisation,Artisan peintre,jardiner,Coach sportif,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-07-08,0.0,21.328454871230903,0.0,21.328454871230903,0.0,0.0,0.0,19.89432265317594,28,14,14,24,14,0,57
2018-07-15,0.0,0.0,23.359736287538606,23.359736287538606,27.976391231028668,0.0,0.0,27.976391231028668,20,0,0,20,23,0,23
2018-07-22,0.0,23.359736287538606,23.359736287538606,46.71947257507721,14.299044406970207,0.0,0.0,28.598088813940414,20,15,15,15,15,0,55
2018-07-29,0.0,34.53178407723098,23.359736287538606,23.359736287538606,0.0,13.677346824058459,0.0,13.677346824058459,15,0,15,44,15,0,89
2018-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.299044406970207,23,0,15,21,15,0,0
2018-08-12,0.0,0.0,24.37537699569246,24.37537699569246,14.299044406970207,0.0,0.0,14.299044406970207,16,15,15,54,31,0,15
2018-08-19,23.359736287538606,23.359736287538606,0.0,23.359736287538606,35.436762225969645,0.0,14.299044406970207,0.0,15,0,15,50,22,0,40
2018-08-26,0.0,0.0,0.0,0.0,13.677346824058459,0.0,13.05564924114671,0.0,28,0,0,24,28,0,35
2018-09-02,21.328454871230903,0.0,0.0,0.0,13.05564924114671,0.0,13.05564924114671,32.94997189432265,14,0,14,28,21,0,14
2018-09-09,0.0,43.67255045061565,0.0,21.328454871230903,52.84429454749859,13.05564924114671,13.05564924114671,0.0,14,0,0,21,14,0,19
2018-09-16,0.0,21.328454871230903,0.0,41.64126903430795,44.76222596964587,0.0,0.0,12.433951658234964,14,14,14,27,0,0,14
2018-09-23,0.0,0.0,0.0,21.328454871230903,19.272625070264194,0.0,12.433951658234964,0.0,14,0,14,28,21,0,14
2018-09-30,0.0,20.312814163077046,0.0,41.64126903430795,25.489600899381674,0.0,0.0,0.0,14,0,0,23,13,0,14
2018-10-07,0.0,0.0,0.0,42.656909742461806,32.3282743114109,0.0,0.0,13.05564924114671,21,0,14,37,14,0,14
2018-10-14,0.0,0.0,21.328454871230903,21.328454871230903,26.11129848229342,0.0,0.0,0.0,14,14,14,28,0,0,28
2018-10-21,0.0,0.0,0.0,21.328454871230903,26.11129848229342,0.0,0.0,0.0,28,0,0,19,0,0,28
2018-10-28,0.0,0.0,0.0,0.0,32.3282743114109,0.0,13.05564924114671,0.0,14,0,14,28,0,0,14
2018-11-04,0.0,0.0,0.0,0.0,61.548060708263066,0.0,12.433951658234964,0.0,13,0,0,22,0,0,0
2018-11-11,0.0,0.0,0.0,20.312814163077046,24.867903316469928,0.0,0.0,12.433951658234964,13,0,40,40,0,0,0
2018-11-18,0.0,0.0,0.0,20.312814163077046,36.058459808881395,0.0,0.0,0.0,13,13,13,19,13,0,13
2018-11-25,0.0,0.0,20.312814163077046,20.312814163077046,24.246205733558178,11.812254075323215,11.812254075323215,0.0,0,0,26,30,13,0,13
2018-12-02,0.0,0.0,0.0,0.0,12.433951658234964,0.0,12.433951658234964,0.0,13,0,52,13,13,0,0
2018-12-09,0.0,0.0,0.0,31.48486195276943,18.650927487352444,0.0,0.0,0.0,13,0,13,18,13,0,13
2018-12-16,0.0,0.0,21.328454871230903,0.0,13.05564924114671,0.0,0.0,0.0,23,0,20,20,27,0,14
2018-12-23,0.0,0.0,0.0,23.359736287538606,0.0,0.0,0.0,13.677346824058459,15,0,0,37,22,0,0
2018-12-30,0.0,0.0,0.0,43.67255045061565,13.05564924114671,0.0,0.0,0.0,14,14,14,28,14,0,28
2019-01-06,0.0,0.0,20.312814163077046,0.0,24.867903316469928,0.0,0.0,0.0,26,0,0,13,13,0,13
2019-01-13,0.0,0.0,20.312814163077046,30.469221244615575,18.650927487352444,0.0,12.433951658234964,12.433951658234964,13,0,0,26,0,0,0
2019-01-20,0.0,0.0,0.0,0.0,17.407532321528947,0.0,11.812254075323215,11.812254075323215,51,0,13,29,13,0,13
2019-01-27,0.0,0.0,0.0,19.297173454923197,58.43957279370433,0.0,0.0,0.0,12,0,12,38,0,0,25
2019-02-03,20.312814163077046,0.0,0.0,20.312814163077046,24.246205733558178,0.0,0.0,0.0,20,0,0,13,13,0,26
2019-02-10,0.0,0.0,0.0,0.0,26.11129848229342,13.05564924114671,0.0,19.272625070264194,0,0,14,14,0,0,21
2019-02-17,0.0,21.328454871230903,0.0,0.0,39.16694772344013,13.05564924114671,0.0,39.16694772344013,14,0,14,35,14,0,49
2019-02-24,20.312814163077046,0.0,0.0,40.62562832615409,42.897133220910625,0.0,24.867903316469928,36.68015739179314,13,0,13,40,0,0,48
2019-03-03,19.297173454923197,0.0,0.0,19.297173454923197,23.62450815064643,0.0,0.0,23.62450815064643,13,0,0,30,13,0,38
2019-03-10,0.0,0.0,0.0,20.312814163077046,12.433951658234964,0.0,0.0,18.650927487352444,18,0,13,31,18,0,13
2019-03-17,0.0,0.0,0.0,31.48486195276943,18.650927487352444,0.0,0.0,37.92355255761664,14,0,0,18,20,0,36
2019-03-24,0.0,0.0,21.328454871230903,21.328454871230903,38.54525014052839,0.0,0.0,12.433951658234964,14,0,14,32,20,0,68
2019-03-31,0.0,0.0,0.0,0.0,31.706576728499154,0.0,0.0,37.92355255761664,14,13,14,20,14,0,45
2019-04-07,0.0,22.344095579384756,0.0,22.344095579384756,33.5716694772344,0.0,13.05564924114671,13.05564924114671,19,0,0,14,0,0,42
2019-04-14,22.344095579384756,0.0,22.344095579384756,33.51614336907713,40.41034288926363,0.0,0.0,13.677346824058459,0,14,15,15,15,0,29
2019-04-21,0.0,40.62562832615409,0.0,20.312814163077046,12.433951658234964,0.0,0.0,12.433951658234964,13,0,13,18,0,0,39
2019-04-28,0.0,19.297173454923197,0.0,19.297173454923197,11.812254075323215,0.0,0.0,17.407532321528947,19,0,13,38,13,0,42
2019-05-05,0.0,0.0,19.297173454923197,19.297173454923197,35.436762225969645,0.0,0.0,11.812254075323215,25,13,25,30,13,0,42
2019-05-12,0.0,0.0,0.0,40.62562832615409,31.084879145587408,12.433951658234964,12.433951658234964,31.084879145587408,20,18,0,27,0,0,40
2019-05-19,0.0,0.0,20.312814163077046,20.312814163077046,24.246205733558178,0.0,0.0,49.114109050028105,26,13,13,17,13,0,30
2019-05-26,20.312814163077046,39.60998761800025,40.62562832615409,20.312814163077046,36.68015739179314,0.0,0.0,24.246205733558178,13,13,13,22,13,0,43
2019-06-02,18.281532746769344,18.281532746769344,0.0,19.297173454923197,17.407532321528947,0.0,0.0,28.598088813940414,16,12,0,29,12,0,53
2019-06-09,0.0,19.297173454923197,0.0,19.297173454923197,35.436762225969645,0.0,0.0,11.812254075323215,0,13,13,21,12,0,25
2019-06-16,0.0,20.312814163077046,0.0,20.312814163077046,12.433951658234964,0.0,12.433951658234964,12.433951658234964,40,0,0,35,13,0,46
2019-06-23,0.0,20.312814163077046,40.62562832615409,20.312814163077046,49.735806632939855,0.0,0.0,18.650927487352444,13,0,0,33,0,0,53
2019-06-30,0.0,0.0,40.62562832615409,20.312814163077046,24.867903316469928,0.0,0.0,31.084879145587408,27,0,13,27,0,0,71
2019-07-07,0.0,21.328454871230903,21.328454871230903,0.0,32.3282743114109,0.0,0.0,19.272625070264194,14,14,21,50,0,0,41
2019-07-14,0.0,22.344095579384756,0.0,0.0,26.73299606520517,0.0,0.0,19.89432265317594,14,14,0,29,0,0,57
2019-07-21,0.0,44.68819115876951,55.86023894846189,22.344095579384756,27.354693648116918,26.73299606520517,0.0,0.0,43,0,15,36,0,0,44
2019-07-28,0.0,22.344095579384756,0.0,22.344095579384756,27.354693648116918,0.0,13.677346824058459,0.0,15,29,0,29,15,0,49
2019-08-04,0.0,0.0,0.0,0.0,27.354693648116918,0.0,0.0,13.677346824058459,15,0,0,52,15,0,54
2019-08-11,22.344095579384756,22.344095579384756,0.0,0.0,26.73299606520517,0.0,0.0,13.677346824058459,24,0,0,14,24,0,14
2019-08-18,0.0,22.344095579384756,22.344095579384756,22.344095579384756,41.032040472175375,0.0,0.0,27.354693648116918,15,0,0,29,15,0,15
2019-08-25,0.0,0.0,20.312814163077046,20.312814163077046,24.867903316469928,0.0,0.0,37.30185497470489,13,13,0,40,27,0,36
2019-09-01,19.297173454923197,38.594346909846394,0.0,38.594346909846394,23.62450815064643,0.0,11.812254075323215,11.812254075323215,25,0,13,21,25,0,63
2019-09-08,0.0,19.297173454923197,0.0,19.297173454923197,29.84148397976391,0.0,0.0,11.812254075323215,19,0,13,26,13,0,17
2019-09-15,0.0,19.297173454923197,20.312814163077046,39.60998761800025,24.246205733558178,0.0,0.0,11.812254075323215,26,0,13,26,13,0,13
2019-09-22,0.0,0.0,0.0,36.56306549353869,11.190556492411467,0.0,11.190556492411467,11.190556492411467,12,0,12,43,12,0,0
2019-09-29,0.0,0.0,0.0,37.57870620169254,16.7858347386172,0.0,0.0,11.190556492411467,12,12,12,20,12,0,30
2019-10-06,18.281532746769344,19.297173454923197,0.0,0.0,17.407532321528947,0.0,0.0,0.0,18,0,12,12,0,0,0
2019-10-13,0.0,0.0,18.281532746769344,18.281532746769344,22.381112984822934,0.0,0.0,0.0,12,0,0,12,0,0,12
2019-10-20,19.297173454923197,0.0,0.0,0.0,23.00281056773468,0.0,0.0,0.0,25,0,0,24,12,0,12
2019-10-27,0.0,0.0,0.0,36.56306549353869,33.5716694772344,0.0,0.0,11.190556492411467,24,0,0,24,0,0,12
2019-11-03,0.0,0.0,0.0,27.422299120154015,16.7858347386172,0.0,0.0,11.190556492411467,20,0,12,20,0,0,12
2019-11-10,0.0,0.0,0.0,18.281532746769344,59.68296795952782,0.0,0.0,0.0,12,0,12,31,12,0,12
2019-11-17,0.0,0.0,0.0,18.281532746769344,11.190556492411467,0.0,0.0,11.190556492411467,12,0,12,51,12,0,12
2019-11-24,0.0,0.0,0.0,17.26589203861549,36.68015739179314,0.0,10.568858909499719,0.0,11,0,11,41,0,0,0
2019-12-01,0.0,35.547424785384834,0.0,0.0,11.190556492411467,0.0,21.759415401911184,0.0,12,0,29,23,17,0,12
2019-12-08,0.0,0.0,0.0,35.547424785384834,21.137717818999437,0.0,0.0,0.0,27,0,11,17,0,0,11
2019-12-15,0.0,0.0,18.281532746769344,18.281532746769344,21.759415401911184,0.0,0.0,11.190556492411467,0,0,27,31,0,0,0
2019-12-22,0.0,0.0,0.0,0.0,11.812254075323215,0.0,0.0,0.0,25,0,25,34,0,0,13
2019-12-29,0.0,0.0,0.0,38.594346909846394,0.0,0.0,0.0,11.812254075323215,12,0,0,12,0,0,12
2020-01-05,17.26589203861549,0.0,0.0,0.0,26.11129848229342,0.0,0.0,0.0,11,0,17,45,0,0,11
2020-01-12,0.0,0.0,0.0,34.53178407723098,31.084879145587408,0.0,0.0,0.0,18,0,11,39,17,0,15
2020-01-19,17.26589203861549,0.0,0.0,17.26589203861549,10.568858909499719,0.0,0.0,0.0,17,0,11,34,11,0,0
2020-01-26,17.26589203861549,0.0,17.26589203861549,25.39101770384631,10.568858909499719,0.0,10.568858909499719,10.568858909499719,19,0,11,33,0,0,11
2020-02-02,0.0,26.406658412000166,0.0,17.26589203861549,47.24901630129286,0.0,0.0,15.542439572793704,22,0,0,15,17,0,15
2020-02-09,17.26589203861549,0.0,0.0,42.656909742461806,31.084879145587408,0.0,10.568858909499719,10.568858909499719,11,0,0,30,11,0,22
2020-02-16,0.0,0.0,0.0,18.281532746769344,21.759415401911184,0.0,0.0,0.0,17,0,12,23,11,0,12
2020-02-23,0.0,17.26589203861549,17.26589203861549,17.26589203861549,21.137717818999437,0.0,0.0,10.568858909499719,11,0,11,11,11,0,11
2020-03-01,0.0,33.51614336907713,0.0,0.0,35.436762225969645,0.0,0.0,9.94716132658797,25,0,27,18,11,0,33
2020-03-08,0.0,16.25025133046164,0.0,33.51614336907713,40.41034288926363,0.0,9.94716132658797,19.89432265317594,11,0,21,22,11,0,16
2020-03-15,14.218969914153934,43.67255045061565,14.218969914153934,14.218969914153934,26.73299606520517,0.0,0.0,49.114109050028105,10,0,0,24,14,0,10
2020-03-22,0.0,0.0,0.0,14.218969914153934,13.05564924114671,0.0,0.0,17.407532321528947,9,0,14,34,19,0,22
2020-03-29,0.0,14.218969914153934,28.43793982830787,14.218969914153934,17.407532321528947,0.0,0.0,21.759415401911184,18,0,0,22,22,0,22
2020-04-05,14.218969914153934,0.0,21.328454871230903,29.45358053646172,30.463181562675658,8.703766160764474,8.703766160764474,39.16694772344013,9,9,0,31,9,0,41
2020-04-12,0.0,29.45358053646172,29.45358053646172,0.0,13.677346824058459,9.325463743676222,0.0,36.058459808881395,14,10,0,29,14,0,61
2020-04-19,0.0,29.45358053646172,22.344095579384756,0.0,22.381112984822934,0.0,0.0,44.76222596964587,24,0,10,16,10,0,22
2020-04-26,0.0,20.312814163077046,13.203329206000083,27.422299120154015,41.032040472175375,0.0,8.082068577852725,45.38392355255761,9,9,0,21,9,0,38
2020-05-03,13.203329206000083,20.312814163077046,0.0,41.64126903430795,21.137717818999437,0.0,0.0,49.735806632939855,9,9,18,27,9,0,48
2020-05-10,0.0,29.45358053646172,0.0,15.234610622307788,31.706576728499154,0.0,8.703766160764474,40.41034288926363,10,0,0,29,0,0,48
2020-05-17,0.0,62.96972390553886,62.96972390553886,16.25025133046164,38.54525014052839,9.325463743676222,9.325463743676222,33.5716694772344,21,10,0,31,10,0,68
2020-05-24,0.0,30.469221244615575,30.469221244615575,15.234610622307788,27.976391231028668,0.0,0.0,27.976391231028668,10,10,10,37,0,0,100
2020-05-31,15.234610622307788,29.45358053646172,67.03228673815426,0.0,27.354693648116918,0.0,9.325463743676222,27.354693648116918,14,10,0,48,0,0,58
2020-06-07,0.0,15.234610622307788,0.0,22.344095579384756,41.032040472175375,9.325463743676222,0.0,18.029229904440697,10,10,0,43,10,0,65
2020-06-14,0.0,18.281532746769344,18.281532746769344,35.547424785384834,32.3282743114109,0.0,0.0,26.73299606520517,31,0,0,31,12,0,23
