date,travaux rénovation,Gazon synthétique,piscine semi enterrée,apprendre anglais,Coach sportif,Installation climatisation,Artisan peintre,jardiner,paysagiste,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-01-07,0.0,0.19123012588107968,0.0,0.35860971463788116,0.44102962757604575,0.0,0.0,0.08292039972432803,0.125,0.0,0.09,0.465,0.06,0.0,0.045
2018-01-14,0.10830972615675163,0.0,0.0,0.42148161633831377,0.24488450217329194,0.0,0.08292039972432803,0.19123012588107968,0.185,0.06,0.19,0.225,0.03,0.03,0.055
2018-01-21,0.10830972615675163,0.19123012588107968,0.0,0.19123012588107968,0.5434607095884509,0.10830972615675163,0.08292039972432803,0.08292039972432803,0.22,0.03,0.11,0.345,0.03,0.0,0.06
2018-01-28,0.0,0.19123012588107968,0.0,0.3499673339151339,0.4112257884081116,0.0,0.0,0.22049614931319547,0.255,0.0,0.05,0.295,0.0,0.0,0.03
2018-02-04,0.0,0.08292039972432803,0.0,0.24488450217329194,0.3034165490375235,0.0,0.0,0.3716292791464842,0.265,0.0,0.125,0.285,0.0,0.0,0.09
2018-02-11,0.0,0.10830972615675163,0.10830972615675163,0.22049614931319547,0.429123023488734,0.0,0.08292039972432803,0.08292039972432803,0.145,0.0,0.125,0.21,0.09,0.0,0.12
2018-02-18,0.0,0.08779807029634736,0.0,0.4810892946741819,0.3678645689957562,0.0,0.0,0.33859854556364044,0.19,0.06,0.06,0.345,0.03,0.0,0.28
2018-02-25,0.08292039972432803,0.08292039972432803,0.0,0.30933252213152473,0.45505016565697587,0.0,0.12681943487250172,0.16584079944865607,0.215,0.095,0.095,0.245,0.06,0.0,0.115
2018-03-04,0.08292039972432803,0.0,0.08292039972432803,0.3342213617777847,0.4556626392921035,0.0,0.0,0.35860971463788116,0.23,0.0,0.11,0.225,0.03,0.0,0.165
2018-03-11,0.1966456121889173,0.16096312887663677,0.0,0.3640252009457188,0.2210339650490138,0.11372521246458928,0.08292039972432803,0.2210339650490138,0.21,0.0,0.17,0.26,0.06,0.03,0.25
2018-03-18,0.08292039972432803,0.19123012588107968,0.1966456121889173,0.1966456121889173,0.35760874106555407,0.07804272915230875,0.16096312887663677,0.24488450217329194,0.31,0.03,0.03,0.295,0.09,0.0,0.12
2018-03-25,0.23566697676507173,0.20486216402481053,0.23566697676507173,0.30395436477334187,0.6972455891511763,0.08292039972432803,0.0,0.27468834134122605,0.33,0.0,0.03,0.24,0.135,0.0,0.12
2018-04-01,0.12194176430048245,0.35860971463788116,0.0,0.2795660119132453,0.48105196572452724,0.0,0.16584079944865607,0.5927379020948075,0.26,0.03,0.05,0.2,0.09,0.0,0.255
2018-04-08,0.0,0.42689710264615144,0.10830972615675163,0.23566697676507173,0.2502999884811296,0.0,0.0,0.48654210993167424,0.355,0.06,0.105,0.29,0.03,0.0,0.195
2018-04-15,0.0,0.3532688862293531,0.08779807029634736,0.25083780421694785,0.3846115147054326,0.0,0.0,0.5309416318660114,0.25,0.185,0.135,0.255,0.03,0.0,0.365
2018-04-22,0.0,0.11218642315644382,0.20206109849675485,0.2259116356210331,0.6056454797544463,0.08292039972432803,0.0,0.6208536361559772,0.31,0.0,0.035,0.275,0.095,0.0,0.295
2018-04-29,0.08779807029634736,0.20152328276093662,0.0,0.08779807029634736,0.1755961405926947,0.0,0.0,0.5082413841126793,0.175,0.035,0.1,0.23,0.075,0.0,0.46
2018-05-06,0.0,0.40846205182971074,0.20693876906877418,0.2947368393651215,0.3206639815333634,0.0,0.08779807029634736,0.5049025028488053,0.31,0.035,0.05,0.275,0.065,0.0,0.465
2018-05-13,0.08292039972432803,0.1966456121889173,0.0,0.35760874106555407,0.2795660119132453,0.0,0.0,0.5835203766865871,0.23,0.03,0.09,0.365,0.06,0.0,0.26
2018-05-20,0.0,0.2551776590531489,0.1966456121889173,0.08292039972432803,0.3981688949498538,0.08292039972432803,0.12681943487250172,0.1966456121889173,0.245,0.065,0.065,0.305,0.065,0.0,0.35
2018-05-27,0.1966456121889173,0.0,0.1966456121889173,0.10730875258442453,0.35760874106555407,0.11372521246458928,0.08292039972432803,0.4430689036703546,0.22,0.03,0.1,0.23,0.09,0.03,0.4
2018-06-03,0.1966456121889173,0.1966456121889173,0.16584079944865607,0.08292039972432803,0.2795660119132453,0.11372521246458928,0.0,0.530866973966702,0.255,0.03,0.055,0.36,0.145,0.03,0.33
2018-06-10,0.10830972615675163,0.21561847874117618,0.0,0.24000683160127267,0.2405073183874362,0.0,0.07804272915230875,0.131697105444521,0.355,0.03,0.12,0.285,0.0,0.0,0.215
2018-06-17,0.16584079944865607,0.44052914078988226,0.16584079944865607,0.2795660119132453,0.3396368480856223,0.11372521246458928,0.0,0.40150777621372774,0.335,0.09,0.115,0.275,0.115,0.0,0.225
2018-06-24,0.0,0.16584079944865607,0.08292039972432803,0.31037082465350646,0.26382003977589613,0.0,0.0,0.36994117403972,0.235,0.065,0.03,0.27,0.06,0.0,0.335
2018-07-01,0.08292039972432803,0.2259116356210331,0.24054464733709097,0.08292039972432803,0.39920719747183575,0.08292039972432803,0.08292039972432803,0.2508004752672931,0.195,0.1,0.1,0.115,0.045,0.0,0.385
2018-07-08,0.11914069877242682,0.2605931453609865,0.25083780421694785,0.36456301668153707,0.4398046803057902,0.0,0.08779807029634736,0.33375820394127587,0.22,0.065,0.0,0.23,0.065,0.03,0.375
2018-07-15,0.0,0.43987933820509967,0.21723192594863103,0.2545278564683664,0.30990766681699766,0.0,0.0,0.34720359733673306,0.09,0.105,0.07,0.19,0.0,0.0,0.335
2018-07-22,0.0,0.2226474122564686,0.28605712969271946,0.2226474122564686,0.40258340768536427,0.24649794938074684,0.09267574086836664,0.12455618508026439,0.21,0.18,0.105,0.245,0.1,0.0,0.355
2018-07-29,0.2226474122564686,0.09267574086836664,0.4717597824169974,0.3239655338475826,0.34946684712897036,0.18535148173673327,0.09267574086836664,0.3456274790789329,0.215,0.0,0.14,0.225,0.07,0.0,0.345
2018-08-05,0.09755341144038594,0.12997167138810198,0.34343888718600496,0.14145244658855963,0.4193303533950406,0.19510682288077189,0.0,0.09755341144038594,0.17,0.075,0.105,0.2,0.035,0.0,0.295
2018-08-12,0.23294056913632552,0.09755341144038594,0.27077431539187913,0.3683277268322651,0.4750613347312166,0.0,0.0,0.19510682288077189,0.215,0.15,0.115,0.175,0.11,0.0,0.16
2018-08-19,0.09267574086836664,0.09267574086836664,0.2226474122564686,0.4485963768271564,0.444757008777119,0.0,0.09267574086836664,0.444757008777119,0.3,0.0,0.05,0.31,0.07,0.0,0.16
2018-08-26,0.08779807029634736,0.08779807029634736,0.08779807029634736,0.131697105444521,0.522762408979773,0.0,0.0,0.23620479250088994,0.28,0.0,0.035,0.245,0.155,0.0,0.09
2018-09-02,0.0,0.08779807029634736,0.20693876906877418,0.4079615650435472,0.42962351027489754,0.0,0.08779807029634736,0.17871104815864022,0.265,0.035,0.065,0.235,0.195,0.0,0.245
2018-09-09,0.12681943487250172,0.08292039972432803,0.0,0.5797183375862044,0.28290489317711925,0.0,0.08292039972432803,0.08292039972432803,0.24,0.0,0.115,0.26,0.095,0.03,0.16
2018-09-16,0.08292039972432803,0.0,0.20206109849675485,0.48162711041000017,0.38845088275547,0.0,0.16584079944865607,0.25571547478896717,0.26,0.0,0.12,0.245,0.065,0.0,0.11
2018-09-23,0.20206109849675485,0.0,0.0,0.4041221969935097,0.2849814982210829,0.0,0.0,0.08292039972432803,0.21,0.0,0.13,0.175,0.095,0.03,0.15
2018-09-30,0.11914069877242682,0.08292039972432803,0.08292039972432803,0.4279727341177879,0.19510682288077189,0.0,0.0,0.0,0.28,0.035,0.135,0.325,0.095,0.0,0.0
2018-10-07,0.0,0.08292039972432803,0.0,0.37277956851743027,0.2952746551009398,0.0,0.0,0.08292039972432803,0.315,0.0,0.035,0.46,0.1,0.0,0.06
2018-10-14,0.11914069877242682,0.0,0.11914069877242682,0.2605931453609865,0.2898591687931022,0.0,0.08779807029634736,0.20693876906877418,0.39,0.035,0.055,0.265,0.095,0.0,0.195
2018-10-21,0.20693876906877418,0.0,0.0,0.35046782070129745,0.2665091184549876,0.0,0.0,0.08779807029634736,0.265,0.065,0.045,0.33,0.03,0.03,0.095
2018-10-28,0.0,0.23286591123701605,0.0,0.24054464733709097,0.1707184700206754,0.11372521246458928,0.0,0.2551776590531489,0.14,0.0,0.115,0.28,0.22,0.0,0.245
2018-11-04,0.08292039972432803,0.0,0.0,0.4723349271024705,0.3678645689957562,0.07804272915230875,0.0,0.08292039972432803,0.165,0.0,0.03,0.22,0.09,0.0,0.09
2018-11-11,0.11372521246458928,0.0,0.08292039972432803,0.3868747644976699,0.2502999884811296,0.0,0.0,0.23566697676507173,0.155,0.065,0.055,0.215,0.065,0.0,0.065
2018-11-18,0.27468834134122605,0.0,0.0,0.2454223179091103,0.334759177513603,0.0,0.07804272915230875,0.07804272915230875,0.19,0.0,0.11,0.27,0.18,0.0,0.09
2018-11-25,0.0,0.07804272915230875,0.11372521246458928,0.35219325475771646,0.23566697676507173,0.0,0.08292039972432803,0.19123012588107968,0.12,0.065,0.14,0.29,0.15,0.0,0.025
