date,travaux rénovation,Gazon synthétique,piscine semi enterrée,apprendre anglais,Coach sportif,Installation climatisation,Artisan peintre,jardiner,paysagiste,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-01-07,0.0,0.0,0.0,17.9673721340388,16.76954732510288,0.0,33.53909465020576,16.76954732510288,35,0,18,32,9,0,17
2018-01-14,17.9673721340388,0.0,0.0,37.13256907701352,25.15432098765432,0.0,0.0,33.53909465020576,17,0,13,20,9,0,9
2018-01-21,0.0,0.0,17.9673721340388,27.54997060552616,33.53909465020576,0.0,0.0,16.76954732510288,26,0,17,20,17,0,12
2018-01-28,0.0,0.0,0.0,31.143445032333922,33.53909465020576,0.0,16.76954732510288,16.76954732510288,18,0,9,31,18,0,18
2018-02-04,17.9673721340388,17.9673721340388,0.0,0.0,32.34126984126984,0.0,0.0,39.52821869488536,28,0,8,17,25,0,8
2018-02-11,17.9673721340388,17.9673721340388,0.0,17.9673721340388,40.72604350382128,0.0,0.0,33.53909465020576,32,0,9,26,9,0,13
2018-02-18,0.0,17.9673721340388,0.0,17.9673721340388,16.76954732510288,16.76954732510288,16.76954732510288,25.15432098765432,41,0,21,26,0,0,9
2018-02-25,19.16519694297472,19.16519694297472,17.9673721340388,19.16519694297472,33.53909465020576,0.0,33.53909465020576,16.76954732510288,27,0,0,24,9,0,18
2018-03-04,0.0,38.33039388594944,19.16519694297472,32.34126984126984,26.35214579659024,0.0,0.0,0.0,18,0,9,30,9,0,14
2018-03-11,0.0,19.16519694297472,19.16519694297472,19.16519694297472,16.76954732510288,0.0,0.0,43.12169312169312,48,0,13,24,9,0,24
2018-03-18,0.0,0.0,19.16519694297472,28.747795414462082,43.12169312169312,16.76954732510288,0.0,68.27601410934744,54,0,9,27,9,0,9
2018-03-25,19.16519694297472,31.143445032333922,19.16519694297472,19.16519694297472,16.76954732510288,0.0,0.0,16.76954732510288,33,9,9,30,14,0,24
2018-04-01,0.0,28.747795414462082,0.0,46.71516754850088,34.73691945914168,0.0,0.0,69.47383891828336,42,0,0,39,14,0,27
2018-04-08,17.9673721340388,17.9673721340388,37.13256907701352,27.54997060552616,41.9238683127572,0.0,0.0,67.07818930041152,41,9,9,18,9,0,24
2018-04-15,0.0,58.693415637860085,20.36302175191064,40.72604350382128,17.9673721340388,17.9673721340388,0.0,53.9021164021164,41,19,9,19,0,0,57
2018-04-22,19.16519694297472,19.16519694297472,19.16519694297472,0.0,0.0,0.0,0.0,34.73691945914168,24,18,0,12,0,0,69
2018-04-29,19.16519694297472,0.0,19.16519694297472,19.16519694297472,35.9347442680776,0.0,0.0,63.484714873603764,22,9,9,24,9,0,42
2018-05-06,0.0,40.72604350382128,20.36302175191064,20.36302175191064,19.16519694297472,0.0,0.0,83.8477366255144,29,0,14,26,10,0,67
2018-05-13,0.0,19.16519694297472,19.16519694297472,19.16519694297472,16.76954732510288,0.0,0.0,26.35214579659024,30,14,9,30,0,0,36
2018-05-20,19.16519694297472,28.747795414462082,19.16519694297472,19.16519694297472,17.9673721340388,0.0,0.0,52.70429159318048,37,9,0,21,14,0,49
2018-05-27,0.0,19.16519694297472,46.71516754850088,37.13256907701352,16.76954732510288,0.0,16.76954732510288,59.891240446796004,30,13,9,36,18,0,50
2018-06-03,0.0,19.16519694297472,0.0,19.16519694297472,25.15432098765432,0.0,0.0,68.27601410934744,27,13,9,36,18,0,18
2018-06-10,0.0,0.0,17.9673721340388,23.9564961787184,15.571722516166961,16.76954732510288,0.0,23.9564961787184,34,0,0,14,0,0,25
2018-06-17,19.16519694297472,0.0,19.16519694297472,0.0,43.12169312169312,0.0,0.0,17.9673721340388,42,9,18,24,14,0,32
2018-06-24,0.0,25.15432098765432,38.33039388594944,37.13256907701352,43.12169312169312,0.0,0.0,16.76954732510288,33,9,9,30,9,0,27
2018-07-01,0.0,17.9673721340388,17.9673721340388,17.9673721340388,0.0,16.76954732510288,16.76954732510288,0.0,29,9,9,12,9,0,41
2018-07-08,0.0,0.0,25.15432098765432,19.16519694297472,26.35214579659024,0.0,0.0,34.73691945914168,27,18,9,36,9,0,30
2018-07-15,20.36302175191064,41.9238683127572,20.36302175191064,21.56084656084656,28.747795414462082,0.0,0.0,47.9129923574368,33,10,10,20,10,0,43
