date,Artisan peintre,Coach sportif,Cours de cuisine,Cours de yoga,Gazon synthétique,Installation climatisation,apprendre anglais,jardiner,moustiquaire porte,panneau solaire,paysagiste,piscine semi enterrée,reparation store,store banne,travaux rénovation
2018-01-07,0.12470669533169534,0.095,0.205,0.155,0.0,0.0,0.417552796593517,0.05906127037661607,0.0,0.215,0.36340078695896566,0.0,0.0,0.065,0.10156407081538524
2018-01-14,0.0,0.18970669533169535,0.0,0.155,0.22627076614708058,0.0,0.10156407081538524,0.12470669533169534,0.065,0.275,0.38231590781337826,0.0,0.0,0.065,0.0
2018-01-21,0.0,0.23470669533169533,0.065,0.0,0.0,0.0,0.18339219901719908,0.18687645362287017,0.0,0.14,0.24514614952220348,0.0,0.0,0.0,0.12470669533169534
2018-01-28,0.05906127037661607,0.3744133906633907,0.17,0.095,0.0,0.0,0.10156407081538524,0.1837679657083114,0.0,0.305,0.13406127037661608,0.0,0.0,0.125,0.12470669533169534
2018-02-04,0.05906127037661607,0.12470669533169534,0.075,0.065,0.12470669533169534,0.0,0.36846046528862,0.12470669533169534,0.0,0.5,0.24906127037661605,0.0,0.0,0.18,0.09648586727461599
2018-02-11,0.12470669533169534,0.21970669533169535,0.065,0.095,0.10156407081538524,0.0,0.5490273995687772,0.1837679657083114,0.0,0.26,0.2884007869589657,0.0,0.0,0.065,0.22627076614708058
2018-02-18,0.0,0.2337208230958231,0.0,0.065,0.12470669533169534,0.0,0.2922919577932722,0.12470669533169534,0.0,0.225,0.24825463743676224,0.12470669533169534,0.0,0.16,0.0
2018-02-25,0.12470669533169534,0.2547066953316953,0.13,0.285,0.10156407081538524,0.0,0.22627076614708058,0.18687645362287017,0.0,0.28,0.2793395165823497,0.22627076614708058,0.0,0.245,0.0
2018-03-04,0.06527824620573355,0.19470669533169535,0.15,0.095,0.10664227435615453,0.0,0.23134896968784985,0.1616413715570545,0.0,0.265,0.31244800449690835,0.0,0.0,0.165,0.10664227435615453
2018-03-11,0.0,0.18970669533169535,0.205,0.155,0.12470669533169534,0.0,0.0,0.4432583534976031,0.0,0.31,0.3593395165823497,0.0,0.0,0.32,0.0
2018-03-18,0.0,0.3844133906633907,0.13,0.0,0.12470669533169534,0.0,0.22627076614708058,0.35559727671869323,0.0,0.405,0.26716975829117484,0.10156407081538524,0.0,0.22,0.10156407081538524
