date,travaux rénovation,Gazon synthétique,piscine semi enterrée,apprendre anglais,Coach sportif,Installation climatisation,Artisan peintre,jardiner,paysagiste,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-01-07,22.774495025625566,5.255652698221284,8.75942116370214,70.07536930961712,117.37624359360868,5.255652698221284,0.0,5.255652698221284,40,2,23,30,16,2,9
2018-01-14,21.022610792885136,10.511305396442568,5.255652698221284,70.07536930961712,103.36116973168525,0.0,8.75942116370214,14.015073861923424,65,0,19,33,19,3,5
2018-01-21,15.766958094663853,10.511305396442568,8.75942116370214,70.07536930961712,82.33855893880012,0.0,8.75942116370214,12.263189629182996,46,0,20,28,15,3,10
2018-01-28,12.263189629182996,10.511305396442568,0.0,64.81971661139583,101.60928549894483,0.0,5.255652698221284,12.263189629182996,48,0,30,41,18,3,9
2018-02-04,17.51884232740428,14.015073861923424,5.255652698221284,63.06783237865541,80.5866747060597,12.263189629182996,5.255652698221284,12.263189629182996,36,0,22,34,13,5,7
2018-02-11,19.27072656014471,19.27072656014471,12.263189629182996,57.81217968043413,75.3310220078384,5.255652698221284,8.75942116370214,12.263189629182996,41,2,17,28,14,4,7
2018-02-18,12.263189629182996,24.526379258365992,0.0,54.30841121495327,124.3837805245704,7.007536930961712,7.007536930961712,7.007536930961712,55,0,22,30,23,5,11
2018-02-25,21.022610792885136,17.51884232740428,10.511305396442568,54.30841121495327,82.33855893880012,12.263189629182996,8.75942116370214,8.75942116370214,45,2,19,32,15,5,13
2018-03-04,15.766958094663853,12.263189629182996,12.263189629182996,61.31594814591498,119.1281278263491,12.263189629182996,17.51884232740428,33.285800422068135,61,2,15,40,20,5,17
2018-03-11,24.526379258365992,17.51884232740428,7.007536930961712,57.81217968043413,96.35363280072355,0.0,0.0,31.533916189327705,53,5,22,41,8,4,19
2018-03-18,12.263189629182996,22.774495025625566,8.75942116370214,64.81971661139583,64.81971661139583,7.007536930961712,8.75942116370214,31.533916189327705,54,0,18,39,6,5,20
2018-03-25,19.27072656014471,33.285800422068135,7.007536930961712,64.81971661139583,85.84232740428098,0.0,0.0,28.03014772384685,40,2,25,40,23,4,19
2018-04-01,15.766958094663853,52.556526982212844,7.007536930961712,54.30841121495327,105.11305396442569,12.263189629182996,0.0,38.54145312028942,50,2,16,31,17,5,21
2018-04-08,28.03014772384685,45.54899005125113,8.75942116370214,57.81217968043413,77.08290624057884,0.0,5.255652698221284,33.285800422068135,53,2,21,40,14,6,39
2018-04-15,19.27072656014471,68.3234850768767,24.526379258365992,49.052758516731984,94.60174856798311,7.007536930961712,12.263189629182996,36.78956888754899,47,5,24,44,12,4,52
2018-04-22,10.511305396442568,66.57160084413627,19.27072656014471,45.54899005125113,141.90262285197468,12.263189629182996,0.0,49.052758516731984,58,3,23,36,20,13,40
2018-04-29,8.75942116370214,64.81971661139583,26.278263491106422,59.56406391317455,78.83479047331926,12.263189629182996,7.007536930961712,47.300874283991554,44,12,12,40,17,2,37
2018-05-06,14.015073861923424,54.30841121495327,17.51884232740428,40.29333735302985,77.08290624057884,10.511305396442568,0.0,29.782031956587275,43,10,18,49,16,3,78
