date,travaux rénovation,Gazon synthétique,piscine semi enterrée,apprendre anglais,Coach sportif,Installation climatisation,Artisan peintre,jardiner,paysagiste,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-01-07,13.969397828232971,0.0,0.0,30.2670286278381,25.61056268509378,0.0,13.969397828232971,13.969397828232971,55,4,9,11,4,0,13
2018-01-14,20.954096742349456,0.0,0.0,53.54935834155972,25.61056268509378,13.969397828232971,0.0,25.61056268509378,44,0,9,20,4,0,9
2018-01-21,0.0,13.969397828232971,13.969397828232971,23.282329713721616,32.59526159921026,0.0,0.0,0.0,37,0,13,15,4,0,7
2018-01-28,13.969397828232971,0.0,13.969397828232971,23.282329713721616,32.59526159921026,0.0,25.61056268509378,18.625863770977293,39,0,7,9,9,0,4
2018-02-04,0.0,13.969397828232971,0.0,30.2670286278381,13.969397828232971,0.0,13.969397828232971,25.61056268509378,33,0,9,4,9,0,7
2018-02-11,23.282329713721616,13.969397828232971,13.969397828232971,25.61056268509378,32.59526159921026,0.0,25.61056268509378,18.625863770977293,48,0,4,22,0,0,9
2018-02-18,13.969397828232971,30.2670286278381,30.2670286278381,25.61056268509378,18.625863770977293,0.0,0.0,13.969397828232971,33,0,13,15,0,0,11
2018-02-25,13.969397828232971,13.969397828232971,0.0,30.2670286278381,18.625863770977293,0.0,0.0,25.61056268509378,37,0,4,9,7,0,7
2018-03-04,0.0,13.969397828232971,13.969397828232971,44.23642645607107,53.54935834155972,0.0,13.969397828232971,39.579960513326746,32,0,4,7,0,0,9
2018-03-11,13.969397828232971,13.969397828232971,0.0,13.969397828232971,25.61056268509378,0.0,0.0,53.54935834155972,38,0,0,33,0,0,24
2018-03-18,0.0,13.969397828232971,0.0,30.2670286278381,27.938795656465942,0.0,0.0,32.59526159921026,67,4,9,25,4,0,13
2018-03-25,13.969397828232971,13.969397828232971,0.0,23.282329713721616,0.0,0.0,0.0,25.61056268509378,29,0,9,11,0,0,11
2018-04-01,13.969397828232971,13.969397828232971,0.0,13.969397828232971,32.59526159921026,0.0,0.0,32.59526159921026,40,0,13,18,7,0,18
2018-04-08,0.0,30.2670286278381,0.0,37.25172754195459,27.938795656465942,0.0,0.0,27.938795656465942,36,7,5,20,9,0,16
2018-04-15,0.0,23.282329713721616,16.29763079960513,23.282329713721616,13.969397828232971,13.969397828232971,0.0,62.86229022704836,51,7,14,21,0,0,28
2018-04-22,13.969397828232971,30.2670286278381,0.0,13.969397828232971,51.22112537018756,13.969397828232971,0.0,72.17522211253701,37,0,18,17,9,0,20
2018-04-29,32.59526159921026,16.29763079960513,16.29763079960513,16.29763079960513,27.938795656465942,0.0,13.969397828232971,69.84698914116485,28,5,5,16,5,0,21
2018-05-06,0.0,30.2670286278381,23.282329713721616,30.2670286278381,13.969397828232971,0.0,13.969397828232971,41.90819348469891,30,5,12,12,5,0,35
2018-05-13,0.0,23.282329713721616,0.0,16.29763079960513,27.938795656465942,0.0,13.969397828232971,48.8928923988154,53,0,9,18,0,0,14
2018-05-20,0.0,0.0,16.29763079960513,23.282329713721616,20.954096742349456,0.0,0.0,48.8928923988154,30,0,7,35,5,0,14
2018-05-27,13.969397828232971,13.969397828232971,13.969397828232971,13.969397828232971,13.969397828232971,0.0,0.0,39.579960513326746,45,0,4,18,9,0,16
2018-06-03,13.969397828232971,13.969397828232971,0.0,23.282329713721616,25.61056268509378,0.0,13.969397828232971,25.61056268509378,42,0,9,18,4,0,15
2018-06-10,13.969397828232971,13.969397828232971,0.0,13.969397828232971,18.625863770977293,11.641164856860808,11.641164856860808,25.61056268509378,32,4,4,9,6,0,9
2018-06-17,13.969397828232971,16.29763079960513,16.29763079960513,44.23642645607107,13.969397828232971,0.0,0.0,20.954096742349456,41,5,9,16,4,0,14
2018-06-24,16.29763079960513,16.29763079960513,16.29763079960513,23.282329713721616,13.969397828232971,13.969397828232971,13.969397828232971,27.938795656465942,35,0,0,25,0,0,21
2018-07-01,0.0,13.969397828232971,34.92349457058243,30.2670286278381,13.969397828232971,0.0,13.969397828232971,46.56465942744323,26,0,0,20,9,0,20
2018-07-08,0.0,0.0,0.0,16.29763079960513,20.954096742349456,0.0,0.0,41.90819348469891,30,0,5,25,5,0,35
2018-07-15,0.0,0.0,16.29763079960513,16.29763079960513,27.938795656465942,0.0,0.0,20.954096742349456,30,0,5,19,5,0,28
2018-07-22,0.0,0.0,16.29763079960513,0.0,34.92349457058243,0.0,13.969397828232971,27.938795656465942,23,0,0,21,9,0,46
2018-07-29,13.969397828232971,13.969397828232971,30.2670286278381,0.0,32.59526159921026,0.0,0.0,25.61056268509378,31,0,0,13,4,0,25
2018-08-05,30.2670286278381,0.0,13.969397828232971,13.969397828232971,25.61056268509378,0.0,0.0,32.59526159921026,24,0,0,13,4,0,20
2018-08-12,0.0,0.0,13.969397828232971,13.969397828232971,13.969397828232971,0.0,13.969397828232971,13.969397828232971,15,7,4,15,7,0,13
2018-08-19,0.0,20.954096742349456,13.969397828232971,13.969397828232971,20.954096742349456,0.0,0.0,39.579960513326746,20,0,4,16,7,0,18
2018-08-26,13.969397828232971,13.969397828232971,13.969397828232971,13.969397828232971,13.969397828232971,0.0,13.969397828232971,39.579960513326746,31,0,7,20,9,0,7
2018-09-02,16.29763079960513,0.0,0.0,23.282329713721616,53.54935834155972,0.0,13.969397828232971,13.969397828232971,54,0,9,29,7,0,18
2018-09-09,30.2670286278381,0.0,0.0,30.2670286278381,41.90819348469891,0.0,0.0,34.92349457058243,23,0,9,23,14,0,14
