date,Psicólogo,wedding planner,clases primaria,Entrenador Personal,Fontanero,Entrega a domicilio,Aire acondicionado,pinturas,portes
2018-01-07,0.0,1.6734932709186658,0.7530719719133997,4.685781158572264,1,1,6,6,6
2018-01-14,0.7530719719133997,1.422469280280866,0.7530719719133997,2.5939145699239323,1,0,6,6,7
2018-01-21,1.171445289643066,2.844938560561732,1.087770626097133,3.5980105324751315,1,0,6,7,7
2018-01-28,1.087770626097133,2.9286132241076652,0.0,3.5980105324751315,1,0,6,8,7
2018-02-04,1.422469280280866,1.087770626097133,0.7530719719133997,4.267407840842598,1,0,7,8,9
2018-02-11,1.5061439438267994,1.6734932709186658,1.087770626097133,4.602106495026331,2,0,8,8,11
2018-02-18,1.087770626097133,2.175541252194266,0.0,3.8490345231129317,1,0,6,7,10
2018-02-25,1.422469280280866,1.0040959625511996,0.6693973083674664,2.0918665886483323,1,1,6,7,10
2018-03-04,1.087770626097133,0.7530719719133997,0.0,2.175541252194266,1,0,7,6,11
2018-03-11,0.6693973083674664,1.422469280280866,0.0,3.095962551199532,1,0,6,7,8
2018-03-18,0.7530719719133997,1.8408425980105325,0.0,4.1000585137507315,1,0,6,7,7
2018-03-25,1.5898186073727325,2.008191925102399,0.0,3.5143358689291984,1,0,8,6,5
2018-04-01,1.087770626097133,1.0040959625511996,0.0,1.8408425980105325,1,1,6,6,8
2018-04-08,0.6693973083674664,2.259215915740199,0.0,2.259215915740199,1,0,7,6,9
2018-04-15,0.7530719719133997,1.422469280280866,0.0,2.9286132241076652,1,0,10,5,7
2018-04-22,1.422469280280866,2.5102399063779988,0.0,4.518431831480398,1,0,13,7,5
2018-04-29,1.422469280280866,0.0,0.7530719719133997,3.5980105324751315,1,0,9,6,4
2018-05-06,0.9204212990052663,1.5898186073727325,0.6693973083674664,2.6775892334698654,1,0,9,6,4
2018-05-13,0.9204212990052663,0.6693973083674664,0.7530719719133997,2.5102399063779988,1,0,9,7,4
2018-05-20,1.0040959625511996,1.422469280280866,0.7530719719133997,2.9286132241076652,2,0,14,7,4
2018-05-27,2.175541252194266,0.9204212990052663,0.6693973083674664,4.769455822118198,1,0,15,7,4
2018-06-03,1.8408425980105325,1.422469280280866,0.6693973083674664,2.5102399063779988,1,0,13,7,3
2018-06-10,0.6693973083674664,2.5102399063779988,0.6693973083674664,4.1000585137507315,1,0,19,6,4
2018-06-17,1.5061439438267994,0.7530719719133997,0.7530719719133997,1.7571679344645992,1,0,33,6,3
2018-06-24,1.0040959625511996,1.0040959625511996,1.0040959625511996,1.9245172615564659,1,0,38,5,3
2018-07-01,0.7530719719133997,1.087770626097133,0.0,3.5980105324751315,1,0,40,6,3
2018-07-08,0.7530719719133997,0.7530719719133997,0.0,3.8490345231129317,1,0,41,5,3
2018-07-15,1.6734932709186658,2.9286132241076652,0.0,3.681685196021065,1,0,30,7,3
2018-07-22,1.0040959625511996,1.0040959625511996,0.0,1.087770626097133,1,0,27,7,3
2018-07-29,1.5061439438267994,0.7530719719133997,0.0,3.4306612053832652,2,0,81,5,3
2018-08-05,0.7530719719133997,2.342890579286132,0.0,3.5980105324751315,1,0,78,4,3
2018-08-12,0.8367466354593329,1.171445289643066,0.8367466354593329,2.4265652428320656,2,0,19,7,3
2018-08-19,1.5898186073727325,1.5898186073727325,0.8367466354593329,2.4265652428320656,1,0,17,6,3
2018-08-26,1.087770626097133,2.008191925102399,0.0,3.2633118782913986,1,1,13,7,4
2018-09-02,1.9245172615564659,1.422469280280866,1.422469280280866,4.769455822118198,2,0,9,6,4
2018-09-09,1.5061439438267994,1.5061439438267994,1.5061439438267994,2.6775892334698654,1,0,8,5,5
2018-09-16,1.422469280280866,1.7571679344645992,0.6693973083674664,1.8408425980105325,1,0,8,5,5
2018-09-23,1.9245172615564659,1.171445289643066,0.6693973083674664,4.016383850204798,1,0,6,7,4
2018-09-30,1.9245172615564659,1.422469280280866,1.422469280280866,3.095962551199532,1,0,6,6,3
2018-10-07,0.7530719719133997,1.7571679344645992,0.0,2.4265652428320656,1,0,5,6,4
2018-10-14,1.171445289643066,2.4265652428320656,0.0,1.5898186073727325,1,0,5,7,4
2018-10-21,1.422469280280866,2.342890579286132,0.0,2.0918665886483323,1,0,6,7,3
2018-10-28,1.5061439438267994,1.087770626097133,0.0,2.4265652428320656,1,0,9,8,3
2018-11-04,1.6734932709186658,1.422469280280866,0.7530719719133997,2.175541252194266,2,0,8,7,3
2018-11-11,0.6693973083674664,1.171445289643066,0.0,2.342890579286132,1,0,7,6,3
2018-11-18,1.0040959625511996,1.422469280280866,0.6693973083674664,1.8408425980105325,2,0,7,7,5
2018-11-25,2.175541252194266,0.7530719719133997,0.7530719719133997,1.171445289643066,2,0,7,6,3
2018-12-02,0.7530719719133997,1.087770626097133,0.0,2.259215915740199,1,1,6,7,3
2018-12-09,1.2551199531889994,2.5939145699239323,0.7530719719133997,1.7571679344645992,1,0,6,5,4
2018-12-16,1.5061439438267994,0.7530719719133997,0.0,2.4265652428320656,1,0,5,6,4
2018-12-23,1.7571679344645992,1.3387946167349327,0.0,2.342890579286132,1,0,5,5,4
2018-12-30,2.0918665886483323,1.6734932709186658,0.0,1.9245172615564659,1,0,7,5,5
2019-01-06,1.0040959625511996,1.087770626097133,0.0,3.179637214745465,2,0,8,6,5
2019-01-13,1.087770626097133,1.422469280280866,0.6693973083674664,3.765359859566998,1,1,8,6,6
2019-01-20,1.3387946167349327,0.6693973083674664,0.0,2.259215915740199,1,0,8,6,7
2019-01-27,2.0918665886483323,1.8408425980105325,1.422469280280866,3.012287887653599,1,0,7,6,8
2019-02-03,2.342890579286132,0.6693973083674664,0.0,3.095962551199532,1,0,6,7,10
2019-02-10,1.9245172615564659,1.422469280280866,0.7530719719133997,4.267407840842598,1,0,7,6,9
2019-02-17,0.6693973083674664,1.422469280280866,0.0,2.0918665886483323,1,0,6,7,10
2019-02-24,2.844938560561732,1.171445289643066,0.6693973083674664,3.5143358689291984,1,0,7,8,9
2019-03-03,1.8408425980105325,0.9204212990052663,0.0,4.267407840842598,1,0,7,7,9
2019-03-10,2.0918665886483323,0.9204212990052663,0.0,2.0918665886483323,1,0,8,7,10
2019-03-17,1.9245172615564659,1.6734932709186658,0.6693973083674664,2.5939145699239323,1,0,7,8,11
2019-03-24,2.342890579286132,2.844938560561732,0.6693973083674664,3.3469865418373317,0,0,9,7,9
2019-03-31,0.6693973083674664,1.3387946167349327,0.6693973083674664,4.1000585137507315,1,0,6,6,8
2019-04-07,1.6734932709186658,2.4265652428320656,0.0,2.5939145699239323,1,0,9,8,7
2019-04-14,2.7612638970157986,3.2633118782913986,0.0,4.267407840842598,1,0,6,6,3
2019-04-21,1.171445289643066,1.422469280280866,0.0,3.5143358689291984,1,0,7,6,7
2019-04-28,1.5898186073727325,1.3387946167349327,0.0,1.3387946167349327,1,0,8,6,6
2019-05-05,1.3387946167349327,0.6693973083674664,0.6693973083674664,2.7612638970157986,1,0,9,4,5
2019-05-12,1.5898186073727325,1.3387946167349327,0.0,3.179637214745465,1,0,12,7,5
2019-05-19,1.7571679344645992,0.8367466354593329,1.3387946167349327,3.2633118782913986,1,0,11,7,4
2019-05-26,1.7571679344645992,1.9245172615564659,0.0,3.012287887653599,1,0,12,5,4
2019-06-02,0.9204212990052663,0.9204212990052663,0.0,2.6775892334698654,1,0,19,6,5
2019-06-09,1.087770626097133,1.7571679344645992,0.6693973083674664,4.016383850204798,1,1,14,6,3
2019-06-16,1.5898186073727325,1.422469280280866,0.6693973083674664,3.012287887653599,1,0,22,7,3
2019-06-23,1.6734932709186658,2.175541252194266,0.0,2.4265652428320656,1,0,85,6,3
2019-06-30,2.0918665886483323,1.087770626097133,0.0,3.5143358689291984,1,0,100,5,3
2019-07-07,2.9286132241076652,1.3387946167349327,0.6693973083674664,4.936805149210064,1,0,49,6,3
2019-07-14,1.5898186073727325,1.422469280280866,0.6693973083674664,2.7612638970157986,1,0,27,6,3
2019-07-21,3.5143358689291984,2.175541252194266,0.6693973083674664,4.016383850204798,1,0,40,5,4
2019-07-28,1.5061439438267994,1.5061439438267994,0.0,3.932709186658865,1,0,22,7,3
2019-08-04,0.7530719719133997,0.7530719719133997,0.0,3.012287887653599,1,0,36,7,3
2019-08-11,2.0918665886483323,0.7530719719133997,0.0,3.3469865418373317,1,0,20,5,3
2019-08-18,1.2551199531889994,1.2551199531889994,0.0,3.5143358689291984,2,0,14,7,4
2019-08-25,2.342890579286132,1.171445289643066,0.6693973083674664,3.765359859566998,2,0,15,6,3
2019-09-01,2.6775892334698654,2.6775892334698654,1.0040959625511996,3.5980105324751315,1,0,11,6,4
2019-09-08,1.087770626097133,0.6693973083674664,0.6693973083674664,4.685781158572264,1,0,7,6,4
2019-09-15,1.9245172615564659,1.5898186073727325,1.0040959625511996,6.024575775307198,1,0,6,6,5
2019-09-22,1.087770626097133,1.3387946167349327,0.6693973083674664,4.602106495026331,1,0,6,5,5
2019-09-29,1.2551199531889994,1.5061439438267994,0.6693973083674664,5.187829139847865,1,0,7,6,4
2019-10-06,3.179637214745465,1.6734932709186658,0.0,2.9286132241076652,1,0,7,7,3
2019-10-13,1.9245172615564659,0.9204212990052663,0.0,1.6734932709186658,1,0,6,5,3
2019-10-20,1.9245172615564659,1.2551199531889994,0.0,2.9286132241076652,1,0,7,7,3
2019-10-27,1.5061439438267994,1.3387946167349327,0.0,3.2633118782913986,1,0,6,8,3
2019-11-03,3.012287887653599,2.7612638970157986,0.6693973083674664,1.9245172615564659,2,0,8,7,4
2019-11-10,2.342890579286132,1.2551199531889994,0.0,2.342890579286132,1,0,10,6,4
2019-11-17,1.5061439438267994,1.9245172615564659,0.0,3.012287887653599,2,0,10,7,4
2019-11-24,1.422469280280866,1.0040959625511996,0.0,2.0918665886483323,2,0,6,6,3
2019-12-01,1.7571679344645992,1.3387946167349327,0.6693973083674664,2.6775892334698654,2,0,7,5,3
2019-12-08,2.342890579286132,1.0040959625511996,0.0,2.008191925102399,2,0,7,6,4
2019-12-15,2.5939145699239323,1.9245172615564659,0.0,3.012287887653599,2,0,6,7,4
2019-12-22,1.2551199531889994,0.7530719719133997,0.0,2.5102399063779988,2,0,4,4,5
2019-12-29,1.422469280280866,0.7530719719133997,0.7530719719133997,2.844938560561732,2,0,7,5,5
2020-01-05,2.008191925102399,0.6693973083674664,0.6693973083674664,2.6775892334698654,1,0,7,5,6
2020-01-12,1.0040959625511996,0.9204212990052663,0.585722644821533,3.8490345231129317,1,0,8,7,6
2020-01-19,1.7571679344645992,1.171445289643066,0.9204212990052663,3.5980105324751315,1,0,7,5,6
