date,Gartenhilfe,Sprache lernen,Solardach,Kochkurs,Dachfenster,Personal Trainer,Masseur,Garagenbau,Maler,Auto putzen,Poolbau,Elektriker,Klimaanlage,Tanzkurs,Baumeister
2018-01-07,0.0,19.054426257931322,0.0,18.419278716000278,36.723492723492726,25.546777546777548,0.0,0.0,12,0,0,4,0,0,0
2018-01-14,0.0,0.0,0.0,0.0,23.95010395010395,0.0,0.0,0.0,10,0,0,0,4,3,3
2018-01-21,0.0,18.419278716000278,0.0,17.784131174069234,0.0,0.0,0.0,0.0,10,0,0,10,3,3,7
2018-01-28,0.0,0.0,0.0,18.419278716000278,49.4968814968815,23.95010395010395,0.0,0.0,24,0,0,7,3,0,0
2018-02-04,0.0,18.419278716000278,0.0,18.419278716000278,25.546777546777548,0.0,25.546777546777548,0.0,11,0,0,7,4,0,4
2018-02-11,0.0,0.0,0.0,0.0,25.546777546777548,25.546777546777548,23.95010395010395,0.0,19,0,0,7,4,4,0
2018-02-18,0.0,0.0,0.0,18.419278716000278,49.4968814968815,0.0,23.95010395010395,0.0,9,0,0,0,4,0,4
2018-02-25,0.0,0.0,0.0,18.419278716000278,25.546777546777548,0.0,0.0,0.0,16,0,0,4,0,0,0
2018-03-04,0.0,18.419278716000278,0.0,27.94649184496594,73.44698544698545,0.0,23.95010395010395,0.0,11,0,0,11,4,0,5
2018-03-11,0.0,18.419278716000278,0.0,0.0,25.546777546777548,0.0,49.4968814968815,0.0,14,0,0,3,4,3,0
2018-03-18,0.0,19.689573799862366,0.0,19.689573799862366,25.546777546777548,0.0,25.546777546777548,0.0,24,0,0,4,0,4,0
2018-03-25,0.0,0.0,0.0,0.0,27.143451143451145,27.143451143451145,0.0,0.0,11,0,0,8,4,0,0
2018-04-01,0.0,19.689573799862366,0.0,19.689573799862366,38.32016632016632,27.143451143451145,25.546777546777548,0.0,9,0,0,7,0,0,4
2018-04-08,0.0,18.419278716000278,0.0,36.838557432000556,36.723492723492726,47.9002079002079,23.95010395010395,0.0,10,0,0,11,3,3,0
2018-04-15,0.0,18.419278716000278,0.0,18.419278716000278,23.95010395010395,0.0,23.95010395010395,0.0,11,0,0,7,12,4,0
2018-04-22,0.0,0.0,0.0,0.0,23.95010395010395,23.95010395010395,0.0,0.0,9,0,0,3,3,0,3
2018-04-29,0.0,0.0,0.0,0.0,33.53014553014553,25.546777546777548,0.0,0.0,6,0,0,0,15,4,0
2018-05-06,0.0,0.0,0.0,19.689573799862366,44.70686070686071,25.546777546777548,0.0,0.0,13,0,0,0,19,8,0
2018-05-13,0.0,19.054426257931322,0.0,27.94649184496594,41.513513513513516,51.093555093555096,23.95010395010395,0.0,16,0,0,4,5,4,4
2018-05-20,0.0,0.0,0.0,0.0,27.143451143451145,0.0,0.0,0.0,9,0,0,4,8,0,4
2018-05-27,0.0,0.0,0.0,17.784131174069234,60.67359667359668,23.95010395010395,23.95010395010395,0.0,12,0,3,0,41,0,3
2018-06-03,0.0,0.0,0.0,0.0,67.06029106029106,25.546777546777548,0.0,0.0,14,0,0,7,7,4,0
2018-06-10,0.0,0.0,0.0,18.419278716000278,36.723492723492726,25.546777546777548,0.0,0.0,9,0,3,5,9,0,4
2018-06-17,0.0,0.0,0.0,27.311344303034893,31.933471933471935,0.0,25.546777546777548,0.0,9,0,0,4,0,4,0
2018-06-24,0.0,0.0,0.0,19.689573799862366,25.546777546777548,76.64033264033264,25.546777546777548,0.0,9,0,0,4,7,0,5
2018-07-01,0.0,0.0,0.0,20.32472134179341,27.143451143451145,0.0,0.0,0.0,4,0,0,4,4,0,0
2018-07-08,0.0,0.0,0.0,0.0,0.0,27.143451143451145,0.0,0.0,17,0,0,0,8,0,4
2018-07-15,0.0,20.959868883724454,0.0,20.959868883724454,28.74012474012474,28.74012474012474,28.74012474012474,0.0,14,0,0,4,10,4,0
2018-07-22,0.0,0.0,0.0,0.0,27.143451143451145,0.0,0.0,0.0,10,0,4,0,100,0,8
2018-07-29,0.0,0.0,0.0,0.0,62.270270270270274,0.0,0.0,0.0,13,0,0,4,63,4,4
2018-08-05,0.0,0.0,0.0,18.419278716000278,65.46361746361747,23.95010395010395,0.0,0.0,11,0,0,4,30,0,4
2018-08-12,0.0,0.0,0.0,19.054426257931322,49.4968814968815,25.546777546777548,0.0,0.0,5,0,0,5,4,0,0
