date,Gartenhilfe,Sprache lernen,Solardach,Kochkurs,Dachfenster,Personal Trainer,Masseur,Garagenbau,Maler,Auto putzen,Poolbau,Elektriker,Klimaanlage,Tanzkurs,Baumeister
2018-01-07,0.0,6.952426755967928,0.0,7.487228814119307,36.9464105156724,0.0,9.2366026289181,0.0,14,0,0,4,1,2,3
2018-01-14,0.0,0.0,0.0,0.0,26.39029322548028,9.2366026289181,9.2366026289181,0.0,11,0,0,2,1,1,4
2018-01-21,0.0,5.34802058151379,0.0,7.487228814119307,44.86349848331648,0.0,0.0,0.0,12,0,1,2,1,1,3
2018-01-28,0.0,5.34802058151379,0.0,6.952426755967928,31.668351870576338,9.2366026289181,0.0,0.0,13,0,0,2,3,2,3
2018-02-04,0.0,0.0,0.0,10.69604116302758,38.26592517694641,29.02932254802831,0.0,0.0,11,0,0,1,2,1,2
2018-02-11,0.0,5.34802058151379,5.34802058151379,5.34802058151379,18.4732052578362,9.2366026289181,9.2366026289181,0.0,12,0,0,4,2,1,2
2018-02-18,0.0,0.0,0.0,8.556832930422065,46.18301314459049,0.0,9.2366026289181,0.0,10,0,0,4,2,1,2
2018-02-25,0.0,0.0,0.0,10.161239104876202,31.668351870576338,9.2366026289181,0.0,0.0,15,0,0,1,1,2,2
2018-03-04,0.0,5.34802058151379,0.0,5.34802058151379,22.43174924165824,0.0,9.2366026289181,0.0,13,0,0,3,3,0,4
2018-03-11,0.0,0.0,0.0,5.34802058151379,36.9464105156724,9.2366026289181,0.0,0.0,8,0,1,2,1,0,2
2018-03-18,0.0,0.0,0.0,5.34802058151379,32.98786653185035,0.0,9.2366026289181,0.0,11,0,0,1,2,2,4
2018-03-25,0.0,0.0,0.0,5.34802058151379,23.75126390293225,9.2366026289181,0.0,0.0,10,0,1,2,2,1,3
2018-04-01,0.0,5.88282263966517,0.0,5.88282263966517,44.86349848331648,10.556117290192113,10.556117290192113,0.0,8,0,0,2,3,1,2
2018-04-08,0.0,0.0,0.0,5.34802058151379,48.82204246713852,0.0,0.0,0.0,15,0,0,2,5,2,2
2018-04-15,0.0,0.0,0.0,5.88282263966517,19.792719919110212,0.0,0.0,0.0,11,0,0,4,5,0,1
2018-04-22,0.0,0.0,0.0,5.34802058151379,32.98786653185035,9.2366026289181,0.0,0.0,9,0,1,3,5,0,3
2018-04-29,0.0,5.88282263966517,0.0,5.88282263966517,69.93427704752274,10.556117290192113,0.0,0.0,9,0,0,2,4,1,2
2018-05-06,0.0,0.0,5.88282263966517,0.0,56.7391304347826,10.556117290192113,0.0,0.0,12,0,1,3,5,1,2
2018-05-13,5.34802058151379,0.0,5.34802058151379,11.23084322117896,77.85136501516683,9.2366026289181,9.2366026289181,0.0,13,0,1,2,7,2,1
2018-05-20,0.0,0.0,0.0,0.0,50.141557128412536,0.0,0.0,0.0,12,0,2,2,8,2,2
2018-05-27,0.0,0.0,0.0,5.34802058151379,51.46107178968655,0.0,18.4732052578362,0.0,6,0,1,5,31,0,1
2018-06-03,0.0,5.34802058151379,0.0,0.0,38.26592517694641,9.2366026289181,0.0,0.0,6,0,2,3,16,0,1
2018-06-10,0.0,0.0,0.0,0.0,54.100101112234576,0.0,0.0,0.0,9,0,1,1,9,1,2
2018-06-17,0.0,5.34802058151379,0.0,5.34802058151379,26.39029322548028,9.2366026289181,0.0,0.0,11,0,1,5,9,2,2
2018-06-24,0.0,5.34802058151379,0.0,5.34802058151379,42.22446916076845,0.0,0.0,0.0,11,0,1,2,5,1,1
2018-07-01,0.0,5.34802058151379,0.0,5.34802058151379,27.709807886754295,9.2366026289181,0.0,0.0,10,0,1,2,7,1,1
2018-07-08,0.0,5.34802058151379,0.0,0.0,31.668351870576338,9.2366026289181,9.2366026289181,0.0,5,0,0,3,7,1,2
2018-07-15,0.0,0.0,0.0,5.34802058151379,39.585439838220424,10.556117290192113,9.2366026289181,0.0,13,0,2,2,9,1,2
2018-07-22,0.0,5.34802058151379,5.34802058151379,0.0,29.02932254802831,0.0,9.2366026289181,0.0,8,0,0,2,45,2,1
2018-07-29,0.0,0.0,5.34802058151379,5.34802058151379,81.80990899898887,9.2366026289181,0.0,0.0,4,0,0,4,100,2,1
2018-08-05,0.0,5.34802058151379,0.0,0.0,56.7391304347826,0.0,0.0,0.0,8,0,2,3,26,1,3
2018-08-12,0.0,5.34802058151379,0.0,0.0,38.26592517694641,29.02932254802831,9.2366026289181,0.0,13,0,2,3,7,1,2
2018-08-19,0.0,8.022030872270687,0.0,0.0,69.93427704752274,0.0,9.2366026289181,0.0,11,0,1,2,5,1,2
2018-08-26,0.0,5.34802058151379,5.34802058151379,5.34802058151379,23.75126390293225,9.2366026289181,0.0,0.0,11,0,1,2,2,1,2
