date,travaux rénovation,Gazon synthétique,piscine semi enterrée,apprendre anglais,paysagiste,Coach sportif,Installation climatisation,Artisan peintre,jardiner,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-01-07,0.0,24.447952327572235,0.0,24.447952327572235,16.269036879808965,24.049880604934994,0.0,0.0,18,0,18,37,14,0,0
2018-01-14,0.0,0.0,0.0,36.14045126684592,24.049880604934994,24.049880604934994,0.0,0.0,0,0,0,30,0,0,0
2018-01-21,0.0,0.0,0.0,47.83295020611959,24.049880604934994,15.561687450252055,0.0,0.0,18,0,0,18,14,0,14
2018-01-28,0.0,24.447952327572235,0.0,24.447952327572235,24.049880604934994,16.269036879808965,0.0,0.0,0,0,19,55,14,0,14
2018-02-04,0.0,0.0,0.0,23.384997878547356,15.561687450252055,0.0,0.0,0.0,18,0,18,54,14,0,14
2018-02-11,0.0,0.0,0.0,0.0,24.049880604934994,0.0,0.0,0.0,0,0,18,37,0,0,14
2018-02-18,0.0,0.0,0.0,0.0,21.927832316264258,16.269036879808965,0.0,0.0,0,0,19,37,0,0,14
2018-02-25,0.0,0.0,0.0,24.447952327572235,24.757230034491904,21.927832316264258,0.0,0.0,0,0,19,0,15,0,15
2018-03-04,0.0,0.0,0.0,24.447952327572235,16.269036879808965,24.757230034491904,0.0,0.0,19,0,0,19,0,0,15
2018-03-11,0.0,0.0,24.447952327572235,48.89590465514447,16.269036879808965,16.269036879808965,16.269036879808965,0.0,37,0,0,18,0,0,72
2018-03-18,0.0,0.0,0.0,24.447952327572235,21.927832316264258,16.269036879808965,0.0,0.0,19,0,0,31,0,0,14
2018-03-25,0.0,0.0,24.447952327572235,0.0,24.757230034491904,24.757230034491904,0.0,0.0,29,0,0,32,15,0,15
2018-04-01,0.0,51.021813553194235,0.0,0.0,33.95277261873176,16.97638630936588,0.0,0.0,38,0,0,32,0,0,15
2018-04-08,0.0,77.59567477881623,25.510906776597118,25.510906776597118,50.929158928097635,16.97638630936588,0.0,0.0,26,20,0,26,0,0,15
2018-04-15,0.0,0.0,54.21067690026888,0.0,17.683735738922792,17.683735738922792,0.0,0.0,20,20,0,20,0,0,24
2018-04-22,0.0,26.573861225622,53.147722451244,26.573861225622,29.001326611833377,0.0,0.0,0.0,40,20,0,20,0,0,39
2018-04-29,0.0,26.573861225622,26.573861225622,0.0,23.342531175378085,35.367471477845584,0.0,0.0,47,20,0,41,0,0,47
2018-05-06,0.0,0.0,26.573861225622,0.0,17.683735738922792,17.683735738922792,0.0,0.0,47,20,0,40,16,0,55
2018-05-13,0.0,0.0,0.0,0.0,16.97638630936588,16.269036879808965,0.0,0.0,32,19,0,19,0,0,22
2018-05-20,0.0,0.0,0.0,0.0,34.66012204828867,26.17192889360573,0.0,0.0,46,30,0,33,15,0,31
2018-05-27,0.0,0.0,25.510906776597118,0.0,27.58662775271955,33.95277261873176,0.0,0.0,38,39,19,29,0,0,45
2018-06-03,0.0,0.0,0.0,25.510906776597118,25.464579464048818,16.97638630936588,0.0,0.0,30,20,0,33,0,0,31
2018-06-10,0.0,24.447952327572235,0.0,0.0,43.14831520297161,16.269036879808965,0.0,0.0,18,18,18,28,0,0,14
2018-06-17,0.0,52.084768002219114,26.573861225622,26.573861225622,40.31891748474396,16.97638630936588,0.0,0.0,20,0,20,20,15,0,15
2018-06-24,0.0,25.510906776597118,0.0,25.510906776597118,33.95277261873176,16.97638630936588,0.0,0.0,33,20,0,29,0,0,23
2018-07-01,0.0,0.0,25.510906776597118,0.0,24.757230034491904,16.97638630936588,16.97638630936588,0.0,0,19,19,0,0,0,15
2018-07-08,0.0,0.0,26.573861225622,0.0,17.683735738922792,17.683735738922792,0.0,0.0,20,0,0,20,0,0,31
2018-07-15,0.0,0.0,56.33658579831863,0.0,28.293977182276464,0.0,0.0,0.0,22,0,0,22,17,0,17
2018-07-22,0.0,0.0,85.03635592199039,0.0,24.757230034491904,0.0,28.293977182276464,0.0,0,22,0,32,17,0,100
2018-07-29,0.0,0.0,27.63681567464688,27.63681567464688,46.68506235075617,18.3910851684797,18.3910851684797,0.0,21,0,0,21,0,0,33
2018-08-05,0.0,0.0,0.0,29.762724572696637,38.904218625630136,57.29530379410984,0.0,0.0,44,0,0,22,17,0,17
2018-08-12,0.0,59.525449145393274,29.762724572696637,0.0,40.31891748474396,29.708676041390287,0.0,0.0,23,23,23,23,0,0,35
2018-08-19,0.0,0.0,0.0,28.699770123671755,19.09843459803661,28.293977182276464,0.0,0.0,32,0,43,21,0,0,42
2018-08-26,0.0,0.0,26.573861225622,26.573861225622,29.708676041390287,0.0,0.0,0.0,40,0,0,50,16,0,32
2018-09-02,0.0,0.0,26.573861225622,26.573861225622,17.683735738922792,35.367471477845584,0.0,0.0,20,0,0,20,0,0,0
2018-09-09,0.0,0.0,0.0,0.0,35.367471477845584,0.0,0.0,0.0,20,20,0,40,16,0,0
2018-09-16,0.0,26.573861225622,0.0,0.0,60.12470151233749,16.97638630936588,16.97638630936588,0.0,0,0,20,60,15,0,15
