date,Gartenhilfe,Sprache lernen,Solardach,Kochkurs,Dachfenster,Personal Trainer,Masseur,Garagenbau,Maler,Auto putzen,Poolbau,Elektriker,Klimaanlage,Tanzkurs,Baumeister
2018-01-07,0.0,10.1349396212722,0.0,15.59221480195723,23.221608832807572,30.366719242902207,0.0,0.0,20,0,0,7,2,3,3
2018-01-14,0.0,0.0,0.0,10.1349396212722,35.72555205047318,0.0,16.076498422712934,0.0,13,0,0,2,3,4,6
2018-01-21,0.0,0.0,0.0,0.0,30.366719242902207,0.0,16.076498422712934,0.0,20,0,0,7,2,2,4
2018-01-28,0.0,0.0,0.0,10.1349396212722,69.66482649842271,16.076498422712934,0.0,0.0,17,0,2,5,2,2,4
2018-02-04,0.0,0.0,0.0,10.91455036137006,58.94716088328076,0.0,0.0,0.0,17,0,0,5,3,0,7
2018-02-11,0.0,31.18442960391446,0.0,20.2698792425444,25.00788643533123,16.076498422712934,0.0,0.0,23,0,0,4,2,3,5
2018-02-18,0.0,0.0,0.0,0.0,30.366719242902207,0.0,16.076498422712934,0.0,17,0,0,6,3,2,4
2018-02-25,0.0,0.0,0.0,15.59221480195723,62.519716088328074,16.076498422712934,30.366719242902207,0.0,18,0,0,6,4,0,2
2018-03-04,0.0,10.91455036137006,0.0,10.91455036137006,42.87066246056782,16.076498422712934,0.0,0.0,15,0,0,5,0,2,4
2018-03-11,0.0,0.0,0.0,10.1349396212722,51.80205047318612,16.076498422712934,16.076498422712934,0.0,20,0,2,5,4,2,3
2018-03-18,0.0,10.91455036137006,0.0,0.0,64.30599369085174,16.076498422712934,16.076498422712934,0.0,17,0,0,6,2,4,6
2018-03-25,0.0,0.0,0.0,11.694161101467921,39.298107255520506,0.0,17.86277602523659,0.0,12,0,3,7,5,2,5
2018-04-01,0.0,0.0,0.0,0.0,57.1608832807571,0.0,0.0,0.0,18,0,0,7,6,2,4
2018-04-08,0.0,0.0,0.0,0.0,67.87854889589906,16.076498422712934,16.076498422712934,0.0,22,0,0,3,4,2,3
