date,travaux rénovation,Gazon synthétique,piscine semi enterrée,apprendre anglais,paysagiste,Coach sportif,Installation climatisation,Artisan peintre,jardiner,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-01-07,9.814002369244161,21.263671800029016,9.814002369244161,27.80634004619179,29.117965693650316,19.41197712910021,3.7330725248269636,3.7330725248269636,5,0,15,36,11,4,8
2018-01-14,9.814002369244161,9.814002369244161,8.178335307703467,24.535005923110397,30.611194703581102,20.905206139030994,0.0,0.0,14,0,13,32,0,3,7
2018-01-21,11.449669430784853,11.449669430784853,13.085336492325547,32.71334123081387,41.81041227806199,28.371351188684923,0.0,3.7330725248269636,8,0,8,23,13,0,14
2018-01-28,0.0,14.72100355386624,13.085336492325547,37.62034241543595,27.62473668371953,25.384893168823353,3.7330725248269636,0.0,10,0,5,26,11,0,5
2018-02-04,9.814002369244161,9.814002369244161,27.80634004619179,34.34900829235456,48.52994282275053,19.41197712910021,0.0,3.7330725248269636,9,4,13,39,5,0,14
2018-02-11,9.814002369244161,11.449669430784853,9.814002369244161,17.992337676947624,35.09088173337346,23.145049653927174,0.0,0.0,6,0,11,26,5,4,13
2018-02-18,9.814002369244161,14.72100355386624,13.085336492325547,37.62034241543595,49.27655732771592,25.384893168823353,3.7330725248269636,0.0,13,7,13,25,7,4,16
2018-02-25,8.178335307703467,14.72100355386624,8.178335307703467,19.628004738488322,40.31718326813121,14.932290099307854,0.0,0.0,13,0,9,32,7,0,15
2018-03-04,8.178335307703467,35.98467535389525,17.992337676947624,29.44200710773248,55.24947336743906,13.43906108937707,0.0,0.0,16,3,12,30,9,3,18
2018-03-11,17.992337676947624,26.170672984651095,13.085336492325547,29.44200710773248,58.982545892266025,20.905206139030994,0.0,3.7330725248269636,14,0,10,29,10,0,21
2018-03-18,27.80634004619179,39.256009476976644,9.814002369244161,24.535005923110397,56.742702377369845,27.62473668371953,3.7330725248269636,3.7330725248269636,19,4,11,30,4,4,26
2018-03-25,17.992337676947624,40.89167653851733,22.899338861569706,24.535005923110397,53.75624435750828,29.86458019861571,0.0,0.0,20,5,10,31,6,4,23
2018-04-01,24.535005923110397,35.98467535389525,19.628004738488322,29.44200710773248,69.43514896178152,16.42551910923864,0.0,0.0,36,6,10,40,10,4,42
2018-04-08,19.628004738488322,29.44200710773248,26.170672984651095,29.44200710773248,53.75624435750828,20.158591634065605,3.7330725248269636,0.0,37,6,15,26,11,4,34
2018-04-15,0.0,45.79867772313941,21.263671800029016,49.070011846220794,35.83749623833885,11.19921757448089,4.479687029792356,4.479687029792356,44,8,10,27,0,4,71
2018-04-22,9.814002369244161,83.41902013857536,32.71334123081387,22.899338861569706,50.76978633764671,5.972916039723142,0.0,3.7330725248269636,34,11,4,40,8,4,62
2018-04-29,27.80634004619179,31.077674169273173,14.72100355386624,16.356670615406934,60.47577490219681,11.945832079446284,8.21275955461932,0.0,43,4,9,32,10,4,46
2018-05-06,9.814002369244161,50.705678907761495,24.535005923110397,13.085336492325547,48.52994282275053,6.719530544688535,8.21275955461932,0.0,49,12,6,22,4,4,55
2018-05-13,14.72100355386624,44.16301066159872,9.814002369244161,27.80634004619179,32.104423713511885,9.705988564550106,3.7330725248269636,0.0,33,5,11,38,10,4,30
2018-05-20,14.72100355386624,71.9693507077905,16.356670615406934,22.899338861569706,48.52994282275053,39.57056876316582,4.479687029792356,8.21275955461932,23,10,19,26,10,0,40
2018-05-27,9.814002369244161,13.085336492325547,27.80634004619179,24.535005923110397,57.48931688233524,26.131507673788747,11.945832079446284,0.0,37,11,10,32,10,4,29
