date,Psicólogo,wedding planner,clases primaria,Entrenador Personal,Fontanero,Entrega a domicilio,Aire acondicionado,pinturas,portes
2018-01-07,1.87012987012987,0.5844155844155844,0.5844155844155844,3.2727272727272725,2,0,6,6,1
2018-01-14,1.1688311688311688,1.987012987012987,0.5844155844155844,3.623376623376623,2,0,9,10,1
2018-01-21,1.1688311688311688,1.987012987012987,1.5194805194805194,1.4025974025974026,2,0,8,9,2
2018-01-28,1.1688311688311688,1.1688311688311688,0.0,2.8051948051948052,2,0,8,8,1
2018-02-04,1.1688311688311688,0.935064935064935,0.5844155844155844,4.792207792207792,3,1,9,9,1
2018-02-11,2.2207792207792205,1.051948051948052,0.0,4.324675324675325,2,1,8,11,1
2018-02-18,2.103896103896104,1.87012987012987,0.5844155844155844,3.974025974025974,1,0,7,9,1
2018-02-25,1.6363636363636362,1.4025974025974026,1.1688311688311688,3.3896103896103895,2,1,8,9,1
2018-03-04,1.1688311688311688,1.1688311688311688,0.935064935064935,3.623376623376623,2,0,9,10,1
2018-03-11,1.5194805194805194,0.935064935064935,0.5844155844155844,2.103896103896104,1,0,7,8,2
2018-03-18,1.5194805194805194,1.2857142857142856,0.935064935064935,3.2727272727272725,2,0,8,8,1
2018-03-25,1.6363636363636362,2.3376623376623376,0.0,2.688311688311688,1,0,9,8,1
2018-04-01,0.8181818181818181,0.5844155844155844,0.0,4.441558441558441,1,0,11,11,2
2018-04-08,1.1688311688311688,1.1688311688311688,1.1688311688311688,2.571428571428571,2,0,8,9,1
2018-04-15,1.7532467532467533,0.5844155844155844,1.7532467532467533,3.038961038961039,2,0,14,7,1
2018-04-22,1.1688311688311688,0.5844155844155844,0.5844155844155844,3.623376623376623,1,0,16,8,1
2018-04-29,1.6363636363636362,0.7012987012987013,0.7012987012987013,1.87012987012987,2,0,12,8,1
2018-05-06,1.6363636363636362,1.4025974025974026,0.5844155844155844,2.922077922077922,2,0,15,10,1
2018-05-13,0.8181818181818181,0.5844155844155844,0.0,4.207792207792208,2,1,15,8,1
2018-05-20,1.6363636363636362,1.4025974025974026,0.5844155844155844,3.74025974025974,2,0,15,8,1
2018-05-27,0.935064935064935,1.987012987012987,0.8181818181818181,4.675324675324675,1,0,13,9,1
2018-06-03,1.7532467532467533,1.7532467532467533,0.5844155844155844,3.5064935064935066,1,0,11,9,1
2018-06-10,1.4025974025974026,0.935064935064935,0.5844155844155844,2.571428571428571,2,0,19,9,2
2018-06-17,1.7532467532467533,0.935064935064935,0.7012987012987013,2.571428571428571,2,0,62,7,2
2018-06-24,0.5844155844155844,1.5194805194805194,0.5844155844155844,2.922077922077922,2,1,97,8,2
2018-07-01,1.987012987012987,0.7012987012987013,1.051948051948052,2.2207792207792205,3,1,33,10,1
2018-07-08,1.051948051948052,1.4025974025974026,0.0,4.909090909090909,2,0,38,8,2
2018-07-15,1.4025974025974026,1.7532467532467533,0.7012987012987013,1.87012987012987,2,1,24,9,2
2018-07-22,1.5194805194805194,1.1688311688311688,0.0,1.987012987012987,2,0,24,9,2
2018-07-29,0.8181818181818181,1.1688311688311688,0.8181818181818181,3.857142857142857,2,0,53,9,1
2018-08-05,1.4025974025974026,1.051948051948052,1.2857142857142856,3.623376623376623,1,0,51,9,1
2018-08-12,1.5194805194805194,2.3376623376623376,0.0,3.857142857142857,1,0,25,8,2
2018-08-19,2.4545454545454546,1.6363636363636362,0.8181818181818181,7.948051948051948,2,0,18,12,1
