date,Psicólogo,wedding planner,clases primaria,Entrenador Personal,Fontanero,Entrega a domicilio,Aire acondicionado,pinturas,portes
2018-09-09,5.625906234896084,0.0,0.0,5.625906234896084,4,0,14,23,4
2018-09-16,5.34461092315128,0.0,0.0,5.34461092315128,6,0,8,23,4
2018-09-23,7.876268728854518,0.0,0.0,12.095698405026582,4,0,12,22,5
2018-09-30,5.34461092315128,5.34461092315128,0.0,7.313678105364909,4,0,13,21,7
2018-10-07,0.0,0.0,7.032382793620105,5.34461092315128,8,0,10,18,4
2018-10-14,5.34461092315128,10.407926534557756,0.0,10.407926534557756,7,0,8,23,3
2018-10-21,7.876268728854518,0.0,0.0,5.34461092315128,6,0,9,18,3
2018-10-28,5.34461092315128,0.0,5.34461092315128,7.876268728854518,5,0,9,18,5
2018-11-04,5.063315611406476,5.063315611406476,5.063315611406476,5.063315611406476,4,0,8,14,4
2018-11-11,5.063315611406476,5.34461092315128,0.0,8.72015466408893,4,0,6,19,6
2018-11-18,9.845335911068148,0.0,5.063315611406476,5.063315611406476,5,2,7,16,2
2018-11-25,5.063315611406476,5.063315611406476,0.0,5.063315611406476,3,0,6,25,4
2018-12-02,5.063315611406476,10.407926534557756,5.063315611406476,10.407926534557756,4,0,6,18,4
2018-12-09,7.594973417109713,0.0,5.063315611406476,5.063315611406476,5,2,4,22,4
2018-12-16,0.0,0.0,0.0,5.063315611406476,2,0,7,18,3
2018-12-23,10.970517158047365,5.34461092315128,0.0,5.34461092315128,5,0,8,14,2
2018-12-30,10.68922184630256,0.0,0.0,5.34461092315128,4,0,7,16,2
2019-01-06,8.438859352344126,7.594973417109713,0.0,5.063315611406476,2,0,6,25,4
2019-01-13,10.126631222812952,5.063315611406476,0.0,5.063315611406476,6,2,6,19,3
2019-01-20,4.782020299661672,4.782020299661672,4.782020299661672,7.876268728854518,3,0,7,15,5
2019-01-27,9.845335911068148,4.782020299661672,0.0,9.845335911068148,7,2,5,20,5
2019-02-03,5.063315611406476,5.063315611406476,0.0,5.063315611406476,4,0,4,18,2
2019-02-10,12.65828902851619,5.063315611406476,5.063315611406476,10.126631222812952,4,2,6,20,4
2019-02-17,9.845335911068148,0.0,5.063315611406476,11.533107781536973,5,0,7,14,0
2019-02-24,5.063315611406476,4.782020299661672,0.0,4.782020299661672,5,0,8,25,3
2019-03-03,14.908651522474623,5.063315611406476,4.782020299661672,7.313678105364909,5,2,12,17,3
2019-03-10,5.063315611406476,14.627356210729818,0.0,6.751087481875301,2,2,10,22,2
2019-03-17,5.063315611406476,5.063315611406476,5.063315611406476,0.0,4,0,9,28,4
2019-03-24,10.126631222812952,5.063315611406476,5.063315611406476,5.063315611406476,3,2,14,16,2
2019-03-31,6.469792170130497,7.313678105364909,0.0,12.095698405026582,5,0,12,18,2
2019-04-07,7.594973417109713,5.063315611406476,0.0,13.502174963750601,2,0,7,18,4
2019-04-14,4.782020299661672,14.06476558724021,4.782020299661672,7.032382793620105,4,0,7,15,2
2019-04-21,14.346060898985014,0.0,4.782020299661672,4.782020299661672,6,0,11,21,4
2019-04-28,4.782020299661672,4.782020299661672,0.0,9.564040599323343,5,0,15,16,5
2019-05-05,8.157564040599322,9.564040599323343,0.0,4.782020299661672,4,2,18,23,2
2019-05-12,4.782020299661672,4.782020299661672,0.0,7.313678105364909,4,2,19,24,2
2019-05-19,8.157564040599322,0.0,4.782020299661672,4.782020299661672,5,0,12,18,3
2019-05-26,7.313678105364909,7.313678105364909,9.564040599323343,0.0,3,0,29,22,3
2019-06-02,4.782020299661672,0.0,0.0,6.188496858385693,5,0,39,17,4
2019-06-09,7.313678105364909,7.313678105364909,4.782020299661672,9.845335911068148,5,0,25,20,2
2019-06-16,5.063315611406476,5.063315611406476,5.063315611406476,5.063315611406476,4,0,24,14,2
2019-06-23,5.063315611406476,5.063315611406476,0.0,7.594973417109713,5,0,100,15,4
2019-06-30,5.063315611406476,5.063315611406476,0.0,10.126631222812952,2,2,90,22,6
2019-07-07,5.063315611406476,0.0,0.0,5.063315611406476,2,2,53,17,5
2019-07-14,15.752537457709035,0.0,0.0,0.0,5,2,48,16,2
2019-07-21,5.063315611406476,5.063315611406476,0.0,10.126631222812952,4,0,74,21,2
2019-07-28,5.063315611406476,5.063315611406476,5.063315611406476,10.126631222812952,4,0,27,21,2
2019-08-04,4.500724987916867,0.0,0.0,7.594973417109713,6,2,31,22,3
2019-08-11,0.0,4.500724987916867,0.0,6.751087481875301,6,0,15,14,2
2019-08-18,6.751087481875301,4.500724987916867,4.500724987916867,7.313678105364909,8,0,21,20,2
2019-08-25,4.500724987916867,4.500724987916867,4.500724987916867,7.313678105364909,6,0,15,17,2
2019-09-01,4.782020299661672,6.188496858385693,4.782020299661672,7.032382793620105,5,0,9,21,3
2019-09-08,11.814403093281777,4.782020299661672,7.032382793620105,7.032382793620105,3,3,9,22,3
2019-09-15,4.500724987916867,0.0,13.502174963750601,4.500724987916867,4,0,9,22,3
2019-09-22,9.001449975833735,9.001449975833735,4.500724987916867,7.594973417109713,3,5,9,19,2
2019-09-29,9.282745287578539,4.500724987916867,0.0,13.783470275495405,3,2,6,13,3
2019-10-06,7.594973417109713,0.0,6.751087481875301,9.001449975833735,3,0,8,20,3
2019-10-13,0.0,0.0,6.469792170130497,10.126631222812952,6,0,8,18,3
2019-10-20,4.500724987916867,4.500724987916867,4.500724987916867,4.500724987916867,5,0,8,22,5
2019-10-27,7.313678105364909,0.0,4.219429676172063,8.72015466408893,5,2,6,16,2
2019-11-03,9.845335911068148,4.219429676172063,4.219429676172063,11.251812469792169,6,2,9,17,2
2019-11-10,8.438859352344126,0.0,4.219429676172063,5.625906234896084,3,0,8,19,2
2019-11-17,4.219429676172063,4.219429676172063,4.219429676172063,4.219429676172063,7,2,9,15,2
2019-11-24,8.438859352344126,4.219429676172063,4.219429676172063,12.376993716771386,5,0,9,24,5
2019-12-01,6.469792170130497,0.0,8.72015466408893,10.970517158047365,6,2,10,18,3
2019-12-08,7.594973417109713,0.0,4.500724987916867,11.251812469792169,9,3,9,23,2
2019-12-15,4.500724987916867,4.219429676172063,4.219429676172063,8.72015466408893,10,0,6,13,2
2019-12-22,4.500724987916867,4.500724987916867,0.0,4.500724987916867,5,0,6,11,2
2019-12-29,6.751087481875301,0.0,0.0,4.500724987916867,8,0,5,15,2
2020-01-05,4.500724987916867,6.751087481875301,4.500724987916867,8.72015466408893,5,0,16,18,2
2020-01-12,8.157564040599322,3.938134364427259,3.938134364427259,8.157564040599322,6,0,9,16,3
2020-01-19,4.219429676172063,4.219429676172063,4.219429676172063,9.564040599323343,3,2,9,20,2
2020-01-26,6.751087481875301,0.0,6.188496858385693,4.219429676172063,5,2,9,16,2
2020-02-02,5.625906234896084,4.219429676172063,4.219429676172063,14.06476558724021,4,2,7,15,3
2020-02-09,0.0,0.0,0.0,4.219429676172063,5,0,6,21,4
2020-02-16,4.219429676172063,4.219429676172063,8.438859352344126,7.032382793620105,5,0,9,17,3
2020-02-23,4.219429676172063,4.219429676172063,4.219429676172063,8.438859352344126,4,0,8,25,6
2020-03-01,7.876268728854518,3.938134364427259,7.876268728854518,6.469792170130497,7,1,7,22,2
2020-03-08,5.907201546640889,0.0,3.938134364427259,3.938134364427259,5,0,3,18,2
2020-03-15,7.313678105364909,3.6568390526824546,3.6568390526824546,3.6568390526824546,3,2,3,22,0
2020-03-22,3.6568390526824546,3.6568390526824546,5.34461092315128,16.03383276945384,3,3,5,26,3
2020-03-29,8.438859352344126,7.032382793620105,7.313678105364909,9.564040599323343,2,4,3,30,1
2020-04-05,3.6568390526824546,0.0,0.0,7.594973417109713,2,3,8,27,3
2020-04-12,3.6568390526824546,3.6568390526824546,7.032382793620105,7.032382793620105,3,4,7,37,1
2020-04-19,7.032382793620105,3.6568390526824546,3.6568390526824546,7.032382793620105,2,2,8,41,3
2020-04-26,7.032382793620105,3.6568390526824546,3.6568390526824546,12.376993716771386,3,3,7,28,3
2020-05-03,3.6568390526824546,7.032382793620105,3.6568390526824546,3.6568390526824546,4,3,14,36,4
2020-05-10,7.032382793620105,3.6568390526824546,7.032382793620105,5.34461092315128,3,1,14,32,2
2020-05-17,9.001449975833735,3.6568390526824546,3.6568390526824546,3.6568390526824546,5,0,30,36,3
2020-05-24,3.938134364427259,0.0,0.0,3.938134364427259,5,0,53,23,4
2020-05-31,7.594973417109713,3.6568390526824546,5.625906234896084,6.188496858385693,4,0,37,29,3
