date,Psicólogo,wedding planner,clases primaria,Entrenador Personal,Fontanero,Entrega a domicilio,Aire acondicionado,pinturas,portes
2018-01-07,0.0,0.0,0.0,6.358406219630709,14,14,14,41,0
2018-01-14,6.358406219630709,0.0,0.0,6.06938775510204,13,0,0,45,13
2018-01-21,0.0,0.0,0.0,0.0,39,0,26,18,13
2018-01-28,0.0,0.0,0.0,6.358406219630709,13,0,18,50,14
2018-02-04,0.0,0.0,0.0,0.0,13,0,13,20,0
2018-02-11,0.0,0.0,0.0,6.358406219630709,0,0,27,23,14
2018-02-18,0.0,0.0,0.0,0.0,14,0,28,48,0
2018-02-25,0.0,0.0,0.0,0.0,14,0,0,28,0
2018-03-04,0.0,0.0,0.0,0.0,0,0,20,61,0
2018-03-11,0.0,0.0,0.0,0.0,13,0,20,45,14
2018-03-18,0.0,0.0,0.0,6.06938775510204,13,0,13,31,0
2018-03-25,0.0,0.0,0.0,0.0,19,13,13,56,0
2018-04-01,0.0,0.0,0.0,6.06938775510204,0,0,13,26,13
2018-04-08,6.06938775510204,0.0,0.0,0.0,0,0,26,35,13
2018-04-15,0.0,0.0,0.0,0.0,14,0,28,37,14
2018-04-22,0.0,0.0,0.0,0.0,0,0,13,35,0
2018-04-29,6.358406219630709,0.0,0.0,0.0,13,0,41,46,0
2018-05-06,0.0,0.0,0.0,0.0,13,0,26,46,13
2018-05-13,0.0,0.0,0.0,0.0,27,0,0,41,14
2018-05-20,0.0,0.0,0.0,6.358406219630709,0,0,14,41,13
2018-05-27,0.0,0.0,0.0,6.06938775510204,26,0,26,18,13
2018-06-03,0.0,0.0,0.0,0.0,13,0,22,20,0
2018-06-10,0.0,0.0,0.0,0.0,13,0,21,44,12
2018-06-17,0.0,0.0,0.0,6.358406219630709,0,0,41,48,13
2018-06-24,0.0,0.0,0.0,6.06938775510204,13,0,53,27,13
2018-07-01,5.780369290573372,0.0,0.0,0.0,13,0,25,25,0
2018-07-08,5.4913508260447035,0.0,0.0,0.0,18,0,70,31,0
2018-07-15,0.0,0.0,0.0,0.0,12,0,35,31,0
2018-07-22,0.0,0.0,0.0,10.982701652089407,0,0,51,24,12
