date,travaux rénovation,Gazon synthétique,piscine semi enterrée,apprendre anglais,Coach sportif,Installation climatisation,Artisan peintre,jardiner,paysagiste,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-01-07,0.0,10.57204767063922,0.0,26.43011917659805,33.4781509570242,0.0,10.57204767063922,22.906103286384976,37,0,26,20,4,0,7
2018-01-14,21.14409534127844,10.57204767063922,0.0,22.906103286384976,29.954135066811123,0.0,0.0,17.620079451065365,45,0,6,20,4,0,15
2018-01-21,10.57204767063922,10.57204767063922,0.0,29.954135066811123,38.76417479234381,0.0,10.57204767063922,15.85807150595883,30,4,6,27,11,0,13
2018-01-28,0.0,15.85807150595883,0.0,22.906103286384976,49.33622246298303,0.0,10.57204767063922,22.906103286384976,38,0,6,24,4,0,11
2018-02-04,10.57204767063922,10.57204767063922,10.57204767063922,22.906103286384976,22.906103286384976,10.57204767063922,0.0,22.906103286384976,36,0,7,19,6,0,4
2018-02-11,10.57204767063922,12.334055615745758,0.0,29.954135066811123,22.906103286384976,0.0,10.57204767063922,26.43011917659805,34,0,10,14,11,0,11
2018-02-18,0.0,26.43011917659805,12.334055615745758,26.43011917659805,22.906103286384976,12.334055615745758,22.906103286384976,35.24015890213073,46,0,7,25,9,0,4
2018-02-25,17.620079451065365,12.334055615745758,0.0,22.906103286384976,17.620079451065365,0.0,12.334055615745758,28.192127121704587,38,0,9,12,4,0,9
2018-03-04,0.0,19.382087396171904,24.668111231491515,22.906103286384976,51.09823040808956,0.0,12.334055615745758,59.908270133622246,43,0,4,12,4,0,10
2018-03-11,12.334055615745758,29.954135066811123,22.906103286384976,26.43011917659805,26.43011917659805,0.0,22.906103286384976,66.9563019140484,41,0,9,13,13,0,17
2018-03-18,22.906103286384976,15.85807150595883,12.334055615745758,35.24015890213073,35.24015890213073,0.0,12.334055615745758,22.906103286384976,45,0,7,18,0,0,29
2018-03-25,0.0,17.620079451065365,12.334055615745758,17.620079451065365,31.71614301191766,0.0,22.906103286384976,54.622246298302635,44,0,6,21,9,0,31
2018-04-01,0.0,12.334055615745758,22.906103286384976,15.85807150595883,22.906103286384976,12.334055615745758,12.334055615745758,63.43228602383532,50,4,4,12,4,0,19
2018-04-08,17.620079451065365,22.906103286384976,12.334055615745758,10.57204767063922,29.954135066811123,0.0,0.0,49.33622246298303,42,9,13,11,4,0,27
2018-04-15,0.0,28.192127121704587,17.620079451065365,17.620079451065365,24.668111231491515,12.334055615745758,12.334055615745758,65.19429396894186,57,9,5,19,0,0,42
2018-04-22,0.0,29.954135066811123,17.620079451065365,12.334055615745758,17.620079451065365,0.0,12.334055615745758,109.24449259660527,30,0,7,19,26,0,30
2018-04-29,0.0,12.334055615745758,12.334055615745758,12.334055615745758,21.14409534127844,12.334055615745758,0.0,102.19646081617913,29,9,0,14,5,0,29
2018-05-06,12.334055615745758,31.71614301191766,21.14409534127844,12.334055615745758,38.76417479234381,0.0,12.334055615745758,118.05453232213796,28,5,8,13,0,0,54
2018-05-13,12.334055615745758,12.334055615745758,12.334055615745758,17.620079451065365,15.85807150595883,0.0,0.0,56.384254243409174,36,0,7,15,4,0,39
2018-05-20,12.334055615745758,28.192127121704587,22.906103286384976,12.334055615745758,29.954135066811123,0.0,12.334055615745758,79.29035752979415,40,4,9,19,4,0,37
2018-05-27,12.334055615745758,12.334055615745758,0.0,15.85807150595883,28.192127121704587,0.0,0.0,58.14626218851571,47,9,9,27,13,0,33
2018-06-03,0.0,22.906103286384976,10.57204767063922,0.0,22.906103286384976,0.0,17.620079451065365,68.71830985915493,36,4,6,18,0,0,17
2018-06-10,10.57204767063922,14.096063560852294,10.57204767063922,21.14409534127844,17.620079451065365,10.57204767063922,0.0,37.00216684723727,37,0,4,18,6,0,18
2018-06-17,12.334055615745758,0.0,24.668111231491515,22.906103286384976,17.620079451065365,0.0,22.906103286384976,51.09823040808956,34,9,9,13,7,0,16
2018-06-24,0.0,47.57421451787649,31.71614301191766,17.620079451065365,31.71614301191766,0.0,12.334055615745758,38.76417479234381,38,10,7,15,4,0,41
2018-07-01,0.0,22.906103286384976,52.8602383531961,10.57204767063922,22.906103286384976,10.57204767063922,0.0,40.52618273745034,36,4,4,10,6,0,41
2018-07-08,17.620079451065365,12.334055615745758,40.52618273745034,12.334055615745758,15.85807150595883,0.0,0.0,40.52618273745034,25,4,0,18,4,0,22
2018-07-15,0.0,19.382087396171904,21.14409534127844,19.382087396171904,31.71614301191766,12.334055615745758,12.334055615745758,24.668111231491515,19,10,5,30,6,0,28
2018-07-22,12.334055615745758,24.668111231491515,24.668111231491515,21.14409534127844,12.334055615745758,0.0,24.668111231491515,33.4781509570242,34,9,5,12,5,0,22
2018-07-29,0.0,15.85807150595883,19.382087396171904,37.00216684723727,24.668111231491515,12.334055615745758,0.0,37.00216684723727,25,0,9,22,7,0,34
2018-08-05,0.0,17.620079451065365,33.4781509570242,12.334055615745758,17.620079451065365,12.334055615745758,0.0,33.4781509570242,21,5,5,17,10,0,33
2018-08-12,0.0,26.43011917659805,38.76417479234381,26.43011917659805,26.43011917659805,0.0,12.334055615745758,38.76417479234381,18,5,12,16,10,0,22
