date,Psicólogo,wedding planner,clases primaria,Entrenador Personal,Fontanero,Entrega a domicilio,Aire acondicionado,pinturas,portes
2018-01-07,0.0,0.0,0.0,8.574327752409944,8,0,6,23,12
2018-01-14,6.5164890918315574,6.5164890918315574,6.173515981735159,6.5164890918315574,5,0,8,27,2
2018-01-21,9.603247082699138,0.0,0.0,15.776763064434297,5,0,5,31,2
2018-01-28,6.173515981735159,6.173515981735159,6.5164890918315574,6.173515981735159,3,0,7,17,4
2018-02-04,6.173515981735159,0.0,6.173515981735159,10.289193302891933,9,0,11,30,5
2018-02-11,8.574327752409944,13.032978183663115,0.0,19.54946727549467,3,0,19,25,5
2018-02-18,0.0,6.173515981735159,0.0,6.173515981735159,3,0,12,23,6
2018-02-25,6.5164890918315574,6.5164890918315574,6.5164890918315574,6.5164890918315574,6,0,8,22,3
2018-03-04,6.5164890918315574,6.5164890918315574,6.5164890918315574,6.5164890918315574,4,0,13,25,3
2018-03-11,0.0,0.0,0.0,6.173515981735159,7,0,3,22,5
2018-03-18,0.0,9.603247082699138,0.0,6.5164890918315574,4,0,8,28,5
2018-03-25,7.888381532217148,0.0,0.0,11.661085743277523,3,3,5,22,3
2018-04-01,7.888381532217148,7.888381532217148,0.0,15.433789954337898,6,3,12,25,3
2018-04-08,6.173515981735159,0.0,0.0,12.690005073566716,6,2,11,26,2
2018-04-15,6.5164890918315574,6.5164890918315574,6.5164890918315574,13.032978183663115,3,0,20,29,3
2018-04-22,12.347031963470318,0.0,0.0,6.173515981735159,5,0,17,19,5
2018-04-29,6.5164890918315574,0.0,0.0,0.0,7,3,9,22,4
2018-05-06,6.173515981735159,0.0,6.173515981735159,0.0,4,2,9,21,2
2018-05-13,6.5164890918315574,6.5164890918315574,0.0,6.5164890918315574,4,0,8,27,3
2018-05-20,6.5164890918315574,6.5164890918315574,0.0,0.0,4,3,21,22,0
2018-05-27,6.173515981735159,0.0,6.173515981735159,9.26027397260274,4,5,15,27,4
2018-06-03,0.0,6.173515981735159,6.173515981735159,0.0,5,0,12,27,2
