date,Psicólogo,wedding planner,clases primaria,Entrenador Personal,Fontanero,Entrega a domicilio,Aire acondicionado,pinturas,portes
2018-01-07,0.0,0.0,0.0,0.0,0,0,12,12,8
2018-01-14,0.0,0.0,0.0,0.0,0,0,8,16,0
2018-01-21,0.0,0.0,0.0,0.0,8,0,8,31,8
2018-01-28,0.0,0.0,0.0,0.0,12,0,8,16,0
2018-02-04,0.0,0.0,0.0,0.0,8,0,8,19,0
2018-02-11,0.0,0.0,0.0,0.0,8,0,8,12,0
2018-02-18,0.0,0.0,0.0,0.0,0,0,8,11,8
2018-02-25,0.0,0.0,0.0,0.0,12,0,0,20,0
2018-03-04,0.0,0.0,0.0,0.0,8,0,8,16,0
2018-03-11,13.123699421965318,0.0,0.0,13.123699421965318,0,0,12,8,0
2018-03-18,0.0,0.0,0.0,0.0,8,0,8,16,8
2018-03-25,0.0,0.0,0.0,13.919075144508671,9,0,9,9,0
2018-04-01,0.0,0.0,0.0,13.521387283236995,0,0,8,16,0
2018-04-08,0.0,0.0,0.0,0.0,0,0,8,12,8
2018-04-15,0.0,0.0,0.0,0.0,0,0,12,8,0
2018-04-22,13.123699421965318,0.0,0.0,0.0,8,0,23,10,0
2018-04-29,0.0,0.0,0.0,0.0,0,0,8,12,0
2018-05-06,12.726011560693642,0.0,0.0,12.726011560693642,0,0,0,19,0
2018-05-13,0.0,0.0,0.0,0.0,8,0,16,20,0
2018-05-20,0.0,0.0,0.0,0.0,8,0,13,12,0
2018-05-27,0.0,0.0,0.0,0.0,8,0,0,19,0
2018-06-03,0.0,0.0,0.0,0.0,0,0,19,24,0
2018-06-10,0.0,0.0,0.0,0.0,8,0,0,8,0
2018-06-17,0.0,0.0,0.0,0.0,0,0,36,8,0
2018-06-24,0.0,0.0,0.0,13.919075144508671,0,0,36,8,0
2018-07-01,0.0,0.0,0.0,0.0,0,0,27,8,8
2018-07-08,0.0,0.0,0.0,0.0,0,0,11,8,8
2018-07-15,0.0,0.0,0.0,0.0,8,0,14,11,8
2018-07-22,0.0,0.0,0.0,0.0,0,0,31,8,0
2018-07-29,0.0,0.0,0.0,0.0,9,0,46,9,0
2018-08-05,0.0,0.0,0.0,0.0,8,8,51,14,0
2018-08-12,0.0,0.0,0.0,0.0,8,8,28,8,0
2018-08-19,0.0,0.0,0.0,0.0,0,0,29,14,0
2018-08-26,0.0,0.0,0.0,0.0,8,0,14,12,0
2018-09-02,0.0,0.0,0.0,25.849710982658962,8,0,8,18,0
