date,Psicólogo,wedding planner,clases primaria,Entrenador Personal,Fontanero,Entrega a domicilio,Aire acondicionado,pinturas,portes
2018-01-07,1.3634513634513634,1.0907610907610907,0.5453805453805454,4.2266992266992265,3,0,10,11,2
2018-01-14,1.0907610907610907,1.0907610907610907,0.5453805453805454,3.544973544973545,2,0,10,13,3
2018-01-21,1.4997964997964996,2.1815221815221815,0.818070818070818,2.8632478632478633,3,0,9,12,3
2018-01-28,1.3634513634513634,1.0907610907610907,0.818070818070818,3.954008954008954,3,0,10,13,3
2018-02-04,1.3634513634513634,1.4997964997964996,0.409035409035409,4.499389499389499,3,0,13,14,4
2018-02-11,1.3634513634513634,1.636141636141636,0.6817256817256817,4.363044363044363,3,0,11,15,4
2018-02-18,1.4997964997964996,1.0907610907610907,0.5453805453805454,3.8176638176638176,3,0,9,14,4
2018-02-25,1.0907610907610907,1.3634513634513634,0.409035409035409,3.1359381359381358,2,0,10,13,4
2018-03-04,1.2271062271062272,1.0907610907610907,0.409035409035409,2.9995929995929993,3,0,10,13,4
2018-03-11,1.2271062271062272,0.9544159544159544,0.5453805453805454,2.726902726902727,2,0,10,13,3
2018-03-18,1.2271062271062272,0.9544159544159544,0.409035409035409,3.4086284086284087,2,0,10,13,3
2018-03-25,0.6817256817256817,0.9544159544159544,0.6817256817256817,2.9995929995929993,2,0,9,11,2
2018-04-01,1.636141636141636,1.0907610907610907,0.6817256817256817,3.8176638176638176,2,0,11,12,4
2018-04-08,1.0907610907610907,0.6817256817256817,0.5453805453805454,2.8632478632478633,3,0,11,13,3
2018-04-15,1.2271062271062272,1.0907610907610907,0.6817256817256817,3.4086284086284087,2,0,15,13,3
2018-04-22,1.3634513634513634,0.9544159544159544,0.409035409035409,3.4086284086284087,2,0,18,13,2
2018-04-29,1.3634513634513634,1.0907610907610907,0.5453805453805454,2.9995929995929993,3,0,15,12,2
2018-05-06,1.4997964997964996,0.9544159544159544,0.5453805453805454,2.5905575905575904,2,0,16,12,2
2018-05-13,1.0907610907610907,0.9544159544159544,0.2726902726902727,3.544973544973545,3,0,16,13,2
2018-05-20,1.2271062271062272,1.0907610907610907,0.5453805453805454,2.8632478632478633,3,0,18,12,3
2018-05-27,1.2271062271062272,1.3634513634513634,0.5453805453805454,3.8176638176638176,2,0,18,13,2
2018-06-03,0.9544159544159544,0.9544159544159544,0.818070818070818,2.9995929995929993,2,0,17,13,2
2018-06-10,1.3634513634513634,0.818070818070818,0.818070818070818,3.544973544973545,3,0,27,12,2
2018-06-17,1.0907610907610907,1.0907610907610907,0.409035409035409,2.9995929995929993,2,0,66,12,2
2018-06-24,1.3634513634513634,0.9544159544159544,0.409035409035409,3.1359381359381358,3,0,71,11,2
2018-07-01,1.3634513634513634,1.0907610907610907,0.409035409035409,2.9995929995929993,3,0,47,11,2
2018-07-08,1.2271062271062272,0.9544159544159544,0.2726902726902727,3.1359381359381358,3,0,51,12,2
2018-07-15,1.0907610907610907,0.6817256817256817,0.409035409035409,3.544973544973545,3,0,37,12,2
2018-07-22,1.4997964997964996,1.636141636141636,0.409035409035409,3.544973544973545,2,0,35,11,2
2018-07-29,0.9544159544159544,0.9544159544159544,0.409035409035409,3.4086284086284087,3,0,77,12,2
2018-08-05,1.4997964997964996,1.0907610907610907,0.2726902726902727,3.1359381359381358,3,0,81,13,2
2018-08-12,1.2271062271062272,0.9544159544159544,0.409035409035409,2.8632478632478633,3,0,32,12,2
2018-08-19,1.636141636141636,1.4997964997964996,0.409035409035409,3.8176638176638176,3,0,26,12,2
2018-08-26,1.4997964997964996,1.636141636141636,0.6817256817256817,3.954008954008954,3,0,24,12,2
2018-09-02,2.1815221815221815,1.3634513634513634,1.3634513634513634,4.2266992266992265,3,0,17,11,2
2018-09-09,1.9088319088319088,1.2271062271062272,1.2271062271062272,3.272283272283272,2,0,13,12,2
2018-09-16,1.9088319088319088,1.3634513634513634,0.9544159544159544,3.1359381359381358,3,0,13,12,3
2018-09-23,2.045177045177045,1.9088319088319088,0.818070818070818,3.4086284086284087,3,0,13,12,2
2018-09-30,1.9088319088319088,1.636141636141636,0.409035409035409,2.9995929995929993,3,0,10,13,2
2018-10-07,1.4997964997964996,1.2271062271062272,0.6817256817256817,3.1359381359381358,2,0,9,13,2
2018-10-14,1.636141636141636,1.0907610907610907,0.818070818070818,3.272283272283272,3,0,9,13,2
2018-10-21,1.9088319088319088,1.2271062271062272,0.5453805453805454,3.272283272283272,3,0,9,12,2
2018-10-28,1.3634513634513634,1.0907610907610907,0.2726902726902727,2.8632478632478633,3,0,16,15,2
2018-11-04,2.1815221815221815,1.4997964997964996,0.5453805453805454,2.4542124542124544,3,0,12,12,2
2018-11-11,2.317867317867318,1.4997964997964996,0.818070818070818,2.9995929995929993,3,0,8,13,2
2018-11-18,1.7724867724867726,1.0907610907610907,0.2726902726902727,2.045177045177045,3,0,9,11,2
2018-11-25,2.1815221815221815,1.4997964997964996,0.6817256817256817,2.5905575905575904,2,0,10,11,2
2018-12-02,1.0907610907610907,0.9544159544159544,0.409035409035409,3.272283272283272,3,0,9,11,2
2018-12-09,2.045177045177045,0.6817256817256817,0.5453805453805454,2.5905575905575904,3,0,8,12,2
2018-12-16,1.9088319088319088,0.818070818070818,0.409035409035409,2.4542124542124544,2,0,8,11,2
2018-12-23,1.636141636141636,0.9544159544159544,0.13634513634513634,2.5905575905575904,2,0,9,10,2
2018-12-30,2.045177045177045,1.2271062271062272,0.409035409035409,3.4086284086284087,3,0,11,11,2
2019-01-06,2.317867317867318,0.9544159544159544,0.2726902726902727,3.4086284086284087,3,0,12,11,3
2019-01-13,2.5905575905575904,1.0907610907610907,0.2726902726902727,3.4086284086284087,2,0,12,11,3
2019-01-20,3.272283272283272,0.818070818070818,0.5453805453805454,3.1359381359381358,2,0,11,10,3
2019-01-27,2.4542124542124544,0.9544159544159544,0.409035409035409,3.272283272283272,3,0,10,12,4
2019-02-03,2.317867317867318,1.2271062271062272,0.409035409035409,3.681318681318681,3,0,10,13,4
2019-02-10,2.5905575905575904,1.2271062271062272,0.2726902726902727,3.8176638176638176,3,0,9,14,4
2019-02-17,2.045177045177045,1.3634513634513634,0.409035409035409,3.4086284086284087,2,0,10,13,4
2019-02-24,2.317867317867318,1.2271062271062272,0.13634513634513634,2.726902726902727,2,0,11,14,3
2019-03-03,2.726902726902727,1.4997964997964996,0.5453805453805454,3.272283272283272,3,0,11,13,4
2019-03-10,2.726902726902727,1.4997964997964996,0.409035409035409,3.1359381359381358,2,0,12,14,5
2019-03-17,2.4542124542124544,1.2271062271062272,0.409035409035409,3.8176638176638176,2,0,11,13,4
2019-03-24,2.8632478632478633,1.3634513634513634,0.409035409035409,3.272283272283272,2,0,13,13,4
2019-03-31,2.317867317867318,1.2271062271062272,0.6817256817256817,4.635734635734636,3,0,10,12,3
2019-04-07,2.726902726902727,1.4997964997964996,0.2726902726902727,2.5905575905575904,2,0,12,13,3
2019-04-14,2.045177045177045,1.3634513634513634,0.2726902726902727,2.1815221815221815,2,0,10,12,2
2019-04-21,2.317867317867318,1.2271062271062272,0.2726902726902727,3.8176638176638176,2,0,10,12,3
2019-04-28,2.317867317867318,1.0907610907610907,0.2726902726902727,2.4542124542124544,2,0,15,10,3
2019-05-05,2.1815221815221815,1.0907610907610907,0.6817256817256817,3.544973544973545,2,0,20,12,2
2019-05-12,2.045177045177045,1.2271062271062272,0.5453805453805454,3.272283272283272,2,0,25,12,2
2019-05-19,2.045177045177045,0.9544159544159544,0.2726902726902727,3.272283272283272,3,0,18,13,2
2019-05-26,2.1815221815221815,1.0907610907610907,0.2726902726902727,2.9995929995929993,2,0,28,11,2
2019-06-02,2.045177045177045,0.9544159544159544,0.6817256817256817,3.954008954008954,2,0,35,12,2
2019-06-09,2.4542124542124544,1.3634513634513634,0.6817256817256817,2.9995929995929993,3,0,21,12,2
2019-06-16,1.636141636141636,1.2271062271062272,0.409035409035409,3.681318681318681,2,0,30,12,2
2019-06-23,1.7724867724867726,1.636141636141636,0.2726902726902727,3.4086284086284087,3,0,96,11,2
2019-06-30,2.5905575905575904,1.0907610907610907,0.409035409035409,2.5905575905575904,2,0,100,10,2
2019-07-07,2.317867317867318,1.3634513634513634,0.5453805453805454,3.1359381359381358,2,0,58,12,2
2019-07-14,1.7724867724867726,1.4997964997964996,0.409035409035409,2.5905575905575904,3,0,48,11,2
2019-07-21,2.4542124542124544,1.0907610907610907,0.2726902726902727,2.4542124542124544,2,0,70,11,2
2019-07-28,2.317867317867318,1.2271062271062272,0.13634513634513634,3.4086284086284087,3,0,34,12,2
2019-08-04,1.9088319088319088,0.9544159544159544,0.2726902726902727,3.544973544973545,2,0,45,11,2
2019-08-11,2.1815221815221815,0.9544159544159544,0.409035409035409,2.8632478632478633,3,0,31,11,2
2019-08-18,1.9088319088319088,1.0907610907610907,0.5453805453805454,3.954008954008954,3,0,26,12,2
2019-08-25,2.8632478632478633,1.3634513634513634,1.0907610907610907,4.2266992266992265,3,0,20,11,2
2019-09-01,2.726902726902727,1.9088319088319088,1.636141636141636,4.2266992266992265,3,0,17,12,2
2019-09-08,2.4542124542124544,1.0907610907610907,1.4997964997964996,3.1359381359381358,2,0,11,11,2
2019-09-15,2.4542124542124544,1.4997964997964996,0.818070818070818,3.954008954008954,3,0,10,11,3
2019-09-22,2.8632478632478633,1.0907610907610907,0.818070818070818,3.1359381359381358,3,0,10,12,2
2019-09-29,2.8632478632478633,1.3634513634513634,0.6817256817256817,3.544973544973545,2,0,9,12,2
2019-10-06,2.8632478632478633,1.4997964997964996,0.6817256817256817,3.4086284086284087,2,0,8,13,2
2019-10-13,2.317867317867318,1.2271062271062272,0.409035409035409,4.499389499389499,2,0,9,12,2
2019-10-20,2.045177045177045,1.2271062271062272,0.5453805453805454,2.317867317867318,3,0,13,13,2
2019-10-27,2.1815221815221815,1.0907610907610907,0.6817256817256817,2.9995929995929993,3,0,8,14,2
2019-11-03,2.726902726902727,1.4997964997964996,0.6817256817256817,2.9995929995929993,3,0,10,12,2
2019-11-10,2.045177045177045,0.9544159544159544,0.5453805453805454,2.5905575905575904,3,0,13,12,2
2019-11-17,2.726902726902727,1.3634513634513634,0.818070818070818,2.8632478632478633,3,0,16,12,2
2019-11-24,2.317867317867318,0.818070818070818,0.5453805453805454,2.9995929995929993,4,0,10,11,2
2019-12-01,2.317867317867318,0.818070818070818,0.818070818070818,2.8632478632478633,3,0,10,12,2
2019-12-08,2.9995929995929993,0.818070818070818,0.409035409035409,2.045177045177045,5,0,9,11,2
2019-12-15,2.8632478632478633,0.6817256817256817,0.2726902726902727,2.4542124542124544,6,0,8,12,2
2019-12-22,2.4542124542124544,0.6817256817256817,0.13634513634513634,2.8632478632478633,5,0,7,10,2
2019-12-29,2.4542124542124544,0.9544159544159544,0.13634513634513634,3.681318681318681,5,0,10,10,2
2020-01-05,2.5905575905575904,1.2271062271062272,0.6817256817256817,3.4086284086284087,4,0,12,10,2
2020-01-12,2.8632478632478633,1.2271062271062272,0.5453805453805454,3.8176638176638176,3,0,13,12,3
