date,travaux rénovation,Gazon synthétique,piscine semi enterrée,apprendre anglais,paysagiste,Coach sportif,Installation climatisation,Artisan peintre,jardiner,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-01-07,0.0,12.857925222510694,25.71585044502139,22.209143566154836,14.858277724817286,21.318398474737847,6.460120749920559,0.0,6,0,6,35,5,0,11
2018-01-14,12.857925222510694,18.702436687288284,25.71585044502139,42.08048254639864,31.654591674610742,10.336193199872895,0.0,6.460120749920559,14,6,11,15,13,0,8
2018-01-21,12.857925222510694,25.71585044502139,12.857925222510694,12.857925222510694,40.69876072449952,14.858277724817286,6.460120749920559,6.460120749920559,12,0,12,33,16,0,8
2018-01-28,12.857925222510694,12.857925222510694,25.71585044502139,30.391459616843463,27.778519224658403,40.69876072449952,12.920241499841119,6.460120749920559,15,6,6,23,11,0,11
2018-02-04,12.857925222510694,12.857925222510694,12.857925222510694,17.533534394332765,30.362567524626627,12.920241499841119,0.0,0.0,9,0,9,16,0,0,5
2018-02-11,0.0,14.026827515466213,0.0,14.026827515466213,26.486495074674295,9.690181124880839,6.460120749920559,0.0,12,0,18,35,6,0,17
2018-02-18,0.0,26.88475273797691,14.026827515466213,22.209143566154836,24.548458849698125,13.566253574833175,0.0,6.460120749920559,18,0,8,28,6,0,8
2018-02-25,12.857925222510694,19.871338980243802,12.857925222510694,22.209143566154836,10.98220527486495,14.858277724817286,6.460120749920559,6.460120749920559,16,6,15,36,5,0,19
2018-03-04,25.71585044502139,32.72926420275449,12.857925222510694,17.533534394332765,36.82268827454719,12.920241499841119,0.0,6.460120749920559,24,0,6,24,8,0,33
2018-03-11,26.88475273797691,22.209143566154836,17.533534394332765,26.88475273797691,30.362567524626627,23.256434699714013,0.0,12.920241499841119,8,0,9,32,5,0,25
2018-03-18,0.0,19.871338980243802,19.871338980243802,39.742677960487605,46.51286939942803,10.98220527486495,0.0,6.460120749920559,22,0,6,22,8,0,20
2018-03-25,12.857925222510694,30.391459616843463,12.857925222510694,35.06706878866553,27.778519224658403,19.380362249761678,0.0,0.0,22,0,12,20,5,5,16
2018-04-01,0.0,35.06706878866553,28.053655030932426,26.88475273797691,45.22084524944391,15.504289799809342,0.0,6.460120749920559,19,6,15,27,6,0,29
2018-04-08,14.026827515466213,49.093896304131746,22.209143566154836,26.88475273797691,35.530664124563074,21.9644105497299,0.0,0.0,22,6,9,26,6,6,28
2018-04-15,14.026827515466213,77.14755133506416,65.45852840550899,19.871338980243802,31.008579599618685,14.21226564982523,0.0,0.0,22,11,13,26,6,6,57
2018-04-22,12.857925222510694,56.10731006186485,19.871338980243802,12.857925222510694,42.636796949475695,14.858277724817286,6.460120749920559,0.0,27,6,12,29,16,0,43
2018-04-29,0.0,29.22255732388794,21.04024127319932,33.898166495710015,35.530664124563074,16.796313949793454,0.0,0.0,25,11,17,25,10,0,29
2018-05-06,0.0,25.71585044502139,17.533534394332765,21.04024127319932,38.1147124245313,14.858277724817286,0.0,0.0,39,12,6,29,5,8,35
2018-05-13,0.0,17.533534394332765,26.88475273797691,39.742677960487605,23.90244677470607,19.380362249761678,0.0,0.0,34,9,0,22,11,0,14
2018-05-20,0.0,26.88475273797691,26.88475273797691,26.88475273797691,31.008579599618685,17.44232602478551,6.460120749920559,0.0,18,9,12,30,5,6,39
2018-05-27,0.0,19.871338980243802,12.857925222510694,12.857925222510694,36.17667619955513,16.796313949793454,0.0,0.0,25,12,15,35,11,5,21
2018-06-03,12.857925222510694,25.71585044502139,25.71585044502139,12.857925222510694,31.008579599618685,10.336193199872895,0.0,12.274229424849063,40,6,0,34,8,0,10
2018-06-10,11.689022929555179,30.391459616843463,18.702436687288284,24.546948152065873,20.026374324753732,9.690181124880839,0.0,0.0,11,9,5,22,13,0,40
2018-06-17,0.0,35.06706878866553,26.88475273797691,12.857925222510694,29.07054337464252,8.398156974896727,0.0,6.460120749920559,9,9,6,28,8,0,41
2018-06-24,0.0,32.72926420275449,56.10731006186485,25.71585044502139,19.380362249761678,6.460120749920559,0.0,0.0,6,6,6,14,5,0,29
2018-07-01,12.857925222510694,32.72926420275449,12.857925222510694,12.857925222510694,28.42453129965046,20.67238639974579,8.398156974896727,5.814108674928503,6,14,6,26,10,0,41
2018-07-08,25.71585044502139,31.560361909798978,46.756091718220716,12.857925222510694,31.008579599618685,14.858277724817286,12.274229424849063,6.460120749920559,11,11,6,32,5,5,26
2018-07-15,0.0,29.22255732388794,38.57377566753208,12.857925222510694,16.796313949793454,20.67238639974579,6.460120749920559,0.0,11,9,14,29,11,0,34
2018-07-22,0.0,21.04024127319932,46.756091718220716,18.702436687288284,39.40673657451541,12.274229424849063,12.274229424849063,0.0,13,11,6,13,5,0,18
2018-07-29,0.0,24.546948152065873,24.546948152065873,16.364632101377246,41.34477279949158,8.398156974896727,18.734350174769624,9.044169049888783,11,8,11,30,16,0,44
2018-08-05,0.0,23.378045859110358,43.24938483935415,29.22255732388794,29.07054337464252,9.690181124880839,9.044169049888783,11.628217349857007,9,7,7,23,7,5,39
2018-08-12,11.689022929555179,19.871338980243802,18.702436687288284,30.391459616843463,16.1503018748014,29.716555449634573,5.814108674928503,5.814108674928503,6,6,5,11,15,0,25
2018-08-19,12.857925222510694,29.22255732388794,31.560361909798978,31.560361909798978,14.21226564982523,15.504289799809342,6.460120749920559,5.814108674928503,14,6,6,21,15,0,18
2018-08-26,12.857925222510694,12.857925222510694,25.71585044502139,31.560361909798978,18.734350174769624,27.13250714966635,6.460120749920559,6.460120749920559,6,6,13,42,16,0,13
