date,Psicólogo,wedding planner,clases primaria,Entrenador Personal,Fontanero,Entrega a domicilio,Aire acondicionado,pinturas,portes
2018-01-07,0.0,0.0,0.0,3.34525447042641,1,0,3,13,3
2018-01-14,3.5213204951856945,3.5213204951856945,0.0,3.5213204951856945,2,0,2,6,4
2018-01-21,6.69050894085282,3.34525447042641,0.0,6.69050894085282,2,1,4,4,1
2018-01-28,3.5213204951856945,3.5213204951856945,0.0,0.0,2,0,5,8,1
2018-02-04,0.0,3.34525447042641,3.34525447042641,3.34525447042641,1,0,5,9,0
2018-02-11,0.0,3.5213204951856945,0.0,4.577716643741403,2,0,5,9,0
2018-02-18,3.5213204951856945,0.0,0.0,3.34525447042641,1,1,4,12,2
2018-02-25,0.0,3.34525447042641,0.0,3.34525447042641,2,0,3,9,2
2018-03-04,3.5213204951856945,3.34525447042641,3.5213204951856945,3.34525447042641,0,1,8,11,1
2018-03-11,3.34525447042641,3.34525447042641,0.0,5.105914718019258,2,0,6,10,0
2018-03-18,6.866574965612105,3.34525447042641,0.0,3.5213204951856945,1,0,3,11,2
2018-03-25,3.6973865199449794,0.0,0.0,3.6973865199449794,3,0,3,3,0
2018-04-01,0.0,3.5213204951856945,3.5213204951856945,3.5213204951856945,3,0,3,7,1
2018-04-08,0.0,0.0,0.0,3.34525447042641,1,0,4,9,1
2018-04-15,0.0,3.5213204951856945,3.5213204951856945,7.042640990371389,3,0,8,11,2
2018-04-22,0.0,3.5213204951856945,0.0,10.740027510316368,1,0,11,13,0
2018-04-29,3.5213204951856945,3.5213204951856945,0.0,3.5213204951856945,2,0,5,10,2
2018-05-06,0.0,0.0,0.0,5.105914718019258,2,0,5,9,1
2018-05-13,6.866574965612105,0.0,0.0,6.866574965612105,3,0,7,9,3
2018-05-20,0.0,0.0,0.0,0.0,0,0,12,11,5
2018-05-27,0.0,3.34525447042641,0.0,3.34525447042641,0,0,12,10,1
2018-06-03,3.34525447042641,3.34525447042641,3.34525447042641,5.105914718019258,4,0,17,7,0
2018-06-10,0.0,0.0,0.0,3.34525447042641,2,0,8,7,1
2018-06-17,0.0,3.6973865199449794,0.0,0.0,2,0,29,3,2
