date,partition guitare
2018-01-07,0.9161676646706587
2018-01-14,0.25748502994011974
2018-01-21,0.5029940119760479
2018-01-28,0.49700598802395207
2018-02-04,0.39520958083832336
2018-02-11,0.5209580838323353
2018-02-18,0.5688622754491018
2018-02-25,0.7724550898203593
2018-03-04,0.5868263473053892
2018-03-11,0.40119760479041916
2018-03-18,0.2634730538922156
2018-03-25,0.4431137724550898
2018-04-01,0.17964071856287425
2018-04-08,0.8083832335329342
2018-04-15,0.6706586826347305
2018-04-22,0.47904191616766467
2018-04-29,0.40718562874251496
2018-05-06,0.49700598802395207
2018-05-13,0.49700598802395207
2018-05-20,0.18562874251497005
2018-05-27,0.47305389221556887
2018-06-03,0.41916167664670656
2018-06-10,0.4311377245508982
2018-06-17,0.6946107784431138
2018-06-24,0.5508982035928144
2018-07-01,0.4431137724550898
2018-07-08,0.5209580838323353
2018-07-15,0.5089820359281437
2018-07-22,0.2934131736526946
2018-07-29,0.5568862275449101
2018-08-05,0.19760479041916168
2018-08-12,0.6646706586826348
2018-08-19,0.46107784431137727
2018-08-26,0.3712574850299401
2018-09-02,0.47904191616766467
2018-09-09,0.6407185628742516
2018-09-16,0.39520958083832336
2018-09-23,0.24550898203592814
2018-09-30,0.2155688622754491
2018-10-07,0.49101796407185627
2018-10-14,0.49700598802395207
2018-10-21,0.49700598802395207
2018-10-28,0.6047904191616766
2018-11-04,0.20958083832335328
2018-11-11,0.5089820359281437
2018-11-18,1.0
2018-11-25,0.5568862275449101
2018-12-02,0.7005988023952096
2018-12-09,0.4431137724550898
2018-12-16,0.4550898203592814
2018-12-23,0.6586826347305389
2018-12-30,0.5029940119760479
2019-01-06,0.46107784431137727
2019-01-13,0.4311377245508982
2019-01-20,0.47305389221556887
2019-01-27,0.3532934131736527
2019-02-03,0.6047904191616766
2019-02-10,0.8622754491017964
2019-02-17,0.47305389221556887
2019-02-24,0.46706586826347307
2019-03-03,0.48502994011976047
2019-03-10,0.6287425149700598
2019-03-17,0.4550898203592814
2019-03-24,0.2634730538922156
2019-03-31,0.3712574850299401
2019-04-07,0.8083832335329342
2019-04-14,0.2634730538922156
2019-04-21,0.46107784431137727
2019-04-28,0.39520958083832336
2019-05-05,0.49101796407185627
2019-05-12,0.5988023952095808
2019-05-19,0.2215568862275449
2019-05-26,0.11976047904191617
2019-06-02,0.25149700598802394
2019-06-09,0.3772455089820359
2019-06-16,0.19760479041916168
2019-06-23,0.5988023952095808
2019-06-30,0.32335329341317365
2019-07-07,0.46706586826347307
2019-07-14,0.48502994011976047
2019-07-21,0.41317365269461076
2019-07-28,0.23353293413173654
2019-08-04,0.4431137724550898
2019-08-11,0.3413173652694611
2019-08-18,0.2994011976047904
2019-08-25,0.3772455089820359
2019-09-01,0.6586826347305389
2019-09-08,0.3652694610778443
2019-09-15,0.19161676646706588
2019-09-22,0.46107784431137727
2019-09-29,0.48502994011976047
2019-10-06,0.16766467065868262
2019-10-13,0.4311377245508982
2019-10-20,0.5868263473053892
2019-10-27,0.5688622754491018
2019-11-03,0.5449101796407185
2019-11-10,0.4311377245508982
2019-11-17,0.3592814371257485
2019-11-24,0.3473053892215569
2019-12-01,0.40718562874251496
2019-12-08,0.49700598802395207
2019-12-15,0.3592814371257485
2019-12-22,0.7125748502994012
2019-12-29,0.5568862275449101
2020-01-05,0.32335329341317365
2020-01-12,0.2934131736526946
2020-01-19,0.5209580838323353
2020-01-26,0.41916167664670656
2020-02-02,0.32934131736526945
2020-02-09,0.2874251497005988
2020-02-16,0.4491017964071856
2020-02-23,0.3592814371257485
2020-03-01,0.2694610778443114
2020-03-08,0.4431137724550898
2020-03-15,0.437125748502994
2020-03-22,0.5748502994011976
2020-03-29,0.4431137724550898
2020-04-05,0.6706586826347305
2020-04-12,0.7664670658682635
2020-04-19,0.6107784431137725
2020-04-26,0.6047904191616766
2020-05-03,0.47904191616766467
2020-05-10,0.40718562874251496
2020-05-17,0.33532934131736525
