,geoName,climatisation maison
3,Brittany,10.79136690647482
5,Centre-Val de Loire,49.640287769784166
7,Corsica,0.0
15,Pays de la Loire,28.05755395683453
18,Provence-Alpes-Côte d'Azur,73.38129496402878
21,Île-de-France,28.05755395683453
22,Grand-est,54.67625899280575
23,Hauts-de-france,31.294964028776977
24,Normandie,12.949640287769784
25,Bourgogne-Franche-Comté,88.48920863309353
26,Nouvelle-Aquitaine,100.0
27,Occitanie,59.352517985611506
28,Auvergne-Rhône-Alpes,49.640287769784166
