date,phytothérapie,isPartial
2018-01-07,44,False
2018-01-14,75,False
2018-01-21,46,False
2018-01-28,79,False
2018-02-04,44,False
2018-02-11,45,False
2018-02-18,57,False
2018-02-25,33,False
2018-03-04,49,False
2018-03-11,58,False
2018-03-18,64,False
2018-03-25,50,False
2018-04-01,70,False
2018-04-08,33,False
2018-04-15,58,False
2018-04-22,43,False
2018-04-29,65,False
2018-05-06,34,False
2018-05-13,47,False
2018-05-20,23,False
2018-05-27,39,False
2018-06-03,61,False
2018-06-10,64,False
2018-06-17,56,False
2018-06-24,31,False
2018-07-01,48,False
2018-07-08,41,False
2018-07-15,15,False
2018-07-22,40,False
2018-07-29,37,False
2018-08-05,50,False
2018-08-12,63,False
2018-08-19,53,False
2018-08-26,57,False
2018-09-02,72,False
2018-09-09,44,False
2018-09-16,44,False
2018-09-23,53,False
2018-09-30,26,False
2018-10-07,44,False
2018-10-14,57,False
2018-10-21,60,False
2018-10-28,42,False
2018-11-04,52,False
2018-11-11,88,False
2018-11-18,30,False
2018-11-25,75,False
2018-12-02,44,False
2018-12-09,36,False
2018-12-16,64,False
2018-12-23,55,False
2018-12-30,46,False
2019-01-06,22,False
2019-01-13,44,False
2019-01-20,58,False
2019-01-27,60,False
2019-02-03,25,False
2019-02-10,100,False
2019-02-17,61,False
2019-02-24,68,False
2019-03-03,57,False
2019-03-10,44,False
2019-03-17,68,False
2019-03-24,65,False
2019-03-31,77,False
2019-04-07,42,False
2019-04-14,24,False
2019-04-21,91,False
2019-04-28,50,False
2019-05-05,58,False
2019-05-12,51,False
2019-05-19,32,False
2019-05-26,43,False
2019-06-02,59,False
2019-06-09,51,False
2019-06-16,42,False
2019-06-23,19,False
2019-06-30,42,False
2019-07-07,34,False
2019-07-14,41,False
2019-07-21,64,False
2019-07-28,42,False
2019-08-04,83,False
2019-08-11,68,False
2019-08-18,47,False
2019-08-25,31,False
2019-09-01,55,False
2019-09-08,55,False
2019-09-15,45,False
2019-09-22,61,False
2019-09-29,47,False
2019-10-06,54,False
2019-10-13,50,False
2019-10-20,32,False
2019-10-27,49,False
2019-11-03,52,False
2019-11-10,47,False
2019-11-17,40,False
2019-11-24,43,False
2019-12-01,59,False
2019-12-08,47,False
2019-12-15,40,False
2019-12-22,40,False
2019-12-29,30,False
2020-01-05,47,False
2020-01-12,59,False
2020-01-19,57,False
2020-01-26,64,False
2020-02-02,65,False
2020-02-09,48,False
2020-02-16,49,False
2020-02-23,62,False
2020-03-01,49,False
2020-03-08,33,False
2020-03-15,48,False
2020-03-22,35,False
2020-03-29,31,False
2020-04-05,61,False
2020-04-12,44,False
2020-04-19,34,False
2020-04-26,63,False
2020-05-03,45,False
2020-05-10,76,False
2020-05-17,45,True
