ticket_geo_region_name,ticket_taxonomy_tag_name,year,Rank,Max,Min,Demand_factor_max_to_min
Deutschland,Brautkleid,2018,1,4,11,2.0
Deutschland,Hochzeitstorte,2018,2,4,11,3.0
Deutschland,Hochzeit Bilder,2018,3,4,11,5.8
Deutschland,Blumen Hochzeit,2018,4,3,10,3.2
Deutschland,Brautkleid,2019,1,0,11,1.6
Deutschland,Hochzeitstorte,2019,2,4,11,2.6
Deutschland,Hochzeit Bilder,2019,3,7,1,3.0
Deutschland,Blumen Hochzeit,2019,4,4,10,3.2
Deutschland,Brautkleid,2020,1,0,3,1.8
Deutschland,Hochzeitstorte,2020,2,0,3,2.8
Deutschland,Blumen Hochzeit,2020,3,1,3,2.4
Deutschland,Hochzeit Bilder,2020,4,1,2,1.8
