date,saracinesca,isPartial
2018-01-07,29,False
2018-01-14,47,False
2018-01-21,28,False
2018-01-28,28,False
2018-02-04,19,False
2018-02-11,37,False
2018-02-18,36,False
2018-02-25,18,False
2018-03-04,26,False
2018-03-11,35,False
2018-03-18,27,False
2018-03-25,19,False
2018-04-01,39,False
2018-04-08,36,False
2018-04-15,73,False
2018-04-22,58,False
2018-04-29,47,False
2018-05-06,45,False
2018-05-13,27,False
2018-05-20,0,False
2018-05-27,18,False
2018-06-03,64,False
2018-06-10,72,False
2018-06-17,37,False
2018-06-24,47,False
2018-07-01,37,False
2018-07-08,56,False
2018-07-15,57,False
2018-07-22,39,False
2018-07-29,20,False
2018-08-05,22,False
2018-08-12,37,False
2018-08-19,24,False
2018-08-26,39,False
2018-09-02,27,False
2018-09-09,35,False
2018-09-16,43,False
2018-09-23,26,False
2018-09-30,43,False
2018-10-07,53,False
2018-10-14,36,False
2018-10-21,35,False
2018-10-28,26,False
2018-11-04,42,False
2018-11-11,35,False
2018-11-18,34,False
2018-11-25,35,False
2018-12-02,26,False
2018-12-09,52,False
2018-12-16,54,False
2018-12-23,21,False
2018-12-30,30,False
2019-01-06,27,False
2019-01-13,34,False
2019-01-20,34,False
2019-01-27,50,False
2019-02-03,34,False
2019-02-10,42,False
2019-02-17,52,False
2019-02-24,35,False
2019-03-03,53,False
2019-03-10,52,False
2019-03-17,27,False
2019-03-24,18,False
2019-03-31,36,False
2019-04-07,62,False
2019-04-14,64,False
2019-04-21,20,False
2019-04-28,55,False
2019-05-05,18,False
2019-05-12,17,False
2019-05-19,43,False
2019-05-26,33,False
2019-06-02,18,False
2019-06-09,18,False
2019-06-16,27,False
2019-06-23,37,False
2019-06-30,18,False
2019-07-07,36,False
2019-07-14,37,False
2019-07-21,29,False
2019-07-28,20,False
2019-08-04,32,False
2019-08-11,85,False
2019-08-18,45,False
2019-08-25,20,False
2019-09-01,50,False
2019-09-08,35,False
2019-09-15,50,False
2019-09-22,82,False
2019-09-29,16,False
2019-10-06,50,False
2019-10-13,42,False
2019-10-20,40,False
2019-10-27,0,False
2019-11-03,23,False
2019-11-10,24,False
2019-11-17,79,False
2019-11-24,47,False
2019-12-01,24,False
2019-12-08,100,False
2019-12-15,67,False
2019-12-22,20,False
2019-12-29,39,False
2020-01-05,24,False
2020-01-12,30,False
2020-01-19,23,False
2020-01-26,23,False
2020-02-02,38,False
2020-02-09,38,False
2020-02-16,76,False
2020-02-23,29,False
2020-03-01,44,False
2020-03-08,71,False
2020-03-15,22,False
2020-03-22,42,False
2020-03-29,35,False
2020-04-05,44,False
2020-04-12,15,False
2020-04-19,21,False
2020-04-26,98,True
