,geoName,installation climatiseur
3,Brittany,0.0
5,Centre-Val de Loire,63.30275229357798
7,Corsica,0.0
15,Pays de la Loire,13.761467889908255
18,Provence-Alpes-Côte d'Azur,24.77064220183486
21,Île-de-France,22.01834862385321
22,Grand-est,43.11926605504587
23,Hauts-de-france,23.394495412844034
24,Normandie,15.13761467889908
25,Bourgogne-Franche-Comté,48.16513761467889
26,Nouvelle-Aquitaine,100.0
27,Occitanie,26.146788990825687
28,Auvergne-Rhône-Alpes,34.403669724770644
