Unnamed: 0,stage anglais
3,42.70833333333333
5,51.04166666666666
7,0.0
15,21.875
18,53.125
21,100.0
22,60.069444444444436
23,45.83333333333333
24,43.22916666666667
25,29.16666666666667
26,17.708333333333336
27,65.10416666666666
28,65.10416666666666
