date,stage anglais
2018-01-07,0.42016806722689076
2018-01-14,0.6974789915966386
2018-01-21,0.2857142857142857
2018-01-28,0.6890756302521008
2018-02-04,0.40336134453781514
2018-02-11,0.4117647058823529
2018-02-18,1.0
2018-02-25,0.0
2018-03-04,0.4369747899159664
2018-03-11,0.6386554621848739
2018-03-18,0.42857142857142855
2018-03-25,0.0
2018-04-01,0.42016806722689076
2018-04-08,0.42857142857142855
2018-04-15,0.7563025210084033
2018-04-22,0.0
2018-04-29,0.0
2018-05-06,0.0
2018-05-13,0.42857142857142855
2018-05-20,0.0
2018-05-27,0.0
2018-06-03,0.0
2018-06-10,0.4117647058823529
2018-06-17,0.4369747899159664
2018-06-24,0.0
2018-07-01,0.2857142857142857
2018-07-08,0.0
2018-07-15,0.0
2018-07-22,0.0
2018-07-29,0.29411764705882354
2018-08-05,0.0
2018-08-12,0.2857142857142857
2018-08-19,0.0
2018-08-26,0.0
2018-09-02,0.453781512605042
2018-09-09,0.7478991596638656
2018-09-16,0.2857142857142857
2018-09-23,0.4369747899159664
2018-09-30,0.44537815126050423
2018-10-07,0.29411764705882354
2018-10-14,0.3025210084033613
2018-10-21,0.0
2018-10-28,0.44537815126050423
2018-11-04,0.6386554621848739
2018-11-11,0.0
2018-11-18,0.4117647058823529
2018-11-25,0.7058823529411765
2018-12-02,0.0
2018-12-09,0.7310924369747899
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.46218487394957986
2019-01-06,0.42857142857142855
2019-01-13,0.8403361344537815
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.7142857142857143
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,0.42016806722689076
2019-03-03,0.6890756302521008
2019-03-10,0.0
2019-03-17,0.7310924369747899
2019-03-24,0.0
2019-03-31,0.0
2019-04-07,0.0
2019-04-14,0.0
2019-04-21,0.0
2019-04-28,0.40336134453781514
2019-05-05,0.0
2019-05-12,0.6386554621848739
2019-05-19,0.7058823529411765
2019-05-26,0.42016806722689076
2019-06-02,0.0
2019-06-09,0.3949579831932773
2019-06-16,0.42857142857142855
2019-06-23,0.2773109243697479
2019-06-30,0.0
2019-07-07,0.44537815126050423
2019-07-14,0.453781512605042
2019-07-21,0.0
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,0.0
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.3697478991596639
2019-09-29,0.6470588235294118
2019-10-06,0.6554621848739496
2019-10-13,0.3865546218487395
2019-10-20,0.3949579831932773
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.3697478991596639
2019-11-17,0.37815126050420167
2019-11-24,0.36134453781512604
2019-12-01,0.3697478991596639
2019-12-08,0.3697478991596639
2019-12-15,0.37815126050420167
2019-12-22,0.40336134453781514
2019-12-29,0.3949579831932773
2020-01-05,0.36134453781512604
2020-01-12,0.24369747899159663
2020-01-19,0.3697478991596639
2020-01-26,0.25210084033613445
2020-02-02,0.0
2020-02-09,0.7226890756302521
2020-02-16,0.36134453781512604
2020-02-23,0.0
2020-03-01,0.7058823529411765
2020-03-08,0.3445378151260504
2020-03-15,0.46218487394957986
2020-03-22,0.0
2020-03-29,0.0
2020-04-05,0.3025210084033613
2020-04-12,0.31092436974789917
2020-04-19,0.0
2020-04-26,0.19327731092436976
2020-05-03,0.0
2020-05-10,0.0
2020-05-17,0.0
2020-05-24,0.0
2020-05-31,0.21008403361344538
2020-06-07,0.0
2020-06-14,0.3277310924369748
2020-06-21,
