date,plombier chauffagiste
2018-01-07,0.3356643356643357
2018-01-14,0.16783216783216784
2018-01-21,0.22377622377622378
2018-01-28,0.34265734265734266
2018-02-04,0.5524475524475524
2018-02-11,0.11188811188811189
2018-02-18,0.5104895104895105
2018-02-25,0.43356643356643354
2018-03-04,0.5524475524475524
2018-03-11,0.44755244755244755
2018-03-18,0.45454545454545453
2018-03-25,0.23076923076923078
2018-04-01,0.6013986013986014
2018-04-08,0.23776223776223776
2018-04-15,0.25874125874125875
2018-04-22,0.18181818181818182
2018-04-29,0.46153846153846156
2018-05-06,0.0
2018-05-13,0.5734265734265734
2018-05-20,0.18181818181818182
2018-05-27,0.5804195804195804
2018-06-03,0.8181818181818182
2018-06-10,0.7412587412587412
2018-06-17,0.48951048951048953
2018-06-24,0.24475524475524477
2018-07-01,0.17482517482517482
2018-07-08,0.36363636363636365
2018-07-15,0.3706293706293706
2018-07-22,0.7482517482517482
2018-07-29,0.5034965034965035
2018-08-05,0.25874125874125875
2018-08-12,0.7762237762237763
2018-08-19,0.5034965034965035
2018-08-26,0.8531468531468531
2018-09-02,0.42657342657342656
2018-09-09,0.35664335664335667
2018-09-16,0.4195804195804196
2018-09-23,0.11888111888111888
2018-09-30,0.7202797202797203
2018-10-07,0.6013986013986014
2018-10-14,0.48951048951048953
2018-10-21,0.3776223776223776
2018-10-28,0.5804195804195804
2018-11-04,0.45454545454545453
2018-11-11,0.5314685314685315
2018-11-18,0.45454545454545453
2018-11-25,0.5104895104895105
2018-12-02,0.17482517482517482
2018-12-09,0.23776223776223776
2018-12-16,0.11888111888111888
2018-12-23,0.26573426573426573
2018-12-30,0.36363636363636365
2019-01-06,0.44755244755244755
2019-01-13,0.9020979020979021
2019-01-20,0.6503496503496503
2019-01-27,0.42657342657342656
2019-02-03,0.4405594405594406
2019-02-10,0.16783216783216784
2019-02-17,0.4755244755244755
2019-02-24,0.46153846153846156
2019-03-03,0.32867132867132864
2019-03-10,0.11188811188811189
2019-03-17,0.40559440559440557
2019-03-24,0.45454545454545453
2019-03-31,0.16083916083916083
2019-04-07,0.44755244755244755
2019-04-14,0.16783216783216784
2019-04-21,0.11188811188811189
2019-04-28,0.22377622377622378
2019-05-05,0.5384615384615384
2019-05-12,0.3356643356643357
2019-05-19,0.16083916083916083
2019-05-26,0.11188811188811189
2019-06-02,0.0
2019-06-09,0.2097902097902098
2019-06-16,0.11188811188811189
2019-06-23,0.34265734265734266
2019-06-30,0.16783216783216784
2019-07-07,0.16083916083916083
2019-07-14,0.3986013986013986
2019-07-21,0.5104895104895105
2019-07-28,0.23076923076923078
2019-08-04,0.34965034965034963
2019-08-11,0.4825174825174825
2019-08-18,0.4965034965034965
2019-08-25,0.11888111888111888
2019-09-01,0.5314685314685315
2019-09-08,0.5944055944055944
2019-09-15,0.32167832167832167
2019-09-22,0.4195804195804196
2019-09-29,0.43356643356643354
2019-10-06,0.3706293706293706
2019-10-13,0.26573426573426573
2019-10-20,0.4825174825174825
2019-10-27,0.15384615384615385
2019-11-03,1.0
2019-11-10,0.40559440559440557
2019-11-17,0.5944055944055944
2019-11-24,0.14685314685314685
2019-12-01,0.48951048951048953
2019-12-08,0.6503496503496503
2019-12-15,0.7552447552447552
2019-12-22,0.5244755244755245
2019-12-29,0.4125874125874126
2020-01-05,0.3916083916083916
2020-01-12,0.43356643356643354
2020-01-19,0.34265734265734266
2020-01-26,0.6643356643356644
2020-02-02,0.2867132867132867
2020-02-09,0.3706293706293706
2020-02-16,0.23076923076923078
2020-02-23,0.32867132867132864
2020-03-01,0.13986013986013987
2020-03-08,0.0
2020-03-15,0.3916083916083916
2020-03-22,0.16783216783216784
2020-03-29,0.21678321678321677
2020-04-05,0.16083916083916083
2020-04-12,0.45454545454545453
2020-04-19,0.13286713286713286
2020-04-26,0.5104895104895105
2020-05-03,0.1258741258741259
2020-05-10,0.24475524475524477
2020-05-17,0.4195804195804196
