,geoName,plombier chauffagiste
3,Brittany,65.21739130434783
5,Centre-Val de Loire,71.73913043478261
7,Corsica,0.0
15,Pays de la Loire,65.21739130434783
18,Provence-Alpes-Côte d'Azur,37.5
21,Île-de-France,34.2391304347826
22,Grand-est,46.73913043478261
23,Hauts-de-france,66.84782608695652
24,Normandie,70.92391304347827
25,Bourgogne-Franche-Comté,68.4782608695652
26,Nouvelle-Aquitaine,100.0
27,Occitanie,44.83695652173913
28,Auvergne-Rhône-Alpes,55.434782608695656
