,geoName,costume mariage
3,Brittany,38.63636363636363
5,Centre-Val de Loire,96.5909090909091
7,Corsica,100.0
15,Pays de la Loire,65.9090909090909
18,Provence-Alpes-Côte d'Azur,82.95454545454545
21,Île-de-France,51.13636363636363
22,Grand-est,58.333333333333336
23,Hauts-de-france,73.29545454545455
24,Normandie,92.61363636363636
25,Bourgogne-Franche-Comté,56.25
26,Nouvelle-Aquitaine,60.22727272727273
27,Occitanie,76.13636363636364
28,Auvergne-Rhône-Alpes,50.0
