date,Gazon synthétique
2018-01-07,0.08426966292134831
2018-01-14,0.13764044943820225
2018-01-21,0.08426966292134831
2018-01-28,0.1404494382022472
2018-02-04,0.042134831460674156
2018-02-11,0.1404494382022472
2018-02-18,0.14887640449438203
2018-02-25,0.10393258426966293
2018-03-04,0.1404494382022472
2018-03-11,0.21348314606741572
2018-03-18,0.24157303370786518
2018-03-25,0.21067415730337077
2018-04-01,0.29775280898876405
2018-04-08,0.32303370786516855
2018-04-15,0.5056179775280899
2018-04-22,0.35674157303370785
2018-04-29,0.09550561797752809
2018-05-06,0.23595505617977527
2018-05-13,0.17134831460674158
2018-05-20,0.3061797752808989
2018-05-27,0.23876404494382023
2018-06-03,0.1853932584269663
2018-06-10,0.3595505617977528
2018-06-17,0.38764044943820225
2018-06-24,0.32303370786516855
2018-07-01,0.21910112359550563
2018-07-08,0.21348314606741572
2018-07-15,0.2050561797752809
2018-07-22,0.31741573033707865
2018-07-29,0.3202247191011236
2018-08-05,0.2443820224719101
2018-08-12,0.1797752808988764
2018-08-19,0.2696629213483146
2018-08-26,0.23876404494382023
2018-09-02,0.1853932584269663
2018-09-09,0.37640449438202245
2018-09-16,0.14325842696629212
2018-09-23,0.3792134831460674
2018-09-30,0.22752808988764045
2018-10-07,0.12078651685393259
2018-10-14,0.2640449438202247
2018-10-21,0.21910112359550563
2018-10-28,0.1544943820224719
2018-11-04,0.06179775280898876
2018-11-11,0.1151685393258427
2018-11-18,0.19382022471910113
2018-11-25,0.0
2018-12-02,0.20224719101123595
2018-12-09,0.042134831460674156
2018-12-16,0.1601123595505618
2018-12-23,0.0
2018-12-30,0.11797752808988764
2019-01-06,0.3455056179775281
2019-01-13,0.14606741573033707
2019-01-20,0.10674157303370786
2019-01-27,0.16573033707865167
2019-02-03,0.10955056179775281
2019-02-10,0.23595505617977527
2019-02-17,0.3089887640449438
2019-02-24,0.2752808988764045
2019-03-03,0.28370786516853935
2019-03-10,0.25
2019-03-17,0.25
2019-03-24,0.3146067415730337
2019-03-31,0.3595505617977528
2019-04-07,0.1348314606741573
2019-04-14,0.32865168539325845
2019-04-21,0.2808988764044944
2019-04-28,0.22752808988764045
2019-05-05,0.1853932584269663
2019-05-12,0.3061797752808989
2019-05-19,0.1544943820224719
2019-05-26,0.26685393258426965
2019-06-02,0.2303370786516854
2019-06-09,0.24719101123595505
2019-06-16,0.33146067415730335
2019-06-23,0.14887640449438203
2019-06-30,0.2303370786516854
2019-07-07,0.35674157303370785
2019-07-14,0.2696629213483146
2019-07-21,0.2247191011235955
2019-07-28,0.24719101123595505
2019-08-04,0.2893258426966292
2019-08-11,0.11797752808988764
2019-08-18,0.12921348314606743
2019-08-25,0.15730337078651685
2019-09-01,0.12078651685393259
2019-09-08,0.17134831460674158
2019-09-15,0.12078651685393259
2019-09-22,0.19101123595505617
2019-09-29,0.12921348314606743
2019-10-06,0.20224719101123595
2019-10-13,0.21348314606741572
2019-10-20,0.1544943820224719
2019-10-27,0.11235955056179775
2019-11-03,0.09831460674157304
2019-11-10,0.2808988764044944
2019-11-17,0.16573033707865167
2019-11-24,0.15168539325842698
2019-12-01,0.05056179775280899
2019-12-08,0.18258426966292135
2019-12-15,0.1404494382022472
2019-12-22,0.16292134831460675
2019-12-29,0.18258426966292135
2020-01-05,0.1797752808988764
2020-01-12,0.2443820224719101
2020-01-19,0.18258426966292135
2020-01-26,0.10674157303370786
2020-02-02,0.19382022471910113
2020-02-09,0.21067415730337077
2020-02-16,0.13202247191011235
2020-02-23,0.2949438202247191
2020-03-01,0.18258426966292135
2020-03-08,0.1404494382022472
2020-03-15,0.1601123595505618
2020-03-22,0.2893258426966292
2020-03-29,0.27247191011235955
2020-04-05,0.3258426966292135
2020-04-12,0.23314606741573032
2020-04-19,0.19382022471910113
2020-04-26,0.2752808988764045
2020-05-03,0.3258426966292135
2020-05-10,0.199438202247191
2020-05-17,0.547752808988764
2020-05-24,0.6601123595505618
2020-05-31,0.5337078651685393
2020-06-07,0.300561797752809
2020-06-14,0.449438202247191
2020-06-21,1.0
