,geoName,déboucher wc
3,Brittany,40.310077519379846
5,Centre-Val de Loire,0.0
7,Corsica,0.0
15,Pays de la Loire,96.12403100775194
18,Provence-Alpes-Côte d'Azur,75.96899224806202
21,Île-de-France,63.565891472868216
22,Grand-est,0.0
23,Hauts-de-france,20.930232558139537
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,51.6795865633075
27,Occitanie,100.0
28,Auvergne-Rhône-Alpes,49.6124031007752
