ticket_taxonomy_tag_name,ticket_geo_region_name,Score
Barbecue,Alsace,0.305801671133533
Barbecue,Aquitaine,3.6669556991959644
Barbecue,Auvergne,0.6868910610121393
Barbecue,Basse Normandie,1.5814441116191078
Barbecue,Bourgogne,1.0182169320510799
Barbecue,Bretagne,1.4529087182721112
Barbecue,Centre-Val de Loire,2.0221109884912503
Barbecue,Champagne-Ardenne,0.5077723474696516
Barbecue,Corse,0.0
Barbecue,Franche-Comté,0.22722686425981398
Barbecue,Languedoc-Roussillon,1.1119817121236009
Barbecue,Limousin,0.4924483682799936
Barbecue,Lorraine,0.8478795522623364
Barbecue,Midi-Pyrénées,2.6744758000945925
Barbecue,Nord-Pas-de-Calais,2.044710704713858
Barbecue,Pays de la Loire,1.3252404225130066
Barbecue,Picardie,1.1098849125019707
Barbecue,Poitou-Charentes,1.4351883966577328
Barbecue,Provence-Alpes-Côte d'Azur,2.016466971464607
Barbecue,Rhône-Alpes,5.183067948920069
Barbecue,Île-de-France,10.0
Coach de développement personnel,Alsace,0.5995936754703647
Coach de développement personnel,Aquitaine,0.43727585902305455
Coach de développement personnel,Auvergne,0.0
Coach de développement personnel,Basse Normandie,0.0
Coach de développement personnel,Bourgogne,0.16237081529900188
Coach de développement personnel,Bretagne,0.26488826075435035
Coach de développement personnel,Centre-Val de Loire,0.27554102994435115
Coach de développement personnel,Champagne-Ardenne,0.0
Coach de développement personnel,Corse,0.0
Coach de développement personnel,Franche-Comté,0.0
Coach de développement personnel,Languedoc-Roussillon,0.24884727497570885
Coach de développement personnel,Limousin,0.682563377793481
Coach de développement personnel,Lorraine,0.2827665400582987
Coach de développement personnel,Midi-Pyrénées,0.4088684745163854
Coach de développement personnel,Nord-Pas-de-Calais,0.21301121809027473
Coach de développement personnel,Pays de la Loire,0.4327002914936843
Coach de développement personnel,Picardie,0.0
Coach de développement personnel,Poitou-Charentes,0.5019521243706386
Coach de développement personnel,Provence-Alpes-Côte d'Azur,0.40231428319053086
Coach de développement personnel,Rhône-Alpes,2.28501015811324
Coach de développement personnel,Île-de-France,10.0
Cours - collège - matières scientifiques,Alsace,1.2283197414986922
Cours - collège - matières scientifiques,Aquitaine,2.342560393906755
Cours - collège - matières scientifiques,Auvergne,1.0355900907831976
Cours - collège - matières scientifiques,Basse Normandie,1.1941067856593326
Cours - collège - matières scientifiques,Bourgogne,1.8887521157101095
Cours - collège - matières scientifiques,Bretagne,1.520964763809817
Cours - collège - matières scientifiques,Centre-Val de Loire,1.3730343129712266
Cours - collège - matières scientifiques,Champagne-Ardenne,0.9465071549469152
Cours - collège - matières scientifiques,Corse,1.2297891983382059
Cours - collège - matières scientifiques,Franche-Comté,1.3432835820895526
Cours - collège - matières scientifiques,Languedoc-Roussillon,1.8410140021541779
Cours - collège - matières scientifiques,Limousin,1.9460301584859212
Cours - collège - matières scientifiques,Lorraine,1.6266502538852132
Cours - collège - matières scientifiques,Midi-Pyrénées,2.0803354362209574
Cours - collège - matières scientifiques,Nord-Pas-de-Calais,2.760724726881059
Cours - collège - matières scientifiques,Pays de la Loire,2.2993614402215727
Cours - collège - matières scientifiques,Picardie,1.888736728727497
Cours - collège - matières scientifiques,Poitou-Charentes,1.068687490383136
Cours - collège - matières scientifiques,Provence-Alpes-Côte d'Azur,4.347438067394984
Cours - collège - matières scientifiques,Rhône-Alpes,8.565202338821358
Cours - collège - matières scientifiques,Île-de-France,10.0
Cours d'anglais,Alsace,0.7447432432432435
Cours d'anglais,Aquitaine,2.495594594594595
Cours d'anglais,Auvergne,0.3896824324324326
Cours d'anglais,Basse Normandie,0.6189864864864867
Cours d'anglais,Bourgogne,0.48243243243243256
Cours d'anglais,Bretagne,1.8313513513513515
Cours d'anglais,Centre-Val de Loire,1.4046824324324327
Cours d'anglais,Champagne-Ardenne,0.5400000000000001
Cours d'anglais,Corse,0.08239864864864867
Cours d'anglais,Franche-Comté,0.388810810810811
Cours d'anglais,Languedoc-Roussillon,1.6651013513513515
Cours d'anglais,Limousin,0.893918918918919
Cours d'anglais,Lorraine,0.7372229729729731
Cours d'anglais,Midi-Pyrénées,1.6283513513513517
Cours d'anglais,Nord-Pas-de-Calais,1.5653513513513517
Cours d'anglais,Pays de la Loire,1.6489594594594599
Cours d'anglais,Picardie,0.4453175675675677
Cours d'anglais,Poitou-Charentes,0.4614324324324326
Cours d'anglais,Provence-Alpes-Côte d'Azur,2.4426216216216226
Cours d'anglais,Rhône-Alpes,4.260662162162164
Cours d'anglais,Île-de-France,10.0
Cours de calligraphie,Alsace,1.5649327149111827
Cours de calligraphie,Aquitaine,4.060462613846628
Cours de calligraphie,Auvergne,1.9328233748967714
Cours de calligraphie,Basse Normandie,1.3054305955731769
Cours de calligraphie,Bourgogne,1.708604179396834
Cours de calligraphie,Bretagne,5.0406470451155325
