Year,ticket_geo_region_name,Prof_type,Distribution
2018,Aargau,Energiezertifizierer,0.0
2018,Aargau,Dachdecker,0.03
2018,Aargau,Elektriker,0.04
2018,Aargau,Fenster,0.22
2018,Aargau,Solar,0.13
2018,Aargau,Smart Home,0.02
2018,Aargau,bauen,0.26
2018,Aargau,Einbruch,0.02
2018,Aargau,Schlüsseldienst,0.01
2018,Aargau,Blumen,0.27
2018,Appenzell Innerrhoden,Energiezertifizierer,0.0
2018,Appenzell Innerrhoden,Dachdecker,0.09
2018,Appenzell Innerrhoden,Elektriker,0.0
2018,Appenzell Innerrhoden,Solar,0.17
2018,Appenzell Innerrhoden,Smart Home,0.0
2018,Appenzell Innerrhoden,bauen,0.16
2018,Appenzell Innerrhoden,Blumen,0.28
2018,Appenzell Innerrhoden,Einbruch,0.0
2018,Appenzell Innerrhoden,Fenster,0.3
2018,Appenzell Innerrhoden,Schlüsseldienst,0.0
2018,Appenzell Outer Rhodes,Energiezertifizierer,0.0
2018,Appenzell Outer Rhodes,Dachdecker,0.02
2018,Appenzell Outer Rhodes,Elektriker,0.0
2018,Appenzell Outer Rhodes,Solar,0.18
2018,Appenzell Outer Rhodes,Fenster,0.33
2018,Appenzell Outer Rhodes,Smart Home,0.0
2018,Appenzell Outer Rhodes,bauen,0.34
2018,Appenzell Outer Rhodes,Einbruch,0.01
2018,Appenzell Outer Rhodes,Schlüsseldienst,0.0
2018,Appenzell Outer Rhodes,Blumen,0.12
2018,Basel-Landschaft,Energiezertifizierer,0.0
2018,Basel-Landschaft,Dachdecker,0.02
2018,Basel-Landschaft,Elektriker,0.11
2018,Basel-Landschaft,Solar,0.22
2018,Basel-Landschaft,Fenster,0.21
2018,Basel-Landschaft,Smart Home,0.03
2018,Basel-Landschaft,bauen,0.21
2018,Basel-Landschaft,Einbruch,0.01
2018,Basel-Landschaft,Schlüsseldienst,0.02
2018,Basel-Landschaft,Blumen,0.17
2018,Basel-Stadt,Energiezertifizierer,0.0
2018,Basel-Stadt,Dachdecker,0.05
2018,Basel-Stadt,Elektriker,0.06
2018,Basel-Stadt,Solar,0.23
2018,Basel-Stadt,Fenster,0.2
2018,Basel-Stadt,Smart Home,0.03
2018,Basel-Stadt,bauen,0.18
2018,Basel-Stadt,Einbruch,0.01
2018,Basel-Stadt,Schlüsseldienst,0.03
2018,Basel-Stadt,Blumen,0.22
2018,Canton of Bern,Energiezertifizierer,0.0
2018,Canton of Bern,Dachdecker,0.06
2018,Canton of Bern,Elektriker,0.08
2018,Canton of Bern,Solar,0.23
2018,Canton of Bern,Fenster,0.18
2018,Canton of Bern,Smart Home,0.01
