ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Distribution_of_tickets,Country_chosen
Fenster einbauen und,Switzerland,2019,0,0.0770864106351551,1
Fenster einbauen und,Switzerland,2019,1,0.10339734121122601,1
Fenster einbauen und,Switzerland,2019,2,0.11447562776957165,1
Fenster einbauen und,Switzerland,2019,3,0.08262555391432792,1
Fenster einbauen und,Switzerland,2019,4,0.09601181683899558,1
Fenster einbauen und,Switzerland,2019,5,0.09711964549483014,1
Fenster einbauen und,Switzerland,2019,6,0.06277695716395866,1
Fenster einbauen und,Switzerland,2019,7,0.03785081240768095,1
Fenster einbauen und,Switzerland,2019,8,0.08936484490398819,1
Fenster einbauen und,Switzerland,2019,9,0.0992429837518464,1
Fenster einbauen und,Switzerland,2019,10,0.08539512555391433,1
Fenster einbauen und,Switzerland,2019,11,0.054652880354505176,1
Fenster einbauen und,Switzerland,2020,0,0.12355279073786073,1
Fenster einbauen und,Switzerland,2020,1,0.17193710039744256,1
Fenster einbauen und,Switzerland,2020,2,0.13340245377570417,1
Fenster einbauen und,Switzerland,2020,3,0.11232071885260067,1
Fenster einbauen und,Switzerland,2020,4,0.14169690686020392,1
Fenster einbauen und,Switzerland,2020,5,0.14083290133056853,1
Fenster einbauen und,Switzerland,2020,6,0.17625712804561952,1
Fenster einbauen und,Aargau,2019,0,0.09554140127388534,0
Fenster einbauen und,Aargau,2019,1,0.09188681215411924,0
Fenster einbauen und,Aargau,2019,2,0.057220423932337894,0
Fenster einbauen und,Aargau,2019,3,0.06317218335595699,0
Fenster einbauen und,Aargau,2019,4,0.06265009919599039,0
Fenster einbauen und,Aargau,2019,5,0.06139709721207058,0
Fenster einbauen und,Aargau,2019,6,0.08823222303435316,0
Fenster einbauen und,Aargau,2019,7,0.10963767359298322,0
Fenster einbauen und,Aargau,2019,8,0.06891510911558944,0
Fenster einbauen und,Aargau,2019,9,0.07674637151508823,0
Fenster einbauen und,Aargau,2019,10,0.11642476767254883,0
Fenster einbauen und,Aargau,2019,11,0.10817583794507675,0
Fenster einbauen und,Aargau,2020,0,0.17635177128651336,0
Fenster einbauen und,Aargau,2020,1,0.14838408949658174,0
Fenster einbauen und,Aargau,2020,2,0.11995027967681789,0
Fenster einbauen und,Aargau,2020,3,0.12507768800497202,0
Fenster einbauen und,Aargau,2020,4,0.12492231199502798,0
Fenster einbauen und,Aargau,2020,5,0.11264760720944687,0
Fenster einbauen und,Aargau,2020,6,0.19266625233064014,0
Fenster einbauen und,Appenzell Innerrhoden,2019,0,0.11420204978038069,0
Fenster einbauen und,Appenzell Innerrhoden,2019,1,0.0,0
Fenster einbauen und,Appenzell Innerrhoden,2019,2,0.09956076134699852,0
Fenster einbauen und,Appenzell Innerrhoden,2019,3,0.0,0
Fenster einbauen und,Appenzell Innerrhoden,2019,4,0.0,0
Fenster einbauen und,Appenzell Innerrhoden,2019,5,0.18389458272327963,0
Fenster einbauen und,Appenzell Innerrhoden,2019,6,0.0,0
Fenster einbauen und,Appenzell Innerrhoden,2019,7,0.11273792093704248,0
Fenster einbauen und,Appenzell Innerrhoden,2019,8,0.19092240117130307,0
Fenster einbauen und,Appenzell Innerrhoden,2019,9,0.0,0
Fenster einbauen und,Appenzell Innerrhoden,2019,10,0.1171303074670571,0
Fenster einbauen und,Appenzell Innerrhoden,2019,11,0.18155197657393848,0
Fenster einbauen und,Appenzell Innerrhoden,2020,0,0.19940476190476192,0
Fenster einbauen und,Appenzell Innerrhoden,2020,1,0.0,0
Fenster einbauen und,Appenzell Innerrhoden,2020,2,0.30952380952380953,0
Fenster einbauen und,Appenzell Innerrhoden,2020,3,0.3482142857142857,0
Fenster einbauen und,Appenzell Innerrhoden,2020,4,0.14285714285714282,0
Fenster einbauen und,Appenzell Innerrhoden,2020,5,0.0,0
Fenster einbauen und,Appenzell Innerrhoden,2020,6,0.0,0
Fenster einbauen und,Appenzell Outer Rhodes,2019,0,0.11428571428571431,0
Fenster einbauen und,Appenzell Outer Rhodes,2019,1,0.18,0
Fenster einbauen und,Appenzell Outer Rhodes,2019,2,0.0,0
Fenster einbauen und,Appenzell Outer Rhodes,2019,3,0.13142857142857142,0
Fenster einbauen und,Appenzell Outer Rhodes,2019,4,0.05999999999999999,0
Fenster einbauen und,Appenzell Outer Rhodes,2019,5,0.04457142857142858,0
Fenster einbauen und,Appenzell Outer Rhodes,2019,6,0.0,0
Fenster einbauen und,Appenzell Outer Rhodes,2019,7,0.05428571428571428,0
Fenster einbauen und,Appenzell Outer Rhodes,2019,8,0.08457142857142856,0
Fenster einbauen und,Appenzell Outer Rhodes,2019,9,0.15714285714285717,0
Fenster einbauen und,Appenzell Outer Rhodes,2019,10,0.09142857142857141,0
