ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Index,Country_chosen
Fenster einbauen und,Switzerland,2019,0,0.6733870967741935,1
Fenster einbauen und,Switzerland,2019,1,0.903225806451613,1
Fenster einbauen und,Switzerland,2019,2,1.0,1
Fenster einbauen und,Switzerland,2019,3,0.7217741935483871,1
Fenster einbauen und,Switzerland,2019,4,0.8387096774193549,1
Fenster einbauen und,Switzerland,2019,5,0.8483870967741935,1
Fenster einbauen und,Switzerland,2019,6,0.5483870967741936,1
Fenster einbauen und,Switzerland,2019,7,0.33064516129032256,1
Fenster einbauen und,Switzerland,2019,8,0.7806451612903226,1
Fenster einbauen und,Switzerland,2019,9,0.8669354838709677,1
Fenster einbauen und,Switzerland,2019,10,0.7459677419354839,1
Fenster einbauen und,Switzerland,2019,11,0.47741935483870973,1
Fenster einbauen und,Switzerland,2020,0,0.5766129032258064,1
Fenster einbauen und,Switzerland,2020,1,0.8024193548387096,1
Fenster einbauen und,Switzerland,2020,2,0.6225806451612903,1
Fenster einbauen und,Switzerland,2020,3,0.5241935483870968,1
Fenster einbauen und,Switzerland,2020,4,0.6612903225806451,1
Fenster einbauen und,Switzerland,2020,5,0.657258064516129,1
Fenster einbauen und,Switzerland,2020,6,0.8225806451612904,1
Fenster einbauen und,Aargau,2019,0,0.5259147869674184,0
Fenster einbauen und,Aargau,2019,1,0.505797827903091,0
Fenster einbauen und,Aargau,2019,2,0.3149741019214703,0
Fenster einbauen und,Aargau,2019,3,0.34773600668337507,0
Fenster einbauen und,Aargau,2019,4,0.3448621553884711,0
Fenster einbauen und,Aargau,2019,5,0.33796491228070175,0
Fenster einbauen und,Aargau,2019,6,0.48568086883876355,0
Fenster einbauen und,Aargau,2019,7,0.6035087719298247,0
Fenster einbauen und,Aargau,2019,8,0.3793483709273183,0
Fenster einbauen und,Aargau,2019,9,0.4224561403508771,0
Fenster einbauen und,Aargau,2019,10,0.6408688387635756,0
Fenster einbauen und,Aargau,2019,11,0.5954619883040935,0
Fenster einbauen und,Aargau,2020,0,0.6523642439431913,0
Fenster einbauen und,Aargau,2020,1,0.54890559732665,0
Fenster einbauen und,Aargau,2020,2,0.4437226399331662,0
Fenster einbauen und,Aargau,2020,3,0.4626900584795321,0
Fenster einbauen und,Aargau,2020,4,0.46211528822055137,0
Fenster einbauen und,Aargau,2020,5,0.41670843776106936,0
Fenster einbauen und,Aargau,2020,6,0.7127151211361737,0
Fenster einbauen und,Appenzell Innerrhoden,2019,0,0.028671679197994987,0
Fenster einbauen und,Appenzell Innerrhoden,2019,1,0.0,0
Fenster einbauen und,Appenzell Innerrhoden,2019,2,0.024995822890559728,0
Fenster einbauen und,Appenzell Innerrhoden,2019,3,0.0,0
Fenster einbauen und,Appenzell Innerrhoden,2019,4,0.0,0
Fenster einbauen und,Appenzell Innerrhoden,2019,5,0.04616875522138679,0
Fenster einbauen und,Appenzell Innerrhoden,2019,6,0.0,0
Fenster einbauen und,Appenzell Innerrhoden,2019,7,0.028304093567251463,0
Fenster einbauen und,Appenzell Innerrhoden,2019,8,0.047933166248955716,0
Fenster einbauen und,Appenzell Innerrhoden,2019,9,0.0,0
Fenster einbauen und,Appenzell Innerrhoden,2019,10,0.02940685045948204,0
Fenster einbauen und,Appenzell Innerrhoden,2019,11,0.045580618212197145,0
Fenster einbauen und,Appenzell Innerrhoden,2020,0,0.024628237259816207,0
Fenster einbauen und,Appenzell Innerrhoden,2020,1,0.0,0
Fenster einbauen und,Appenzell Innerrhoden,2020,2,0.038228905597326654,0
Fenster einbauen und,Appenzell Innerrhoden,2020,3,0.04300751879699248,0
Fenster einbauen und,Appenzell Innerrhoden,2020,4,0.01764411027568922,0
Fenster einbauen und,Appenzell Innerrhoden,2020,5,0.0,0
Fenster einbauen und,Appenzell Innerrhoden,2020,6,0.0,0
Fenster einbauen und,Appenzell Outer Rhodes,2019,0,0.07752715121136175,0
Fenster einbauen und,Appenzell Outer Rhodes,2019,1,0.12210526315789473,0
Fenster einbauen und,Appenzell Outer Rhodes,2019,2,0.0,0
