date,Peluquero,isPartial
2018-01-07,66,False
2018-01-14,54,False
2018-01-21,54,False
2018-01-28,46,False
2018-02-04,51,False
2018-02-11,43,False
2018-02-18,52,False
2018-02-25,45,False
2018-03-04,42,False
2018-03-11,39,False
2018-03-18,39,False
2018-03-25,40,False
2018-04-01,65,False
2018-04-08,37,False
2018-04-15,37,False
2018-04-22,52,False
2018-04-29,51,False
2018-05-06,22,False
2018-05-13,40,False
2018-05-20,51,False
2018-05-27,40,False
2018-06-03,52,False
2018-06-10,75,False
2018-06-17,49,False
2018-06-24,51,False
2018-07-01,75,False
2018-07-08,47,False
2018-07-15,41,False
2018-07-22,49,False
2018-07-29,39,False
2018-08-05,49,False
2018-08-12,75,False
2018-08-19,53,False
2018-08-26,69,False
2018-09-02,41,False
2018-09-09,46,False
2018-09-16,50,False
2018-09-23,49,False
2018-09-30,47,False
2018-10-07,36,False
2018-10-14,58,False
2018-10-21,35,False
2018-10-28,33,False
2018-11-04,29,False
2018-11-11,25,False
2018-11-18,36,False
2018-11-25,67,False
2018-12-02,48,False
2018-12-09,52,False
2018-12-16,44,False
2018-12-23,52,False
2018-12-30,57,False
2019-01-06,40,False
2019-01-13,35,False
2019-01-20,49,False
2019-01-27,44,False
2019-02-03,87,False
2019-02-10,57,False
2019-02-17,52,False
2019-02-24,41,False
2019-03-03,53,False
2019-03-10,52,False
2019-03-17,65,False
2019-03-24,47,False
2019-03-31,39,False
2019-04-07,58,False
2019-04-14,19,False
2019-04-21,55,False
2019-04-28,47,False
2019-05-05,26,False
2019-05-12,39,False
2019-05-19,44,False
2019-05-26,60,False
2019-06-02,27,False
2019-06-09,67,False
2019-06-16,45,False
2019-06-23,58,False
2019-06-30,44,False
2019-07-07,44,False
2019-07-14,28,False
2019-07-21,47,False
2019-07-28,59,False
2019-08-04,41,False
2019-08-11,46,False
2019-08-18,84,False
2019-08-25,61,False
2019-09-01,41,False
2019-09-08,51,False
2019-09-15,57,False
2019-09-22,46,False
2019-09-29,65,False
2019-10-06,34,False
2019-10-13,31,False
2019-10-20,18,False
2019-10-27,25,False
2019-11-03,77,False
2019-11-10,29,False
2019-11-17,53,False
2019-11-24,87,False
2019-12-01,71,False
2019-12-08,42,False
2019-12-15,69,False
2019-12-22,100,False
2019-12-29,48,False
2020-01-05,38,False
2020-01-12,55,False
2020-01-19,29,False
2020-01-26,38,False
2020-02-02,45,False
2020-02-09,17,False
2020-02-16,59,False
2020-02-23,31,False
2020-03-01,51,False
2020-03-08,36,False
2020-03-15,25,False
2020-03-22,28,False
2020-03-29,22,False
2020-04-05,69,False
2020-04-12,69,True
