,geoName,Maquillage
3,Brittany,66.66666666666666
5,Centre-Val de Loire,76.34408602150538
7,Corsica,100.0
15,Pays de la Loire,68.81720430107528
18,Provence-Alpes-Côte d'Azur,89.24731182795699
21,Île-de-France,73.11827956989248
22,Grand-est,86.73835125448029
23,Hauts-de-france,98.38709677419355
24,Normandie,86.55913978494624
25,Bourgogne-Franche-Comté,95.6989247311828
26,Nouvelle-Aquitaine,77.77777777777777
27,Occitanie,84.40860215053763
28,Auvergne-Rhône-Alpes,72.58064516129032
