,geoName,Cérémonies
3,Brittany,48.739495798319325
5,Centre-Val de Loire,23.52941176470588
7,Corsica,0.0
15,Pays de la Loire,67.22689075630252
18,Provence-Alpes-Côte d'Azur,25.210084033613445
21,Île-de-France,35.294117647058826
22,Grand-est,30.812324929971986
23,Hauts-de-france,53.78151260504202
24,Normandie,100.0
25,Bourgogne-Franche-Comté,45.378151260504204
26,Nouvelle-Aquitaine,24.089635854341736
27,Occitanie,34.45378151260504
28,Auvergne-Rhône-Alpes,38.655462184873954
