date,moda,isPartial
2018-01-07,91,False
2018-01-14,54,False
2018-01-21,90,False
2018-01-28,56,False
2018-02-04,58,False
2018-02-11,88,False
2018-02-18,82,False
2018-02-25,73,False
2018-03-04,38,False
2018-03-11,83,False
2018-03-18,64,False
2018-03-25,63,False
2018-04-01,77,False
2018-04-08,80,False
2018-04-15,92,False
2018-04-22,97,False
2018-04-29,53,False
2018-05-06,90,False
2018-05-13,52,False
2018-05-20,46,False
2018-05-27,74,False
2018-06-03,61,False
2018-06-10,100,False
2018-06-17,94,False
2018-06-24,51,False
2018-07-01,46,False
2018-07-08,72,False
2018-07-15,66,False
2018-07-22,72,False
2018-07-29,92,False
2018-08-05,30,False
2018-08-12,40,False
2018-08-19,55,False
2018-08-26,68,False
2018-09-02,93,False
2018-09-09,87,False
2018-09-16,77,False
2018-09-23,72,False
2018-09-30,78,False
2018-10-07,62,False
2018-10-14,76,False
2018-10-21,99,False
2018-10-28,73,False
2018-11-04,44,False
2018-11-11,92,False
2018-11-18,86,False
2018-11-25,57,False
2018-12-02,58,False
2018-12-09,77,False
2018-12-16,77,False
2018-12-23,69,False
2018-12-30,83,False
2019-01-06,71,False
2019-01-13,75,False
2019-01-20,33,False
2019-01-27,47,False
2019-02-03,67,False
2019-02-10,87,False
2019-02-17,55,False
2019-02-24,74,False
2019-03-03,70,False
2019-03-10,59,False
2019-03-17,75,False
2019-03-24,72,False
2019-03-31,81,False
2019-04-07,75,False
2019-04-14,63,False
2019-04-21,62,False
2019-04-28,77,False
2019-05-05,50,False
2019-05-12,69,False
2019-05-19,71,False
2019-05-26,63,False
2019-06-02,93,False
2019-06-09,84,False
2019-06-16,74,False
2019-06-23,99,False
2019-06-30,68,False
2019-07-07,74,False
2019-07-14,62,False
2019-07-21,46,False
2019-07-28,43,False
2019-08-04,84,False
2019-08-11,42,False
2019-08-18,62,False
2019-08-25,63,False
2019-09-01,61,False
2019-09-08,76,False
2019-09-15,86,False
2019-09-22,65,False
2019-09-29,40,False
2019-10-06,69,False
2019-10-13,95,False
2019-10-20,67,False
2019-10-27,89,False
2019-11-03,55,False
2019-11-10,68,False
2019-11-17,73,False
2019-11-24,61,False
2019-12-01,63,False
2019-12-08,44,False
2019-12-15,64,False
2019-12-22,42,False
2019-12-29,50,False
2020-01-05,59,False
2020-01-12,52,False
2020-01-19,64,False
2020-01-26,65,False
2020-02-02,55,False
2020-02-09,88,False
2020-02-16,67,False
2020-02-23,83,False
2020-03-01,73,False
2020-03-08,32,False
2020-03-15,60,False
2020-03-22,44,False
2020-03-29,70,False
2020-04-05,40,False
2020-04-12,68,False
2020-04-19,76,False
2020-04-26,82,True
