date,moda,isPartial
2018-01-07,77,False
2018-01-14,79,False
2018-01-21,85,False
2018-01-28,70,False
2018-02-04,65,False
2018-02-11,59,False
2018-02-18,69,False
2018-02-25,84,False
2018-03-04,70,False
2018-03-11,86,False
2018-03-18,84,False
2018-03-25,87,False
2018-04-01,86,False
2018-04-08,87,False
2018-04-15,88,False
2018-04-22,87,False
2018-04-29,79,False
2018-05-06,83,False
2018-05-13,94,False
2018-05-20,81,False
2018-05-27,58,False
2018-06-03,73,False
2018-06-10,86,False
2018-06-17,92,False
2018-06-24,62,False
2018-07-01,73,False
2018-07-08,65,False
2018-07-15,73,False
2018-07-22,78,False
2018-07-29,69,False
2018-08-05,59,False
2018-08-12,44,False
2018-08-19,54,False
2018-08-26,92,False
2018-09-02,90,False
2018-09-09,100,False
2018-09-16,87,False
2018-09-23,87,False
2018-09-30,77,False
2018-10-07,88,False
2018-10-14,94,False
2018-10-21,77,False
2018-10-28,73,False
2018-11-04,72,False
2018-11-11,68,False
2018-11-18,68,False
2018-11-25,73,False
2018-12-02,97,False
2018-12-09,89,False
2018-12-16,75,False
2018-12-23,54,False
2018-12-30,74,False
2019-01-06,72,False
2019-01-13,83,False
2019-01-20,72,False
2019-01-27,63,False
2019-02-03,87,False
2019-02-10,71,False
2019-02-17,91,False
2019-02-24,73,False
2019-03-03,70,False
2019-03-10,96,False
2019-03-17,90,False
2019-03-24,99,False
2019-03-31,67,False
2019-04-07,70,False
2019-04-14,68,False
2019-04-21,85,False
2019-04-28,67,False
2019-05-05,86,False
2019-05-12,81,False
2019-05-19,62,False
2019-05-26,76,False
2019-06-02,71,False
2019-06-09,89,False
2019-06-16,87,False
2019-06-23,73,False
2019-06-30,67,False
2019-07-07,65,False
2019-07-14,62,False
2019-07-21,61,False
2019-07-28,68,False
2019-08-04,73,False
2019-08-11,55,False
2019-08-18,48,False
2019-08-25,71,False
2019-09-01,85,False
2019-09-08,68,False
2019-09-15,71,False
2019-09-22,88,False
2019-09-29,69,False
2019-10-06,71,False
2019-10-13,83,False
2019-10-20,66,False
2019-10-27,64,False
2019-11-03,82,False
2019-11-10,80,False
2019-11-17,76,False
2019-11-24,58,False
2019-12-01,74,False
2019-12-08,68,False
2019-12-15,72,False
2019-12-22,72,False
2019-12-29,71,False
2020-01-05,62,False
2020-01-12,69,False
2020-01-19,64,False
2020-01-26,74,False
2020-02-02,80,False
2020-02-09,73,False
2020-02-16,71,False
2020-02-23,49,False
2020-03-01,58,False
2020-03-08,30,False
2020-03-15,29,False
2020-03-22,41,False
2020-03-29,47,False
2020-04-05,39,False
2020-04-12,51,False
2020-04-19,59,False
2020-04-26,49,True
