date,Jardinier paysagiste
2018-01-07,0.0
2018-01-14,0.11486486486486487
2018-01-21,0.41216216216216217
2018-01-28,0.2972972972972973
2018-02-04,0.33783783783783783
2018-02-11,0.0
2018-02-18,0.057432432432432436
2018-02-25,0.11486486486486487
2018-03-04,0.40202702702702703
2018-03-11,0.0
2018-03-18,0.11824324324324324
2018-03-25,0.0
2018-04-01,0.0
2018-04-08,0.0
2018-04-15,0.12837837837837837
2018-04-22,0.0
2018-04-29,0.16216216216216217
2018-05-06,0.17229729729729729
2018-05-13,0.11824324324324324
2018-05-20,0.7466216216216216
2018-05-27,0.17229729729729729
2018-06-03,0.11148648648648649
2018-06-10,0.47297297297297297
2018-06-17,0.46959459459459457
2018-06-24,0.4594594594594595
2018-07-01,0.31756756756756754
2018-07-08,1.0
2018-07-15,0.33783783783783783
2018-07-22,0.22635135135135134
2018-07-29,0.0
2018-08-05,0.4222972972972973
2018-08-12,0.10810810810810811
2018-08-19,0.0
2018-08-26,0.3885135135135135
2018-09-02,0.11486486486486487
2018-09-09,0.11486486486486487
2018-09-16,0.4527027027027027
2018-09-23,0.0
2018-09-30,0.17229729729729729
2018-10-07,0.34459459459459457
2018-10-14,0.5844594594594594
2018-10-21,0.0
2018-10-28,0.3310810810810811
2018-11-04,0.05405405405405406
2018-11-11,0.5033783783783784
2018-11-18,0.4391891891891892
2018-11-25,0.05067567567567568
2018-12-02,0.16554054054054054
2018-12-09,0.17229729729729729
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.44594594594594594
2019-01-13,0.8277027027027027
2019-01-20,0.11148648648648649
2019-01-27,0.0
2019-02-03,0.28040540540540543
2019-02-10,0.17905405405405406
2019-02-17,0.125
2019-02-24,0.39864864864864863
2019-03-03,0.05067567567567568
2019-03-10,0.0
2019-03-17,0.12162162162162163
2019-03-24,0.4527027027027027
2019-03-31,0.1554054054054054
2019-04-07,0.33783783783783783
2019-04-14,0.6756756756756757
2019-04-21,0.42567567567567566
2019-04-28,0.14527027027027026
2019-05-05,0.14864864864864866
2019-05-12,0.4797297297297297
2019-05-19,0.05067567567567568
2019-05-26,0.09797297297297297
2019-06-02,0.3952702702702703
2019-06-09,0.0
2019-06-16,0.15202702702702703
2019-06-23,0.23986486486486486
2019-06-30,0.5540540540540541
2019-07-07,0.30405405405405406
2019-07-14,0.23648648648648649
2019-07-21,0.09797297297297297
2019-07-28,0.4189189189189189
2019-08-04,0.0
2019-08-11,0.38175675675675674
2019-08-18,0.15202702702702703
2019-08-25,0.0
2019-09-01,0.0945945945945946
2019-09-08,0.4358108108108108
2019-09-15,0.14189189189189189
2019-09-22,0.581081081081081
2019-09-29,0.13513513513513514
2019-10-06,0.0945945945945946
2019-10-13,0.34797297297297297
2019-10-20,0.43243243243243246
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.13851351351351351
2019-11-17,0.0945945945945946
2019-11-24,0.13851351351351351
2019-12-01,0.4391891891891892
2019-12-08,0.09121621621621621
2019-12-15,0.1891891891891892
2019-12-22,0.0472972972972973
2019-12-29,0.3108108108108108
2020-01-05,0.13513513513513514
2020-01-12,0.27702702702702703
2020-01-19,0.08783783783783784
2020-01-26,0.3716216216216216
2020-02-02,0.09121621621621621
2020-02-09,0.32094594594594594
2020-02-16,0.22297297297297297
2020-02-23,0.08783783783783784
2020-03-01,0.32094594594594594
2020-03-08,0.0
2020-03-15,0.08108108108108109
2020-03-22,0.15878378378378377
2020-03-29,0.037162162162162164
2020-04-05,0.38513513513513514
2020-04-12,0.23648648648648649
2020-04-19,0.23648648648648649
2020-04-26,0.3344594594594595
2020-05-03,0.0777027027027027
2020-05-10,0.19932432432432431
2020-05-17,0.17229729729729729
2020-05-24,0.16554054054054054
2020-05-31,0.04054054054054054
2020-06-07,0.44594594594594594
2020-06-14,0.4189189189189189
2020-06-21,0.6418918918918919
