date,Neubau,isPartial
2018-01-07,100,False
2018-01-14,90,False
2018-01-21,77,False
2018-01-28,90,False
2018-02-04,80,False
2018-02-11,75,False
2018-02-18,84,False
2018-02-25,85,False
2018-03-04,76,False
2018-03-11,88,False
2018-03-18,65,False
2018-03-25,70,False
2018-04-01,89,False
2018-04-08,70,False
2018-04-15,88,False
2018-04-22,73,False
2018-04-29,62,False
2018-05-06,55,False
2018-05-13,77,False
2018-05-20,83,False
2018-05-27,67,False
2018-06-03,69,False
2018-06-10,60,False
2018-06-17,61,False
2018-06-24,59,False
2018-07-01,62,False
2018-07-08,72,False
2018-07-15,82,False
2018-07-22,89,False
2018-07-29,83,False
2018-08-05,65,False
2018-08-12,59,False
2018-08-19,87,False
2018-08-26,61,False
2018-09-02,79,False
2018-09-09,65,False
2018-09-16,70,False
2018-09-23,71,False
2018-09-30,65,False
2018-10-07,73,False
2018-10-14,79,False
2018-10-21,66,False
2018-10-28,78,False
2018-11-04,74,False
2018-11-11,70,False
2018-11-18,62,False
2018-11-25,80,False
2018-12-02,71,False
2018-12-09,67,False
2018-12-16,62,False
2018-12-23,64,False
2018-12-30,97,False
2019-01-06,81,False
2019-01-13,86,False
2019-01-20,82,False
2019-01-27,81,False
2019-02-03,85,False
2019-02-10,95,False
2019-02-17,89,False
2019-02-24,72,False
2019-03-03,75,False
2019-03-10,82,False
2019-03-17,76,False
2019-03-24,82,False
2019-03-31,83,False
2019-04-07,73,False
2019-04-14,76,False
2019-04-21,81,False
2019-04-28,85,False
2019-05-05,62,False
2019-05-12,79,False
2019-05-19,71,False
2019-05-26,72,False
2019-06-02,64,False
2019-06-09,74,False
2019-06-16,77,False
2019-06-23,82,False
2019-06-30,68,False
2019-07-07,72,False
2019-07-14,66,False
2019-07-21,81,False
2019-07-28,69,False
2019-08-04,71,False
2019-08-11,88,False
2019-08-18,76,False
2019-08-25,66,False
2019-09-01,90,False
2019-09-08,92,False
2019-09-15,77,False
2019-09-22,56,False
2019-09-29,83,False
2019-10-06,69,False
2019-10-13,81,False
2019-10-20,75,False
2019-10-27,67,False
2019-11-03,88,False
2019-11-10,89,False
2019-11-17,82,False
2019-11-24,55,False
2019-12-01,73,False
2019-12-08,66,False
2019-12-15,59,False
2019-12-22,61,False
2019-12-29,84,False
2020-01-05,97,False
2020-01-12,92,False
2020-01-19,96,False
2020-01-26,97,False
2020-02-02,95,False
2020-02-09,87,False
2020-02-16,75,False
2020-02-23,67,False
2020-03-01,79,False
2020-03-08,58,False
2020-03-15,25,False
2020-03-22,53,False
2020-03-29,64,False
2020-04-05,67,False
2020-04-12,68,False
2020-04-19,59,False
2020-04-26,64,False
2020-05-03,64,False
2020-05-10,84,False
