date,Neubau,isPartial
2018-01-07,93,False
2018-01-14,84,False
2018-01-21,87,False
2018-01-28,90,False
2018-02-04,86,False
2018-02-11,83,False
2018-02-18,80,False
2018-02-25,85,False
2018-03-04,78,False
2018-03-11,85,False
2018-03-18,78,False
2018-03-25,76,False
2018-04-01,81,False
2018-04-08,78,False
2018-04-15,85,False
2018-04-22,74,False
2018-04-29,82,False
2018-05-06,75,False
2018-05-13,76,False
2018-05-20,72,False
2018-05-27,73,False
2018-06-03,70,False
2018-06-10,76,False
2018-06-17,69,False
2018-06-24,75,False
2018-07-01,80,False
2018-07-08,77,False
2018-07-15,78,False
2018-07-22,78,False
2018-07-29,82,False
2018-08-05,76,False
2018-08-12,87,False
2018-08-19,84,False
2018-08-26,80,False
2018-09-02,84,False
2018-09-09,81,False
2018-09-16,82,False
2018-09-23,81,False
2018-09-30,72,False
2018-10-07,82,False
2018-10-14,81,False
2018-10-21,84,False
2018-10-28,79,False
2018-11-04,84,False
2018-11-11,82,False
2018-11-18,76,False
2018-11-25,72,False
2018-12-02,73,False
2018-12-09,69,False
2018-12-16,69,False
2018-12-23,69,False
2018-12-30,77,False
2019-01-06,85,False
2019-01-13,91,False
2019-01-20,87,False
2019-01-27,85,False
2019-02-03,88,False
2019-02-10,91,False
2019-02-17,92,False
2019-02-24,91,False
2019-03-03,87,False
2019-03-10,87,False
2019-03-17,87,False
2019-03-24,92,False
2019-03-31,88,False
2019-04-07,86,False
2019-04-14,81,False
2019-04-21,81,False
2019-04-28,80,False
2019-05-05,88,False
2019-05-12,80,False
2019-05-19,82,False
2019-05-26,75,False
2019-06-02,74,False
2019-06-09,77,False
2019-06-16,76,False
2019-06-23,76,False
2019-06-30,83,False
2019-07-07,82,False
2019-07-14,82,False
2019-07-21,76,False
2019-07-28,75,False
2019-08-04,80,False
2019-08-11,81,False
2019-08-18,96,False
2019-08-25,89,False
2019-09-01,86,False
2019-09-08,84,False
2019-09-15,86,False
2019-09-22,90,False
2019-09-29,80,False
2019-10-06,86,False
2019-10-13,84,False
2019-10-20,84,False
2019-10-27,81,False
2019-11-03,79,False
2019-11-10,84,False
2019-11-17,81,False
2019-11-24,73,False
2019-12-01,72,False
2019-12-08,74,False
2019-12-15,74,False
2019-12-22,68,False
2019-12-29,75,False
2020-01-05,88,False
2020-01-12,89,False
2020-01-19,98,False
2020-01-26,99,False
2020-02-02,98,False
2020-02-09,85,False
2020-02-16,100,False
2020-02-23,85,False
2020-03-01,85,False
2020-03-08,73,False
2020-03-15,45,False
2020-03-22,57,False
2020-03-29,64,False
2020-04-05,66,False
2020-04-12,73,False
2020-04-19,76,False
2020-04-26,72,False
2020-05-03,81,False
2020-05-10,85,False
