date,Neubau,isPartial
2018-01-07,58,False
2018-01-14,80,False
2018-01-21,59,False
2018-01-28,76,False
2018-02-04,70,False
2018-02-11,64,False
2018-02-18,60,False
2018-02-25,57,False
2018-03-04,61,False
2018-03-11,58,False
2018-03-18,65,False
2018-03-25,89,False
2018-04-01,56,False
2018-04-08,84,False
2018-04-15,62,False
2018-04-22,56,False
2018-04-29,77,False
2018-05-06,57,False
2018-05-13,55,False
2018-05-20,58,False
2018-05-27,66,False
2018-06-03,58,False
2018-06-10,53,False
2018-06-17,47,False
2018-06-24,80,False
2018-07-01,52,False
2018-07-08,64,False
2018-07-15,80,False
2018-07-22,78,False
2018-07-29,75,False
2018-08-05,71,False
2018-08-12,63,False
2018-08-19,87,False
2018-08-26,52,False
2018-09-02,77,False
2018-09-09,63,False
2018-09-16,91,False
2018-09-23,68,False
2018-09-30,78,False
2018-10-07,73,False
2018-10-14,77,False
2018-10-21,66,False
2018-10-28,79,False
2018-11-04,95,False
2018-11-11,91,False
2018-11-18,79,False
2018-11-25,64,False
2018-12-02,65,False
2018-12-09,58,False
2018-12-16,55,False
2018-12-23,49,False
2018-12-30,66,False
2019-01-06,72,False
2019-01-13,80,False
2019-01-20,54,False
2019-01-27,63,False
2019-02-03,76,False
2019-02-10,68,False
2019-02-17,94,False
2019-02-24,59,False
2019-03-03,70,False
2019-03-10,79,False
2019-03-17,87,False
2019-03-24,92,False
2019-03-31,74,False
2019-04-07,75,False
2019-04-14,56,False
2019-04-21,62,False
2019-04-28,76,False
2019-05-05,80,False
2019-05-12,66,False
2019-05-19,68,False
2019-05-26,71,False
2019-06-02,59,False
2019-06-09,75,False
2019-06-16,57,False
2019-06-23,68,False
2019-06-30,71,False
2019-07-07,86,False
2019-07-14,87,False
2019-07-21,78,False
2019-07-28,68,False
2019-08-04,68,False
2019-08-11,77,False
2019-08-18,86,False
2019-08-25,100,False
2019-09-01,82,False
2019-09-08,85,False
2019-09-15,65,False
2019-09-22,81,False
2019-09-29,59,False
2019-10-06,72,False
2019-10-13,80,False
2019-10-20,76,False
2019-10-27,58,False
2019-11-03,83,False
2019-11-10,96,False
2019-11-17,70,False
2019-11-24,68,False
2019-12-01,62,False
2019-12-08,74,False
2019-12-15,59,False
2019-12-22,54,False
2019-12-29,56,False
2020-01-05,74,False
2020-01-12,76,False
2020-01-19,81,False
2020-01-26,76,False
2020-02-02,86,False
2020-02-09,63,False
2020-02-16,71,False
2020-02-23,77,False
2020-03-01,61,False
2020-03-08,65,False
2020-03-15,41,False
2020-03-22,55,False
2020-03-29,71,False
2020-04-05,73,False
2020-04-12,72,False
2020-04-19,78,False
2020-04-26,76,False
2020-05-03,81,False
2020-05-10,84,False
