,geoName,yoga enfant
3,Brittany,86.45833333333334
5,Centre-Val de Loire,70.83333333333334
7,Corsica,0.0
15,Pays de la Loire,100.0
18,Provence-Alpes-Côte d'Azur,86.45833333333334
21,Île-de-France,82.29166666666666
22,Grand-est,48.95833333333333
23,Hauts-de-france,69.79166666666666
24,Normandie,68.22916666666666
25,Bourgogne-Franche-Comté,70.83333333333334
26,Nouvelle-Aquitaine,81.59722222222221
27,Occitanie,88.54166666666666
28,Auvergne-Rhône-Alpes,74.47916666666666
