,geoName,Traiteur
3,Brittany,84.688995215311
5,Centre-Val de Loire,66.02870813397129
7,Corsica,55.98086124401913
15,Pays de la Loire,86.12440191387559
18,Provence-Alpes-Côte d'Azur,58.85167464114832
21,Île-de-France,76.07655502392345
22,Grand-est,100.0
23,Hauts-de-france,73.20574162679425
24,Normandie,91.14832535885166
25,Bourgogne-Franche-Comté,82.5358851674641
26,Nouvelle-Aquitaine,97.1291866028708
27,Occitanie,61.72248803827751
28,Auvergne-Rhône-Alpes,68.89952153110048
