date,Glasschiebetür,isPartial
2018-01-07,73,False
2018-01-14,52,False
2018-01-21,33,False
2018-01-28,58,False
2018-02-04,74,False
2018-02-11,48,False
2018-02-18,41,False
2018-02-25,75,False
2018-03-04,27,False
2018-03-11,41,False
2018-03-18,96,False
2018-03-25,37,False
2018-04-01,60,False
2018-04-08,53,False
2018-04-15,54,False
2018-04-22,41,False
2018-04-29,49,False
2018-05-06,42,False
2018-05-13,67,False
2018-05-20,43,False
2018-05-27,22,False
2018-06-03,31,False
2018-06-10,85,False
2018-06-17,33,False
2018-06-24,0,False
2018-07-01,39,False
2018-07-08,48,False
2018-07-15,53,False
2018-07-22,26,False
2018-07-29,41,False
2018-08-05,74,False
2018-08-12,51,False
2018-08-19,29,False
2018-08-26,98,False
2018-09-02,28,False
2018-09-09,34,False
2018-09-16,35,False
2018-09-23,69,False
2018-09-30,62,False
2018-10-07,81,False
2018-10-14,61,False
2018-10-21,53,False
2018-10-28,67,False
2018-11-04,26,False
2018-11-11,50,False
2018-11-18,83,False
2018-11-25,32,False
2018-12-02,32,False
2018-12-09,49,False
2018-12-16,34,False
2018-12-23,59,False
2018-12-30,64,False
2019-01-06,37,False
2019-01-13,37,False
2019-01-20,55,False
2019-01-27,49,False
2019-02-03,74,False
2019-02-10,31,False
2019-02-17,63,False
2019-02-24,78,False
2019-03-03,58,False
2019-03-10,44,False
2019-03-17,80,False
2019-03-24,26,False
2019-03-31,53,False
2019-04-07,45,False
2019-04-14,28,False
2019-04-21,41,False
2019-04-28,84,False
2019-05-05,50,False
2019-05-12,44,False
2019-05-19,63,False
2019-05-26,20,False
2019-06-02,52,False
2019-06-09,21,False
2019-06-16,54,False
2019-06-23,20,False
2019-06-30,58,False
2019-07-07,31,False
2019-07-14,19,False
2019-07-21,80,False
2019-07-28,58,False
2019-08-04,34,False
2019-08-11,41,False
2019-08-18,28,False
2019-08-25,41,False
2019-09-01,65,False
2019-09-08,51,False
2019-09-15,52,False
2019-09-22,43,False
2019-09-29,31,False
2019-10-06,100,False
2019-10-13,43,False
2019-10-20,61,False
2019-10-27,36,False
2019-11-03,35,False
2019-11-10,78,False
2019-11-17,60,False
2019-11-24,35,False
2019-12-01,43,False
2019-12-08,79,False
2019-12-15,56,False
2019-12-22,36,False
2019-12-29,85,False
2020-01-05,46,False
2020-01-12,40,False
2020-01-19,35,False
2020-01-26,63,False
2020-02-02,62,False
2020-02-09,17,False
2020-02-16,47,False
2020-02-23,63,False
2020-03-01,51,False
2020-03-08,53,False
2020-03-15,31,False
2020-03-22,31,False
2020-03-29,46,False
2020-04-05,60,False
2020-04-12,65,False
2020-04-19,55,False
2020-04-26,31,False
2020-05-03,26,False
2020-05-10,53,False
