,geoName,chauffage solaire piscine
3,Brittany,47.22222222222222
5,Centre-Val de Loire,65.27777777777779
7,Corsica,0.0
15,Pays de la Loire,68.05555555555556
18,Provence-Alpes-Côte d'Azur,31.944444444444443
21,Île-de-France,23.61111111111111
22,Grand-est,96.29629629629629
23,Hauts-de-france,73.61111111111111
24,Normandie,86.11111111111111
25,Bourgogne-Franche-Comté,100.0
26,Nouvelle-Aquitaine,91.66666666666666
27,Occitanie,53.47222222222222
28,Auvergne-Rhône-Alpes,53.47222222222222
