date,Garagentorantrieb,isPartial
2018-01-07,73,False
2018-01-14,40,False
2018-01-21,64,False
2018-01-28,41,False
2018-02-04,74,False
2018-02-11,61,False
2018-02-18,41,False
2018-02-25,72,False
2018-03-04,85,False
2018-03-11,72,False
2018-03-18,50,False
2018-03-25,59,False
2018-04-01,50,False
2018-04-08,25,False
2018-04-15,68,False
2018-04-22,36,False
2018-04-29,33,False
2018-05-06,38,False
2018-05-13,24,False
2018-05-20,42,False
2018-05-27,71,False
2018-06-03,32,False
2018-06-10,39,False
2018-06-17,48,False
2018-06-24,41,False
2018-07-01,51,False
2018-07-08,51,False
2018-07-15,27,False
2018-07-22,51,False
2018-07-29,73,False
2018-08-05,34,False
2018-08-12,31,False
2018-08-19,57,False
2018-08-26,71,False
2018-09-02,40,False
2018-09-09,64,False
2018-09-16,48,False
2018-09-23,97,False
2018-09-30,84,False
2018-10-07,51,False
2018-10-14,72,False
2018-10-21,23,False
2018-10-28,39,False
2018-11-04,81,False
2018-11-11,56,False
2018-11-18,77,False
2018-11-25,87,False
2018-12-02,47,False
2018-12-09,60,False
2018-12-16,57,False
2018-12-23,54,False
2018-12-30,37,False
2019-01-06,37,False
2019-01-13,44,False
2019-01-20,45,False
2019-01-27,45,False
2019-02-03,34,False
2019-02-10,46,False
2019-02-17,69,False
2019-02-24,47,False
2019-03-03,76,False
2019-03-10,100,False
2019-03-17,23,False
2019-03-24,59,False
2019-03-31,47,False
2019-04-07,24,False
2019-04-14,43,False
2019-04-21,32,False
2019-04-28,35,False
2019-05-05,61,False
2019-05-12,70,False
2019-05-19,45,False
2019-05-26,23,False
2019-06-02,52,False
2019-06-09,46,False
2019-06-16,45,False
2019-06-23,54,False
2019-06-30,31,False
2019-07-07,70,False
2019-07-14,37,False
2019-07-21,64,False
2019-07-28,64,False
2019-08-04,59,False
2019-08-11,43,False
2019-08-18,45,False
2019-08-25,77,False
2019-09-01,65,False
2019-09-08,52,False
2019-09-15,37,False
2019-09-22,66,False
2019-09-29,52,False
2019-10-06,44,False
2019-10-13,66,False
2019-10-20,58,False
2019-10-27,57,False
2019-11-03,52,False
2019-11-10,35,False
2019-11-17,64,False
2019-11-24,82,False
2019-12-01,83,False
2019-12-08,35,False
2019-12-15,71,False
2019-12-22,62,False
2019-12-29,58,False
2020-01-05,27,False
2020-01-12,39,False
2020-01-19,41,False
2020-01-26,33,False
2020-02-02,40,False
2020-02-09,65,False
2020-02-16,20,False
2020-02-23,54,False
2020-03-01,40,False
2020-03-08,56,False
2020-03-15,65,False
2020-03-22,56,False
2020-03-29,49,False
2020-04-05,27,False
2020-04-12,26,False
2020-04-19,31,False
2020-04-26,72,False
2020-05-03,62,False
2020-05-10,55,False
