,geoName,psychologie
3,Brittany,94.30051813471503
5,Centre-Val de Loire,76.68393782383419
7,Corsica,84.97409326424871
15,Pays de la Loire,84.97409326424871
18,Provence-Alpes-Côte d'Azur,96.37305699481865
21,Île-de-France,99.48186528497409
22,Grand-est,78.75647668393782
23,Hauts-de-france,73.05699481865285
24,Normandie,73.57512953367875
25,Bourgogne-Franche-Comté,87.56476683937824
26,Nouvelle-Aquitaine,83.93782383419689
27,Occitanie,100.0
28,Auvergne-Rhône-Alpes,84.4559585492228
