date,canzoni,isPartial
2018-01-07,79,False
2018-01-14,84,False
2018-01-21,68,False
2018-01-28,70,False
2018-02-04,94,False
2018-02-11,86,False
2018-02-18,67,False
2018-02-25,64,False
2018-03-04,68,False
2018-03-11,64,False
2018-03-18,59,False
2018-03-25,70,False
2018-04-01,81,False
2018-04-08,60,False
2018-04-15,70,False
2018-04-22,58,False
2018-04-29,78,False
2018-05-06,65,False
2018-05-13,67,False
2018-05-20,70,False
2018-05-27,69,False
2018-06-03,67,False
2018-06-10,70,False
2018-06-17,69,False
2018-06-24,66,False
2018-07-01,63,False
2018-07-08,62,False
2018-07-15,65,False
2018-07-22,69,False
2018-07-29,67,False
2018-08-05,71,False
2018-08-12,80,False
2018-08-19,75,False
2018-08-26,68,False
2018-09-02,70,False
2018-09-09,63,False
2018-09-16,64,False
2018-09-23,69,False
2018-09-30,52,False
2018-10-07,69,False
2018-10-14,70,False
2018-10-21,51,False
2018-10-28,72,False
2018-11-04,65,False
2018-11-11,73,False
2018-11-18,68,False
2018-11-25,62,False
2018-12-02,73,False
2018-12-09,83,False
2018-12-16,87,False
2018-12-23,91,False
2018-12-30,78,False
2019-01-06,67,False
2019-01-13,61,False
2019-01-20,67,False
2019-01-27,59,False
2019-02-03,79,False
2019-02-10,98,False
2019-02-17,68,False
2019-02-24,70,False
2019-03-03,66,False
2019-03-10,68,False
2019-03-17,62,False
2019-03-24,68,False
2019-03-31,62,False
2019-04-07,69,False
2019-04-14,65,False
2019-04-21,73,False
2019-04-28,74,False
2019-05-05,63,False
2019-05-12,76,False
2019-05-19,58,False
2019-05-26,58,False
2019-06-02,70,False
2019-06-09,68,False
2019-06-16,78,False
2019-06-23,57,False
2019-06-30,72,False
2019-07-07,73,False
2019-07-14,82,False
2019-07-21,70,False
2019-07-28,62,False
2019-08-04,83,False
2019-08-11,84,False
2019-08-18,68,False
2019-08-25,72,False
2019-09-01,63,False
2019-09-08,65,False
2019-09-15,61,False
2019-09-22,66,False
2019-09-29,62,False
2019-10-06,60,False
2019-10-13,68,False
2019-10-20,60,False
2019-10-27,59,False
2019-11-03,64,False
2019-11-10,54,False
2019-11-17,77,False
2019-11-24,64,False
2019-12-01,67,False
2019-12-08,66,False
2019-12-15,76,False
2019-12-22,85,False
2019-12-29,86,False
2020-01-05,63,False
2020-01-12,58,False
2020-01-19,66,False
2020-01-26,68,False
2020-02-02,81,False
2020-02-09,81,False
2020-02-16,66,False
2020-02-23,61,False
2020-03-01,57,False
2020-03-08,54,False
2020-03-15,73,False
2020-03-22,85,False
2020-03-29,80,False
2020-04-05,100,False
2020-04-12,82,False
2020-04-19,84,False
2020-04-26,78,True
