date,canzoni,isPartial
2018-01-07,69,False
2018-01-14,78,False
2018-01-21,72,False
2018-01-28,70,False
2018-02-04,90,False
2018-02-11,81,False
2018-02-18,72,False
2018-02-25,69,False
2018-03-04,74,False
2018-03-11,73,False
2018-03-18,62,False
2018-03-25,71,False
2018-04-01,74,False
2018-04-08,72,False
2018-04-15,61,False
2018-04-22,68,False
2018-04-29,79,False
2018-05-06,68,False
2018-05-13,73,False
2018-05-20,65,False
2018-05-27,69,False
2018-06-03,82,False
2018-06-10,68,False
2018-06-17,70,False
2018-06-24,76,False
2018-07-01,72,False
2018-07-08,76,False
2018-07-15,72,False
2018-07-22,67,False
2018-07-29,78,False
2018-08-05,79,False
2018-08-12,83,False
2018-08-19,83,False
2018-08-26,75,False
2018-09-02,80,False
2018-09-09,70,False
2018-09-16,59,False
2018-09-23,65,False
2018-09-30,70,False
2018-10-07,63,False
2018-10-14,64,False
2018-10-21,69,False
2018-10-28,66,False
2018-11-04,74,False
2018-11-11,79,False
2018-11-18,71,False
2018-11-25,72,False
2018-12-02,77,False
2018-12-09,90,False
2018-12-16,92,False
2018-12-23,95,False
2018-12-30,94,False
2019-01-06,67,False
2019-01-13,62,False
2019-01-20,60,False
2019-01-27,69,False
2019-02-03,88,False
2019-02-10,87,False
2019-02-17,80,False
2019-02-24,73,False
2019-03-03,70,False
2019-03-10,69,False
2019-03-17,61,False
2019-03-24,57,False
2019-03-31,57,False
2019-04-07,66,False
2019-04-14,63,False
2019-04-21,61,False
2019-04-28,60,False
2019-05-05,61,False
2019-05-12,61,False
2019-05-19,72,False
2019-05-26,63,False
2019-06-02,67,False
2019-06-09,69,False
2019-06-16,64,False
2019-06-23,77,False
2019-06-30,67,False
2019-07-07,69,False
2019-07-14,70,False
2019-07-21,77,False
2019-07-28,81,False
2019-08-04,87,False
2019-08-11,79,False
2019-08-18,72,False
2019-08-25,72,False
2019-09-01,67,False
2019-09-08,71,False
2019-09-15,67,False
2019-09-22,61,False
2019-09-29,58,False
2019-10-06,64,False
2019-10-13,67,False
2019-10-20,69,False
2019-10-27,69,False
2019-11-03,68,False
2019-11-10,72,False
2019-11-17,70,False
2019-11-24,67,False
2019-12-01,79,False
2019-12-08,76,False
2019-12-15,76,False
2019-12-22,100,False
2019-12-29,88,False
2020-01-05,68,False
2020-01-12,71,False
2020-01-19,69,False
2020-01-26,68,False
2020-02-02,91,False
2020-02-09,79,False
2020-02-16,71,False
2020-02-23,66,False
2020-03-01,69,False
2020-03-08,61,False
2020-03-15,85,False
2020-03-22,82,False
2020-03-29,90,False
2020-04-05,83,False
2020-04-12,92,False
2020-04-19,92,False
2020-04-26,79,True
